New York City 43 3
New York City 44 56
New York City 45 638
New York City 46 1609
New York City 47 2042
New York City 48 1854
New York City 49 1399
New York City 50 1059
New York City 51 725
New York City 52 530
New York City 53 352
New York City 54 1065
New York City 55 590
New York City 56 542
New York City 57 863
New York City 58 64
New York City 59 1189
New York City 60 476
New York City 61 862
New York City 62 15
New York City 63 22
New York City 64 814
New York City 65 443
New York City 66 3
New York City 67 388
New York City 69 1
New York City 70 5
New York City 71 1
New York City 72 2
New York City 73 2
New York City 74 428
New York City 75 2
New York City 77 1
New York City 79 1
New York City 80 1
New York City 81 1
New York City 86 3
New York City 88 1
New York City 89 7
New York City 90 34
New York City 91 121
New York City 92 248
New York City 93 375
New York City 94 443
New York City 95 460
New York City 96 373
New York City 97 289
New York City 98 249
New York City 99 181
New York City 100 153
New York City 101 124
New York City 102 123
New York City 103 513
New York City 104 75
New York City 105 79
New York City 106 60
New York City 107 36
New York City 108 35
New York City 109 35
New York City 110 26
New York City 111 14
New York City 112 8
New York City 113 9
New York City 114 8
New York City 115 8
New York City 116 6
New York City 117 6
New York City 118 1
New York City 119 3
New York City 120 2
New York City 122 2
New York City 123 4
New York City 124 2
New York City 125 1
New York City 126 2
New York City 127 1
New York City 131 3
New York City 133 1
New York City 135 3
New York City 136 11
New York City 137 31
New York City 138 81
New York City 139 123
New York City 140 176
New York City 141 177
New York City 142 189
New York City 143 401
New York City 144 133
New York City 145 100
New York City 146 94
New York City 147 93
New York City 148 81
New York City 149 53
New York City 150 60
New York City 151 50
New York City 152 55
New York City 153 42
New York City 154 32
New York City 155 32
New York City 156 22
New York City 157 33
New York City 158 34
New York City 159 17
New York City 160 12
New York City 161 12
New York City 162 15
New York City 163 8
New York City 164 7
New York City 165 382
New York City 166 4
New York City 167 1
New York City 168 3
New York City 169 6
New York City 170 5
New York City 172 2
New York City 174 1
New York City 175 3
New York City 176 1
New York City 177 2
New York City 178 2
New York City 179 3
New York City 180 1
New York City 181 5
New York City 182 9
New York City 183 297
New York City 184 34
New York City 185 54
New York City 186 69
New York City 187 84
New York City 188 107
New York City 189 85
New York City 190 104
New York City 191 84
New York City 192 77
New York City 193 73
New York City 194 78
New York City 195 46
New York City 196 66
New York City 197 39
New York City 198 32
New York City 199 38
New York City 200 37
New York City 201 32
New York City 202 19
New York City 203 37
New York City 204 27
New York City 205 23
New York City 206 23
New York City 207 17
New York City 208 19
New York City 209 8
New York City 210 11
New York City 211 11
New York City 212 9
New York City 213 6
New York City 214 5
New York City 215 7
New York City 216 10
New York City 217 7
New York City 218 6
New York City 219 1
New York City 220 1
New York City 221 2
New York City 222 3
New York City 223 1
New York City 227 1
New York City 228 9
New York City 229 8
New York City 230 15
New York City 231 24
New York City 232 30
New York City 233 58
New York City 234 56
New York City 235 68
New York City 236 63
New York City 237 57
New York City 238 56
New York City 239 55
New York City 240 51
New York City 241 57
New York City 242 37
New York City 243 31
New York City 244 19
New York City 245 22
New York City 246 32
New York City 247 20
New York City 248 21
New York City 249 14
New York City 250 29
New York City 251 28
New York City 252 8
New York City 253 11
New York City 254 15
New York City 255 17
New York City 256 13
New York City 257 13
New York City 258 11
New York City 259 13
New York City 260 5
New York City 261 6
New York City 262 3
New York City 263 4
New York City 264 4
New York City 265 2
New York City 266 3
New York City 267 5
New York City 268 3
New York City 269 3
New York City 270 1
New York City 271 2
New York City 272 1
New York City 273 6
New York City 274 4
New York City 275 10
New York City 276 12
New York City 277 10
New York City 278 17
New York City 279 24
New York City 280 37
New York City 281 47
New York City 282 42
New York City 283 41
New York City 284 36
New York City 285 44
New York City 286 32
New York City 287 51
New York City 288 29
New York City 289 26
