MongoDB shell version: 3.2.18
connecting to: bigdatadb.polito.it/carsharing
2018-01-13T23:06:54.834+0100 W NETWORK  [thread1] SSL peer certificate validation failed: self signed certificate
0 , 0 , 1058
0 , 1 , 588
0 , 2 , 1220
0 , 3 , 542
0 , 4 , 899
0 , 5 , 625
0 , 6 , 586
0 , 7 , 596
0 , 8 , 312
0 , 9 , 453
0 , 10 , 454
0 , 11 , 210
0 , 12 , 221
0 , 13 , 217
0 , 14 , 1
0 , 15 , 106
0 , 16 , 182
0 , 17 , 114
0 , 18 , 52
0 , 19 , 144
0 , 20 , 141
0 , 21 , 77
0 , 22 , 181
1 , 0 , 551
1 , 1 , 133
1 , 2 , 493
1 , 3 , 215
1 , 4 , 293
1 , 5 , 199
1 , 6 , 226
1 , 7 , 265
1 , 8 , 218
1 , 9 , 201
1 , 10 , 147
1 , 11 , 83
1 , 12 , 80
1 , 13 , 66
1 , 14 , 0
1 , 15 , 17
1 , 16 , 26
1 , 17 , 42
1 , 18 , 12
1 , 19 , 68
1 , 20 , 97
1 , 21 , 15
1 , 22 , 136
2 , 0 , 1216
2 , 1 , 476
2 , 2 , 564
2 , 3 , 408
2 , 4 , 765
2 , 5 , 380
2 , 6 , 201
2 , 7 , 204
2 , 8 , 303
2 , 9 , 304
2 , 10 , 300
2 , 11 , 210
2 , 12 , 258
2 , 13 , 129
2 , 14 , 0
2 , 15 , 65
2 , 16 , 63
2 , 17 , 34
2 , 18 , 11
2 , 19 , 32
2 , 20 , 96
2 , 21 , 20
2 , 22 , 122
3 , 0 , 556
3 , 1 , 199
3 , 2 , 448
3 , 3 , 258
3 , 4 , 575
3 , 5 , 283
3 , 6 , 127
3 , 7 , 90
3 , 8 , 161
3 , 9 , 179
3 , 10 , 175
3 , 11 , 131
3 , 12 , 266
3 , 13 , 101
3 , 14 , 1
3 , 15 , 70
3 , 16 , 46
3 , 17 , 14
3 , 18 , 7
3 , 19 , 13
3 , 20 , 30
3 , 21 , 10
3 , 22 , 80
4 , 0 , 921
4 , 1 , 266
4 , 2 , 758
4 , 3 , 540
4 , 4 , 577
4 , 5 , 494
4 , 6 , 421
4 , 7 , 243
4 , 8 , 144
4 , 9 , 186
4 , 10 , 235
4 , 11 , 175
4 , 12 , 329
4 , 13 , 190
4 , 14 , 0
4 , 15 , 139
4 , 16 , 163
4 , 17 , 85
4 , 18 , 38
4 , 19 , 32
4 , 20 , 44
4 , 21 , 18
4 , 22 , 100
5 , 0 , 582
5 , 1 , 180
5 , 2 , 396
5 , 3 , 328
5 , 4 , 511
5 , 5 , 467
5 , 6 , 516
5 , 7 , 345
5 , 8 , 81
5 , 9 , 106
5 , 10 , 149
5 , 11 , 74
5 , 12 , 176
5 , 13 , 247
5 , 14 , 0
5 , 15 , 143
5 , 16 , 206
5 , 17 , 121
5 , 18 , 17
5 , 19 , 42
5 , 20 , 32
5 , 21 , 44
5 , 22 , 84
6 , 0 , 555
6 , 1 , 198
6 , 2 , 217
6 , 3 , 154
6 , 4 , 396
6 , 5 , 471
6 , 6 , 468
6 , 7 , 423
6 , 8 , 89
6 , 9 , 67
6 , 10 , 85
6 , 11 , 45
6 , 12 , 143
6 , 13 , 104
6 , 14 , 1
6 , 15 , 126
6 , 16 , 184
6 , 17 , 203
6 , 18 , 69
6 , 19 , 97
6 , 20 , 49
6 , 21 , 74
6 , 22 , 34
7 , 0 , 604
7 , 1 , 258
7 , 2 , 240
7 , 3 , 113
7 , 4 , 252
7 , 5 , 333
7 , 6 , 415
7 , 7 , 265
7 , 8 , 151
7 , 9 , 60
7 , 10 , 60
7 , 11 , 24
7 , 12 , 65
7 , 13 , 77
7 , 14 , 0
7 , 15 , 59
7 , 16 , 101
7 , 17 , 137
7 , 18 , 38
7 , 19 , 117
7 , 20 , 53
7 , 21 , 80
7 , 22 , 39
8 , 0 , 314
8 , 1 , 235
8 , 2 , 254
8 , 3 , 132
8 , 4 , 143
8 , 5 , 94
8 , 6 , 95
8 , 7 , 132
8 , 8 , 278
8 , 9 , 372
8 , 10 , 105
8 , 11 , 180
8 , 12 , 69
8 , 13 , 41
8 , 14 , 0
8 , 15 , 11
8 , 16 , 34
8 , 17 , 24
8 , 18 , 1
8 , 19 , 27
8 , 20 , 62
8 , 21 , 25
8 , 22 , 218
9 , 0 , 422
9 , 1 , 220
9 , 2 , 321
9 , 3 , 172
9 , 4 , 185
9 , 5 , 128
9 , 6 , 98
9 , 7 , 81
9 , 8 , 307
9 , 9 , 371
9 , 10 , 162
9 , 11 , 167
9 , 12 , 90
9 , 13 , 79
9 , 14 , 1
9 , 15 , 25
9 , 16 , 33
9 , 17 , 19
9 , 18 , 8
9 , 19 , 18
9 , 20 , 74
9 , 21 , 7
9 , 22 , 290
10 , 0 , 394
10 , 1 , 146
10 , 2 , 287
10 , 3 , 159
10 , 4 , 267
10 , 5 , 135
10 , 6 , 59
10 , 7 , 57
10 , 8 , 140
10 , 9 , 175
10 , 10 , 89
10 , 11 , 102
10 , 12 , 103
10 , 13 , 77
10 , 14 , 0
10 , 15 , 36
10 , 16 , 32
10 , 17 , 16
10 , 18 , 4
10 , 19 , 10
10 , 20 , 14
10 , 21 , 16
10 , 22 , 93
11 , 0 , 243
11 , 1 , 97
11 , 2 , 184
11 , 3 , 116
11 , 4 , 131
11 , 5 , 88
11 , 6 , 44
11 , 7 , 31
11 , 8 , 141
11 , 9 , 199
11 , 10 , 95
11 , 11 , 112
11 , 12 , 104
11 , 13 , 61
11 , 14 , 0
11 , 15 , 31
11 , 16 , 19
11 , 17 , 6
11 , 18 , 5
11 , 19 , 10
11 , 20 , 16
11 , 21 , 9
