MongoDB shell version: 3.2.18
connecting to: bigdatadb.polito.it/carsharing
2018-01-13T20:27:06.755+0100 W NETWORK  [thread1] SSL peer certificate validation failed: self signed certificate
0 23 265
1 23 123
2 23 173
3 23 103
4 23 148
5 23 52
6 23 41
7 23 57
8 23 258
9 23 323
10 23 108
11 23 160
12 23 50
13 23 52
14 23 24
15 23 14
16 23 8
17 23 12
18 23 7
19 23 15
20 23 41
21 23 1
22 23 332
