ID_INT,PROGR_USC,PROGR_SPOST,SESSO,FASCIA_ETA,COD_ZONA_RES,SCOPO,COD_ZONA_PAR,PROV_PAR,ORA_PAR,COD_ZONA_ARR,PROV_ARR,ORA_ARR,USO_MEZZ,MEZZO1,MEZZO2,MEZZO3,PAX_AUTO,NUM_LIN_URB,COD_ALTROURB,COD_ZONA_2M,PROV_2M,ORA_2MEZZO,COD_ZONA_3M,PROV_3M,ORA_3MEZZO,TASSO_CAMP
8139335,1,2,1,2,C006,5,Q005,1,02/02/2017 10:00,Q023,1,02/02/2017 10:20,1,3,,,1,,,,,,,,,3.174603175
8139641,1,2,2,4,C009,4,Q002,1,02/02/2017 16:30,Q023,1,02/02/2017 16:50,1,3,,,1,,,,,,,,,3.000400053
8139830,1,2,1,2,C004,4,Q019,1,02/02/2017 14:30,Q019,1,02/02/2017 14:50,2,,,,,,,,,,,,,3.140722671
8140616,1,2,1,2,C003,9,Q003,1,02/02/2017 20:00,Q005,1,02/02/2017 20:30,1,19,,,,,,,,,,,,3.159910629
8140678,1,2,2,3,C011,4,Q009,1,02/02/2017 09:00,Q009,1,02/02/2017 09:10,2,,,,,,,,,,,,,3.112118714
8140745,1,2,2,3,C004,4,Q015,1,02/02/2017 18:00,Q021,1,02/02/2017 18:15,1,3,,,0,,,,,,,,,3.019627579
8140799,1,2,2,3,C006,4,Q010,1,02/02/2017 10:45,Q020,1,02/02/2017 11:00,1,3,,,1,,,,,,,,,2.986550633
8141314,1,2,2,3,C009,4,Q022,1,02/02/2017 18:15,Q022,1,02/02/2017 18:30,1,3,,,0,,,,,,,,,3.141273308
8141976,2,2,1,4,C003,9,Q001,1,02/02/2017 15:40,Q007,1,02/02/2017 16:10,1,6,,,,1,,,,,,,,2.877697842
8142800,1,2,2,2,C003,7,Q012,1,02/02/2017 19:30,Q019,1,02/02/2017 19:45,1,3,,,1,,,,,,,,,3.132083247
8143087,1,2,2,3,C003,4,Q006,1,02/02/2017 15:00,Q006,1,02/02/2017 15:10,1,3,,,0,,,,,,,,,3.063748811
8143375,1,2,1,4,C004,9,Q001,1,02/02/2017 17:00,Q018,1,02/02/2017 17:15,1,3,,,1,,,,,,,,,2.802893309
8146677,2,2,2,3,C023,7,Q008,1,02/02/2017 19:20,Q002,1,02/02/2017 19:40,1,4,,,,,,,,,,,,2.808988764
8147093,1,2,1,1,C016,2,Q001,1,02/02/2017 14:00,Q014,1,02/02/2017 14:35,1,6,19,,,1,,Q005,1,02/02/2017 14:20,,,,3.198653199
8147103,1,2,1,2,C071,4,Q009,1,02/02/2017 14:30,Q007,1,02/02/2017 15:00,1,3,,,1,,,,,,,,,3.087248322
8148545,1,2,1,2,C016,7,Q023,1,02/02/2017 18:00,Q005,1,02/02/2017 18:15,1,3,,,2,,,,,,,,,3.171247357
8148559,1,2,2,1,C016,7,Q002,1,02/02/2017 19:00,Q001,1,02/02/2017 19:10,2,,,,,,,,,,,,,3.003337041
8148899,1,2,2,1,C064,4,Q005,1,02/02/2017 14:30,Q005,1,02/02/2017 14:40,1,2,,,,,,,,,,,,2.763157895
8149739,2,2,2,3,C014,9,Q011,1,02/02/2017 10:40,Q011,1,02/02/2017 10:45,1,3,,,1,,,,,,,,,2.979591837
8149739,2,3,2,3,C014,5,Q011,1,02/02/2017 15:30,Q009,1,02/02/2017 16:00,1,3,,,1,,,,,,,,,2.979591837
8149739,2,4,2,3,C014,7,Q009,1,02/02/2017 16:30,Q010,1,02/02/2017 16:50,1,3,,,1,,,,,,,,,2.979591837
8149739,2,5,2,3,C014,7,Q010,1,02/02/2017 18:30,Q011,1,02/02/2017 18:40,1,3,,,1,,,,,,,,,2.979591837
8150137,1,2,1,2,C013,2,Q009,1,02/02/2017 11:00,Q007,1,02/02/2017 11:20,1,3,,,0,,,,,,,,,3.134240095
8150137,1,3,1,2,C013,2,Q007,1,02/02/2017 13:00,Q009,1,02/02/2017 13:20,1,3,,,0,,,,,,,,,3.134240095
8150137,1,4,1,2,C013,7,Q009,1,02/02/2017 19:00,Q001,1,02/02/2017 19:25,1,3,,,0,,,,,,,,,3.134240095
8150666,1,2,1,2,C016,2,Q018,1,02/02/2017 14:30,Q020,1,02/02/2017 15:00,1,3,,,0,,,,,,,,,3.171247357
8318486,1,2,1,2,C064,4,Q003,1,02/02/2017 15:30,Q009,1,02/02/2017 15:45,1,4,,,,,,,,,,,,3.088502466
8319229,1,2,1,3,C071,4,Q009,1,02/02/2017 09:00,Q015,1,02/02/2017 09:20,1,3,,,0,,,,,,,,,3.095388503
8319229,1,3,1,3,C071,4,Q015,1,02/02/2017 10:00,Q020,1,02/02/2017 10:20,1,3,,,0,,,,,,,,,3.095388503
8319245,2,2,1,2,C016,4,Q005,1,02/02/2017 16:50,Q014,1,02/02/2017 17:00,1,3,,,0,,,,,,,,,3.171247357
8320278,1,2,2,2,C013,5,Q012,1,02/02/2017 08:30,Q001,1,02/02/2017 09:00,1,3,,,0,,,,,,,,,3.038990826
8320278,1,3,2,2,C013,5,Q001,1,02/02/2017 11:30,Q015,1,02/02/2017 12:00,1,3,,,0,,,,,,,,,3.038990826
8322446,1,2,1,2,C069,9,Q001,1,02/02/2017 15:00,Q023,1,02/02/2017 15:30,1,4,,,,,,,,,,,,2.9986053
8322446,1,3,1,2,C069,4,Q023,1,02/02/2017 19:10,Q004,1,02/02/2017 19:20,1,4,,,,,,,,,,,,2.9986053
8322446,1,4,1,2,C069,9,Q004,1,02/02/2017 19:40,Q009,1,02/02/2017 19:50,1,4,,,,,,,,,,,,2.9986053
8339623,1,2,2,1,C011,9,Q005,1,02/02/2017 18:00,Q011,1,02/02/2017 18:15,1,3,,,1,,,,,,,,,3.078501796
8339940,1,2,1,1,C007,9,Q003,1,02/02/2017 13:00,Q015,1,02/02/2017 13:30,1,4,,,,,,,,,,,,3.033980583
8340522,1,2,2,1,C003,4,Q001,1,02/02/2017 13:40,Q005,1,02/02/2017 14:00,1,4,,,,,,,,,,,,2.829218107
8341265,2,2,2,2,C011,5,Q009,1,02/02/2017 13:10,Q009,1,02/02/2017 13:25,1,3,,,0,,,,,,,,,3.131850924
8343418,1,2,2,2,C013,5,Q004,1,02/02/2017 16:00,Q009,1,02/02/2017 16:15,1,3,,,1,,,,,,,,,3.038990826
8344129,2,2,2,3,C014,4,Q010,1,02/02/2017 17:00,Q010,1,02/02/2017 17:10,1,3,,,0,,,,,,,,,2.979591837
8344205,1,2,1,2,C020,4,Q009,1,02/02/2017 18:55,Q022,1,02/02/2017 19:15,1,3,,,0,,,,,,,,,2.908343126
8344361,1,2,1,2,C022,2,Q001,1,02/02/2017 15:00,Q001,1,02/02/2017 15:10,2,,,,,,,,,,,,,3.159941663
8344361,1,3,1,2,C022,2,Q001,1,02/02/2017 19:00,Q001,1,02/02/2017 19:10,2,,,,,,,,,,,,,3.159941663
8344423,1,2,1,3,C016,4,Q003,1,02/02/2017 11:00,Q003,1,02/02/2017 11:30,2,,,,,,,,,,,,,3.146374829
8344423,1,3,1,3,C016,4,Q003,1,02/02/2017 12:30,Q003,1,02/02/2017 12:40,2,,,,,,,,,,,,,3.146374829
8344423,1,4,1,3,C016,4,Q003,1,02/02/2017 14:00,Q012,1,02/02/2017 14:15,1,3,,,0,,,,,,,,,3.146374829
8344575,1,2,2,4,C024,7,Q004,1,02/02/2017 13:05,Q004,1,02/02/2017 13:15,2,,,,,,,,,,,,,2.725020644
8346809,1,2,2,2,C012,7,Q010,1,02/02/2017 17:00,Q012,1,02/02/2017 17:10,1,3,,,0,,,,,,,,,3.062117235
8362486,1,2,2,2,C009,4,Q007,1,02/02/2017 09:00,Q010,1,02/02/2017 09:20,1,4,,,,,,,,,,,,3.156832156
8362686,1,2,1,2,C004,7,Q006,1,02/02/2017 16:40,Q005,1,02/02/2017 17:00,2,,,,,,,,,,,,,3.140722671
8362686,1,3,1,2,C004,5,Q005,1,02/02/2017 19:10,Q006,1,02/02/2017 19:20,2,,,,,,,,,,,,,3.140722671
8362915,1,2,2,2,C011,4,Q018,1,02/02/2017 15:00,Q010,1,02/02/2017 15:30,1,3,,,0,,,,,,,,,3.131850924
8363368,1,2,2,4,C004,4,Q006,1,02/02/2017 11:30,Q007,1,02/02/2017 11:45,1,6,,,,1,,,,,,,,2.831814824
8364274,1,2,1,2,C003,7,Q008,1,02/02/2017 21:30,Q001,1,02/02/2017 21:40,2,,,,,,,,,,,,,3.159910629
8366215,1,3,2,4,C003,4,Q001,1,02/02/2017 11:30,Q006,1,02/02/2017 12:30,1,19,6,,,1,,Q006,1,02/02/2017 11:45,,,,2.901263453
8366470,1,2,1,3,C009,2,Q003,1,02/02/2017 16:00,Q009,1,02/02/2017 16:30,1,2,,,,,,,,,,,,3.300018857
8366692,1,3,2,2,C006,9,Q002,1,02/02/2017 18:00,Q001,1,02/02/2017 18:30,1,3,,,0,,,,,,,,,3.127358999
8366899,1,2,2,2,C008,7,Q001,1,02/02/2017 11:30,Q001,1,02/02/2017 11:35,1,4,,,,,,,,,,,,3.149606299
8366899,1,3,2,2,C008,7,Q001,1,02/02/2017 12:10,Q001,1,02/02/2017 12:30,2,,,,,,,,,,,,,3.149606299
8367166,1,2,2,2,C002,7,Q001,1,02/02/2017 13:00,Q001,1,02/02/2017 13:15,2,,,,,,,,,,,,,3.069690265
8367166,1,3,2,2,C002,1,Q001,1,02/02/2017 14:15,Q001,1,02/02/2017 14:30,2,,,,,,,,,,,,,3.069690265
8368222,1,2,2,4,C016,4,Q001,1,02/02/2017 16:00,Q022,1,02/02/2017 16:15,1,3,,,1,,,,,,,,,2.858853465
8368476,1,2,2,2,C020,4,Q006,1,02/02/2017 13:30,Q006,1,02/02/2017 13:40,2,,,,,,,,,,,,,3.038427167
8420884,1,2,2,3,C007,1,Q008,1,02/02/2017 08:00,Q001,1,02/02/2017 08:40,1,6,,,,1,,,,,,,,2.962625342
8420921,1,2,1,4,C011,9,Q010,1,02/02/2017 09:00,Q013,1,02/02/2017 09:20,1,3,,,0,,,,,,,,,2.871621622
8420921,2,2,1,4,C011,7,Q013,1,02/02/2017 17:30,Q010,1,02/02/2017 17:45,1,3,,,0,,,,,,,,,2.871621622
8421494,2,3,2,3,C009,4,Q002,1,02/02/2017 14:00,Q013,1,02/02/2017 14:15,1,3,,,1,,,,,,,,,3.141273308
8421767,1,3,2,2,C005,4,Q005,1,02/02/2017 16:40,Q001,1,02/02/2017 17:00,1,3,,,1,,,,,,,,,3.083061299
8422649,1,2,2,1,C011,7,Q001,1,02/02/2017 16:30,Q002,1,02/02/2017 16:40,1,4,,,,,,,,,,,,3.078501796
8425805,1,2,1,2,C017,4,Q010,1,02/02/2017 11:00,Q013,1,02/02/2017 11:45,1,3,,,0,,,,,,,,,3.056498919
8426957,1,2,1,3,C023,4,Q001,1,02/02/2017 10:30,Q001,1,02/02/2017 10:40,1,2,,,,,,,,,,,,3.174603175
8426957,1,3,1,3,C023,1,Q001,1,02/02/2017 11:00,Q013,1,02/02/2017 11:10,1,2,,,,,,,,,,,,3.174603175
8427425,1,2,1,3,C013,2,Q013,1,02/02/2017 10:30,Q022,1,02/02/2017 10:40,1,3,,,0,,,,,,,,,2.960331557
8430380,1,3,1,2,C069,7,Q009,1,02/02/2017 17:50,Q009,1,02/02/2017 18:00,2,,,,,,,,,,,,,2.9986053
8473462,1,2,1,2,C023,2,Q001,1,02/02/2017 12:00,Q011,1,02/02/2017 12:40,1,6,,,,1,,,,,,,,3.135888502
8556140,1,2,2,2,C016,5,Q003,1,02/02/2017 16:15,Q013,1,02/02/2017 16:25,1,3,,,0,,,,,,,,,3.105657509
8556627,1,2,2,1,C020,4,Q007,1,02/02/2017 13:00,Q006,1,02/02/2017 13:30,1,6,,,,1,,,,,,,,3.041144902
8556627,1,3,2,1,C020,4,Q006,1,02/02/2017 14:00,Q001,1,02/02/2017 14:30,1,6,,,,1,,,,,,,,3.041144902
8556715,1,2,2,2,C016,1,Q016,1,02/02/2017 07:35,Q020,1,02/02/2017 08:00,1,3,,,0,,,,,,,,,3.105657509
8559138,1,2,1,3,C017,4,Q001,1,02/02/2017 11:00,Q020,1,02/02/2017 11:15,1,6,,,,1,,,,,,,,3.159041394
8559138,1,3,1,3,C017,4,Q020,1,02/02/2017 11:30,Q001,1,02/02/2017 11:45,1,6,,,,1,,,,,,,,3.159041394
8559138,1,4,1,3,C017,4,Q001,1,02/02/2017 14:00,Q001,1,02/02/2017 14:15,1,3,,,0,,,,,,,,,3.159041394
8559482,1,2,2,3,C064,9,Q012,1,02/02/2017 13:00,Q013,1,02/02/2017 13:20,1,3,,,0,,,,,,,,,2.819148936
8559482,1,3,2,3,C064,1,Q013,1,02/02/2017 15:00,Q012,1,02/02/2017 15:20,1,3,,,0,,,,,,,,,2.819148936
8559743,1,2,1,2,C023,2,Q013,1,02/02/2017 12:00,Q016,1,02/02/2017 12:20,1,3,,,0,,,,,,,,,3.135888502
8559743,1,3,1,2,C023,2,Q016,1,02/02/2017 14:00,Q016,1,02/02/2017 14:15,1,3,,,0,,,,,,,,,3.135888502
8559893,1,2,2,2,C017,2,Q015,1,02/02/2017 15:00,Q004,1,02/02/2017 15:25,1,3,,,0,,,,,,,,,3.159211761
8559893,1,3,2,2,C017,1,Q004,1,02/02/2017 17:00,Q015,1,02/02/2017 17:25,1,3,,,0,,,,,,,,,3.159211761
8560311,1,2,1,1,C016,7,Q009,1,02/02/2017 14:00,Q014,1,02/02/2017 14:10,1,4,,,,,,,,,,,,3.198653199
8560966,1,2,2,2,C013,4,Q023,1,02/02/2017 10:00,Q011,1,02/02/2017 10:20,1,3,,,0,,,,,,,,,3.038990826
8570742,1,2,1,2,C003,4,Q008,1,02/02/2017 16:00,Q008,1,02/02/2017 16:10,2,,,,,,,,,,,,,3.159910629
8572158,1,2,1,1,C011,7,Q001,1,02/02/2017 12:30,Q001,1,02/02/2017 12:40,2,,,,,,,,,,,,,3.042008691
8572158,1,3,1,1,C011,3,Q001,1,02/02/2017 13:20,Q001,1,02/02/2017 13:30,2,,,,,,,,,,,,,3.042008691
8572437,1,2,1,2,C003,7,Q006,1,02/02/2017 17:30,Q003,1,02/02/2017 18:00,1,6,,,,2,,,,,,,,3.159910629
8572576,1,2,2,4,C009,5,Q010,1,02/02/2017 10:30,Q009,1,02/02/2017 11:00,1,5,,,,,,,,,,,,3.000400053
8572576,1,3,2,4,C009,5,Q009,1,02/02/2017 14:00,Q010,1,02/02/2017 14:15,1,5,,,,,,,,,,,,3.000400053
8586175,1,2,1,2,C017,5,Q001,1,02/02/2017 18:00,Q003,1,02/02/2017 18:25,1,4,,,,,,,,,,,,3.056498919
8588799,1,2,1,2,C013,2,Q023,1,02/02/2017 16:00,Q020,1,02/02/2017 16:40,1,3,,,0,,,,,,,,,3.134240095
8667127,1,2,2,2,C015,4,Q023,1,02/02/2017 17:30,Q001,1,02/02/2017 18:00,1,6,,,,1,,,,,,,,3.120969822
8729222,1,2,2,2,C064,4,Q014,1,02/02/2017 18:00,Q014,1,02/02/2017 18:10,2,,,,,,,,,,,,,3.147029204
8730106,1,2,1,2,C017,9,Q017,1,02/02/2017 17:00,Q014,1,02/02/2017 17:30,1,3,,,0,,,,,,,,,3.056498919
8730408,1,2,1,2,C016,7,Q010,1,02/02/2017 15:00,Q011,1,02/02/2017 15:15,1,3,,,0,,,,,,,,,3.171247357
8731836,1,2,1,2,C015,4,Q023,1,02/02/2017 13:00,Q010,1,02/02/2017 13:10,1,16,,,,,,,,,,,,3.090452261
8731836,1,3,1,2,C015,1,Q010,1,02/02/2017 14:00,Q023,1,02/02/2017 14:10,1,16,,,,,,,,,,,,3.090452261
8824718,1,2,2,4,C004,4,Q015,1,02/02/2017 10:00,Q016,1,02/02/2017 10:10,1,3,,,0,,,,,,,,,2.831814824
8824854,1,2,1,3,C003,2,Q001,1,02/02/2017 07:40,Q001,1,02/02/2017 07:50,1,19,,,,,,,,,,,,3.094496366
8824854,1,3,1,3,C003,4,Q001,1,02/02/2017 16:00,Q001,1,02/02/2017 16:15,1,19,,,,,,,,,,,,3.094496366
8824926,1,2,1,2,C010,7,Q007,1,02/02/2017 16:00,Q001,1,02/02/2017 16:30,2,,,,,,,,,,,,,3.151862464
8825082,1,2,1,3,C004,4,Q006,1,02/02/2017 16:40,Q005,1,02/02/2017 17:00,1,3,,,0,,,,,,,,,3.163841808
8825161,1,2,1,3,C002,7,Q001,1,02/02/2017 18:20,Q008,1,02/02/2017 18:50,1,6,,,,1,,,,,,,,3.125807285
8825332,1,2,2,3,C007,5,Q017,1,02/02/2017 16:15,Q009,1,02/02/2017 16:25,1,3,,,0,,,,,,,,,2.962625342
8826033,1,2,1,2,C007,1,Q001,1,02/02/2017 09:50,Q001,1,02/02/2017 10:00,1,6,,,,1,,,,,,,,3.267211202
8826538,1,2,1,2,C007,4,Q007,1,02/02/2017 16:30,Q019,1,02/02/2017 16:40,1,3,,,1,,,,,,,,,3.267211202
8827059,1,2,1,2,C004,4,Q017,1,02/02/2017 10:00,Q017,1,02/02/2017 10:10,1,3,,,0,,,,,,,,,3.140722671
8827059,1,3,1,2,C004,1,Q017,1,02/02/2017 11:00,Q017,1,02/02/2017 11:10,1,3,,,0,,,,,,,,,3.140722671
8974199,1,2,1,3,C020,4,Q017,1,02/02/2017 10:40,Q001,1,02/02/2017 10:50,1,3,,,1,,,,,,,,,2.964426877
8976069,1,2,2,3,C065,5,Q012,1,02/02/2017 10:50,Q009,1,02/02/2017 11:10,1,3,,,0,,,,,,,,,3.069053708
7262504,1,2,1,3,R201,2,Q018,1,02/02/2017 15:00,Q005,1,02/02/2017 15:30,1,5,,,,,,,,,,,,0.995732575
7452865,1,2,2,1,R210,7,Q001,1,02/02/2017 11:00,Q001,1,02/02/2017 11:15,1,6,,,,2,,,,,,,,0.970873786
7454004,1,2,2,1,R212,9,Q001,1,02/02/2017 13:00,Q001,1,02/02/2017 13:15,2,,,,,,,,,,,,,1.10864745
7454004,1,3,2,1,R212,3,Q001,1,02/02/2017 15:00,Q008,1,02/02/2017 15:30,1,6,,,,1,,,,,,,,1.10864745
7454004,1,4,2,1,R212,9,Q008,1,02/02/2017 17:00,Q001,1,02/02/2017 17:30,2,,,,,,,,,,,,,1.10864745
8160278,1,2,2,4,R411,6,Q001,1,02/02/2017 16:35,Q006,1,02/02/2017 16:45,1,3,,,0,,,,,,,,,0.989085948
8170116,1,2,1,3,R507,4,Q001,1,02/02/2017 09:00,Q001,1,02/02/2017 09:10,2,,,,,,,,,,,,,1.132075472
8170116,1,3,1,3,R507,4,Q001,1,02/02/2017 10:30,Q010,1,02/02/2017 10:45,2,,,,,,,,,,,,,1.132075472
8304333,1,2,1,3,R431,2,Q001,1,02/02/2017 10:10,Q001,1,02/02/2017 10:30,1,6,,,,1,,,,,,,,0.999583507
8304333,1,3,1,3,R431,1,Q001,1,02/02/2017 11:30,Q001,1,02/02/2017 11:50,1,6,,,,1,,,,,,,,0.999583507
8305125,1,2,2,3,R427,7,Q001,1,02/02/2017 12:15,Q008,1,02/02/2017 12:25,1,4,,,,,,,,,,,,0.981595092
8305125,1,3,2,3,R427,9,Q008,1,02/02/2017 14:30,Q010,1,02/02/2017 14:50,1,4,,,,,,,,,,,,0.981595092
8305454,1,2,1,4,R400,2,Q009,1,02/02/2017 10:00,Q012,1,02/02/2017 10:15,1,3,,,0,,,,,,,,,0.957995578
8377694,1,2,1,2,R432,3,Q002,1,02/02/2017 11:30,Q002,1,02/02/2017 11:40,2,,,,,,,,,,,,,1.053370787
8377694,1,3,1,2,R432,3,Q002,1,02/02/2017 13:40,Q001,1,02/02/2017 14:00,1,6,,,,1,,,,,,,,1.053370787
8381563,1,3,1,3,R408,7,Q001,1,02/02/2017 12:20,Q009,1,02/02/2017 12:35,1,19,,,,,,,,,,,,1.002419634
8151491,1,2,2,3,E031,4,Q014,1,02/02/2017 11:30,Q005,1,02/02/2017 11:45,1,6,,,,1,,,,,,,,0.951248514
8151491,1,3,2,3,E031,1,Q005,1,02/02/2017 12:00,Q005,1,02/02/2017 12:15,1,6,,,,1,,,,,,,,0.951248514
8152386,1,2,2,1,E042,7,Q005,1,02/02/2017 12:00,Q001,1,02/02/2017 12:20,1,19,,,,,,,,,,,,1.128668172
8155005,1,3,1,3,E038,4,Q013,1,02/02/2017 09:30,Q001,1,02/02/2017 09:45,1,3,,,1,,,,,,,,,0.99009901
8155100,1,2,1,4,E035,4,Q022,1,02/02/2017 14:50,Q013,1,02/02/2017 15:05,1,3,,,0,,,,,,,,,0.976744186
8155559,1,2,1,2,E039,9,Q023,1,02/02/2017 14:50,Q001,1,02/02/2017 15:30,1,6,,,,2,,,,,,,,1.030696841
8155831,1,2,1,4,E035,4,Q013,1,02/02/2017 18:30,Q014,1,02/02/2017 18:45,1,3,,,0,,,,,,,,,0.976744186
8282821,1,2,1,3,E035,2,Q009,1,02/02/2017 12:15,Q014,1,02/02/2017 12:30,1,3,,,0,,,,,,,,,0.973020787
8283408,1,2,2,2,E030,4,Q009,1,02/02/2017 16:30,Q001,1,02/02/2017 16:50,1,19,,,,,,,,,,,,1.024411508
8284866,1,2,2,2,E025,1,Q013,1,02/02/2017 08:00,Q004,1,02/02/2017 08:10,1,3,,,0,,,,,,,,,1.046025105
8285135,1,2,1,2,E035,6,Q009,1,02/02/2017 15:40,Q005,1,02/02/2017 15:55,1,2,,,,,,,,,,,,1.040658277
8287336,1,2,2,2,E027,1,Q012,1,02/02/2017 13:00,Q022,1,02/02/2017 13:15,1,3,,,0,,,,,,,,,1.03626943
8329897,1,2,2,2,E037,1,Q002,1,02/02/2017 07:25,Q009,1,02/02/2017 07:30,1,3,,,0,,,,,,,,,1.014436208
8329897,1,3,2,2,E037,5,Q009,1,02/02/2017 17:30,Q002,1,02/02/2017 17:35,1,3,,,0,,,,,,,,,1.014436208
8330663,1,2,1,3,E028,9,Q010,1,02/02/2017 10:40,Q010,1,02/02/2017 10:45,1,3,,,0,,,,,,,,,1.015108593
8330663,2,2,1,3,E028,5,Q010,1,02/02/2017 16:00,Q023,1,02/02/2017 16:15,1,3,,,1,,,,,,,,,1.015108593
8330663,2,3,1,3,E028,5,Q023,1,02/02/2017 20:30,Q010,1,02/02/2017 20:45,1,3,,,1,,,,,,,,,1.015108593
8332197,1,2,1,2,E031,9,Q001,1,02/02/2017 15:00,Q013,1,02/02/2017 15:20,1,3,,,0,,,,,,,,,1.022304833
8333166,1,2,2,2,E034,4,Q018,1,02/02/2017 16:00,Q007,1,02/02/2017 16:15,1,3,,,0,,,,,,,,,1.071155318
8333166,1,3,2,2,E034,9,Q007,1,02/02/2017 16:30,Q006,1,02/02/2017 16:45,1,3,,,0,,,,,,,,,1.071155318
8334337,1,2,2,1,E035,4,Q010,1,02/02/2017 14:50,Q001,1,02/02/2017 15:10,1,3,,,0,,,,,,,,,0.948366702
8351868,1,2,1,3,E046,5,Q007,1,02/02/2017 17:45,Q007,1,02/02/2017 18:00,1,3,,,0,,,,,,,,,0.991969769
8357232,1,2,1,2,E028,2,Q003,1,02/02/2017 10:00,Q017,1,02/02/2017 10:30,1,4,,,,,,,,,,,,1.074317492
8359052,1,2,2,1,E038,7,Q010,1,02/02/2017 13:00,Q010,1,02/02/2017 13:30,1,6,,,,1,,,,,,,,0.933237617
8359052,1,3,2,1,E038,3,Q010,1,02/02/2017 15:00,Q010,1,02/02/2017 15:20,1,6,,,,1,,,,,,,,0.933237617
8360982,1,2,1,1,E038,7,Q006,1,02/02/2017 14:00,Q006,1,02/02/2017 14:10,2,,,,,,,,,,,,,0.982318271
8462059,1,2,2,2,E048,4,Q017,1,02/02/2017 09:30,Q017,1,02/02/2017 09:45,1,3,,,1,,,,,,,,,1.076630779
8463293,1,2,1,3,E047,2,Q001,1,02/02/2017 10:15,Q001,1,02/02/2017 10:25,2,,,,,,,,,,,,,1.005291005
8463293,1,3,1,3,E047,1,Q001,1,02/02/2017 13:20,Q001,1,02/02/2017 13:30,2,,,,,,,,,,,,,1.005291005
8463394,1,2,1,3,E052,4,Q001,1,02/02/2017 10:15,Q007,1,02/02/2017 10:30,1,4,,,,,,,,,,,,1.039346696
8463623,1,2,1,3,E050,4,Q016,1,02/02/2017 16:00,Q014,1,02/02/2017 16:30,1,3,,,0,,,,,,,,,1.033591731
8464373,1,2,1,4,E047,5,Q006,1,02/02/2017 11:50,Q008,1,02/02/2017 12:00,1,3,,,0,,,,,,,,,0.958657879
8464373,1,3,1,4,E047,7,Q008,1,02/02/2017 17:25,Q022,1,02/02/2017 17:30,1,3,,,1,,,,,,,,,0.958657879
8464373,1,4,1,4,E047,5,Q022,1,02/02/2017 17:35,Q001,1,02/02/2017 17:50,1,3,,,0,,,,,,,,,0.958657879
8464641,1,2,2,4,E057,5,Q001,1,02/02/2017 11:50,Q001,1,02/02/2017 12:00,1,3,,,2,,,,,,,,,1.06257379
8575245,1,2,2,2,E054,2,Q001,1,02/02/2017 15:30,Q005,1,02/02/2017 15:50,2,,,,,,,,,,,,,1.022690956
8575610,1,2,1,3,E055,4,Q003,1,02/02/2017 17:00,Q014,1,02/02/2017 17:20,1,3,,,0,,,,,,,,,1.01126842
8576239,2,2,1,3,E052,4,Q016,1,02/02/2017 17:45,Q009,1,02/02/2017 18:00,1,16,,,,,,,,,,,,1.039346696
8576239,2,3,1,3,E052,7,Q009,1,02/02/2017 18:30,Q016,1,02/02/2017 18:45,1,16,,,,,,,,,,,,1.039346696
8576977,1,2,1,3,E046,1,Q001,1,02/02/2017 08:00,Q016,1,02/02/2017 08:15,1,3,,,0,,,,,,,,,0.991969769
8577238,1,2,2,2,E054,4,Q006,1,02/02/2017 15:45,Q016,1,02/02/2017 16:00,2,,,,,,,,,,,,,1.022690956
8578018,1,2,2,2,E048,4,Q001,1,02/02/2017 17:50,Q003,1,02/02/2017 18:00,1,3,,,0,,,,,,,,,1.076630779
8578855,1,2,1,3,E047,5,Q017,1,02/02/2017 11:00,Q003,1,02/02/2017 11:15,1,3,,,2,,,,,,,,,1.005291005
8790516,1,2,1,2,E049,4,Q010,1,02/02/2017 12:00,Q019,1,02/02/2017 12:30,1,4,,,,,,,,,,,,1.042611061
8790961,1,2,2,3,E046,6,Q003,1,02/02/2017 17:00,Q014,1,02/02/2017 17:15,1,19,,,,,,,,,,,,0.975609756
7263374,1,1,2,4,T000,7,Q015,1,02/02/2017 15:00,Q015,1,02/02/2017 15:30,2,,,,,,,,,,,,,0.991458206
7263374,1,2,2,4,T000,8,Q015,1,02/02/2017 18:00,Q015,1,02/02/2017 18:30,2,,,,,,,,,,,,,0.991458206
7263375,1,1,1,2,T000,7,Q017,1,02/02/2017 23:30,Q001,1,02/02/2017 23:40,1,4,,,,,,,,,,,,0.774874289
7263375,1,2,1,2,T000,11,Q001,1,02/02/2017 03:45,Q017,1,02/02/2017 04:00,1,4,,,,,,,,,,,,0.774874289
7263377,1,1,2,2,T000,1,Q001,1,02/02/2017 08:30,Q005,1,02/02/2017 09:00,1,3,,,0,,,,,,,,,1.023374811
7263377,1,2,2,2,T000,8,Q005,1,02/02/2017 16:40,Q001,1,02/02/2017 16:55,1,3,,,0,,,,,,,,,1.023374811
7263377,2,1,2,2,T000,4,Q001,1,02/02/2017 17:30,Q001,1,02/02/2017 17:40,2,,,,,,,,,,,,,1.023374811
7263377,2,2,2,2,T000,8,Q001,1,02/02/2017 18:10,Q001,1,02/02/2017 18:20,2,,,,,,,,,,,,,1.023374811
7263378,1,1,2,1,T000,3,Q014,1,02/02/2017 07:30,Q008,1,02/02/2017 08:00,1,4,,,,,,,,,,,,0.982318271
7263378,1,2,2,1,T000,3,Q008,1,02/02/2017 14:00,Q001,1,02/02/2017 14:30,1,6,,,,1,,,,,,,,0.982318271
