TOTAL,AREA,HOUR,LONG,LAT,,,,,,,
1,744,7,7.668942101,45.0491545,,,,,,,
1,744,8,7.668942101,45.0491545,,,,,,,
2,744,9,7.668942101,45.0491545,,,,,,,
3,744,10,7.668942101,45.0491545,,,,,,,
5,744,11,7.668942101,45.0491545,,,,,,,
6,744,12,7.668942101,45.0491545,,,,,,,
2,744,13,7.668942101,45.0491545,,,,,,,
2,744,15,7.668942101,45.0491545,,,,,,,
2,744,18,7.668942101,45.0491545,,,,,,,
1,745,1,7.675295855,45.0491545,,,,,,,
1,745,2,7.675295855,45.0491545,,,,,,,
1,745,3,7.675295855,45.0491545,,,,,,,
1,745,6,7.675295855,45.0491545,,,,,,,
2,745,7,7.675295855,45.0491545,,,,,,,
2,745,8,7.675295855,45.0491545,,,,,,,
1,745,9,7.675295855,45.0491545,,,,,,,
1,745,10,7.675295855,45.0491545,,,,,,,
1,745,11,7.675295855,45.0491545,,,,,,,
3,745,12,7.675295855,45.0491545,,,,,,,
3,745,13,7.675295855,45.0491545,,,,,,,
2,745,14,7.675295855,45.0491545,,,,,,,
3,745,15,7.675295855,45.0491545,,,,,,,
1,745,16,7.675295855,45.0491545,,,,,,,
2,745,17,7.675295855,45.0491545,,,,,,,
3,745,18,7.675295855,45.0491545,,,,,,,
2,745,22,7.675295855,45.0491545,,,,,,,
2,746,0,7.681649608,45.0491545,,,,,,,
2,746,1,7.681649608,45.0491545,,,,,,,
1,746,2,7.681649608,45.0491545,,,,,,,
1,746,4,7.681649608,45.0491545,,,,,,,
1,746,5,7.681649608,45.0491545,,,,,,,
1,746,6,7.681649608,45.0491545,,,,,,,
1,746,7,7.681649608,45.0491545,,,,,,,
2,746,8,7.681649608,45.0491545,,,,,,,
5,746,9,7.681649608,45.0491545,,,,,,,
2,746,10,7.681649608,45.0491545,,,,,,,
3,746,11,7.681649608,45.0491545,,,,,,,
2,746,12,7.681649608,45.0491545,,,,,,,
1,746,13,7.681649608,45.0491545,,,,,,,
2,746,14,7.681649608,45.0491545,,,,,,,
1,746,15,7.681649608,45.0491545,,,,,,,
2,746,16,7.681649608,45.0491545,,,,,,,
1,746,17,7.681649608,45.0491545,,,,,,,
4,746,18,7.681649608,45.0491545,,,,,,,
2,746,19,7.681649608,45.0491545,,,,,,,
1,746,20,7.681649608,45.0491545,,,,,,,
2,746,21,7.681649608,45.0491545,,,,,,,
1,747,1,7.688003361,45.0491545,,,,,,,
2,747,5,7.688003361,45.0491545,,,,,,,
1,747,15,7.688003361,45.0491545,,,,,,,
1,747,18,7.688003361,45.0491545,,,,,,,
1,748,12,7.694357114,45.0491545,,,,,,,
1,748,16,7.694357114,45.0491545,,,,,,,
1,778,1,7.630819582,45.0536497,,,,,,,
1,778,2,7.630819582,45.0536497,,,,,,,
1,778,7,7.630819582,45.0536497,,,,,,,
1,778,9,7.630819582,45.0536497,,,,,,,
1,778,10,7.630819582,45.0536497,,,,,,,
1,778,11,7.630819582,45.0536497,,,,,,,
1,778,12,7.630819582,45.0536497,,,,,,,
1,778,13,7.630819582,45.0536497,,,,,,,
1,778,21,7.630819582,45.0536497,,,,,,,
1,779,2,7.637173335,45.0536497,,,,,,,
1,779,8,7.637173335,45.0536497,,,,,,,
2,779,9,7.637173335,45.0536497,,,,,,,
3,779,10,7.637173335,45.0536497,,,,,,,
3,779,11,7.637173335,45.0536497,,,,,,,
3,779,12,7.637173335,45.0536497,,,,,,,
1,779,15,7.637173335,45.0536497,,,,,,,
1,779,16,7.637173335,45.0536497,,,,,,,
1,779,17,7.637173335,45.0536497,,,,,,,
1,779,18,7.637173335,45.0536497,,,,,,,
2,779,21,7.637173335,45.0536497,,,,,,,
1,780,9,7.643527088,45.0536497,,,,,,,
1,780,10,7.643527088,45.0536497,,,,,,,
1,780,11,7.643527088,45.0536497,,,,,,,
1,780,13,7.643527088,45.0536497,,,,,,,
1,780,15,7.643527088,45.0536497,,,,,,,
1,780,16,7.643527088,45.0536497,,,,,,,
1,780,18,7.643527088,45.0536497,,,,,,,
1,780,19,7.643527088,45.0536497,,,,,,,
1,781,6,7.649880842,45.0536497,,,,,,,
1,781,7,7.649880842,45.0536497,,,,,,,
1,781,8,7.649880842,45.0536497,,,,,,,
2,781,10,7.649880842,45.0536497,,,,,,,
2,781,16,7.649880842,45.0536497,,,,,,,
2,781,18,7.649880842,45.0536497,,,,,,,
1,781,21,7.649880842,45.0536497,,,,,,,
1,781,23,7.649880842,45.0536497,,,,,,,
2,782,1,7.656234595,45.0536497,,,,,,,
1,782,4,7.656234595,45.0536497,,,,,,,
1,782,5,7.656234595,45.0536497,,,,,,,
1,782,8,7.656234595,45.0536497,,,,,,,
2,782,9,7.656234595,45.0536497,,,,,,,
1,782,10,7.656234595,45.0536497,,,,,,,
1,782,12,7.656234595,45.0536497,,,,,,,
1,782,14,7.656234595,45.0536497,,,,,,,
3,782,15,7.656234595,45.0536497,,,,,,,
2,782,17,7.656234595,45.0536497,,,,,,,
3,782,18,7.656234595,45.0536497,,,,,,,
2,782,19,7.656234595,45.0536497,,,,,,,
5,782,20,7.656234595,45.0536497,,,,,,,
5,782,21,7.656234595,45.0536497,,,,,,,
1,783,1,7.662588348,45.0536497,,,,,,,
1,783,4,7.662588348,45.0536497,,,,,,,
2,783,7,7.662588348,45.0536497,,,,,,,
2,783,8,7.662588348,45.0536497,,,,,,,
3,783,9,7.662588348,45.0536497,,,,,,,
1,783,11,7.662588348,45.0536497,,,,,,,
2,783,12,7.662588348,45.0536497,,,,,,,
5,783,14,7.662588348,45.0536497,,,,,,,
3,783,15,7.662588348,45.0536497,,,,,,,
4,783,18,7.662588348,45.0536497,,,,,,,
1,783,19,7.662588348,45.0536497,,,,,,,
1,783,21,7.662588348,45.0536497,,,,,,,
1,783,22,7.662588348,45.0536497,,,,,,,
1,784,0,7.668942101,45.0536497,,,,,,,
3,784,1,7.668942101,45.0536497,,,,,,,
2,784,2,7.668942101,45.0536497,,,,,,,
1,784,5,7.668942101,45.0536497,,,,,,,
2,784,8,7.668942101,45.0536497,,,,,,,
2,784,9,7.668942101,45.0536497,,,,,,,
1,784,10,7.668942101,45.0536497,,,,,,,
2,784,11,7.668942101,45.0536497,,,,,,,
1,784,12,7.668942101,45.0536497,,,,,,,
2,784,13,7.668942101,45.0536497,,,,,,,
1,784,14,7.668942101,45.0536497,,,,,,,
2,784,15,7.668942101,45.0536497,,,,,,,
1,784,16,7.668942101,45.0536497,,,,,,,
3,784,18,7.668942101,45.0536497,,,,,,,
4,784,19,7.668942101,45.0536497,,,,,,,
1,784,21,7.668942101,45.0536497,,,,,,,
2,784,23,7.668942101,45.0536497,,,,,,,
3,785,0,7.675295855,45.0536497,,,,,,,
1,785,4,7.675295855,45.0536497,,,,,,,
2,785,5,7.675295855,45.0536497,,,,,,,
2,785,7,7.675295855,45.0536497,,,,,,,
1,785,8,7.675295855,45.0536497,,,,,,,
1,785,9,7.675295855,45.0536497,,,,,,,
1,785,11,7.675295855,45.0536497,,,,,,,
1,785,12,7.675295855,45.0536497,,,,,,,
1,785,13,7.675295855,45.0536497,,,,,,,
1,785,14,7.675295855,45.0536497,,,,,,,
1,785,16,7.675295855,45.0536497,,,,,,,
1,785,17,7.675295855,45.0536497,,,,,,,
1,785,19,7.675295855,45.0536497,,,,,,,
1,785,20,7.675295855,45.0536497,,,,,,,
2,786,0,7.681649608,45.0536497,,,,,,,
1,786,3,7.681649608,45.0536497,,,,,,,
1,786,6,7.681649608,45.0536497,,,,,,,
1,786,7,7.681649608,45.0536497,,,,,,,
2,786,8,7.681649608,45.0536497,,,,,,,
1,786,10,7.681649608,45.0536497,,,,,,,
1,786,11,7.681649608,45.0536497,,,,,,,
1,786,12,7.681649608,45.0536497,,,,,,,
2,786,13,7.681649608,45.0536497,,,,,,,
1,786,14,7.681649608,45.0536497,,,,,,,
1,786,16,7.681649608,45.0536497,,,,,,,
4,786,17,7.681649608,45.0536497,,,,,,,
4,786,19,7.681649608,45.0536497,,,,,,,
2,786,23,7.681649608,45.0536497,,,,,,,
1,787,8,7.688003361,45.0536497,,,,,,,
1,787,9,7.688003361,45.0536497,,,,,,,
1,787,10,7.688003361,45.0536497,,,,,,,
1,787,11,7.688003361,45.0536497,,,,,,,
1,787,13,7.688003361,45.0536497,,,,,,,
1,787,16,7.688003361,45.0536497,,,,,,,
2,787,18,7.688003361,45.0536497,,,,,,,
1,787,22,7.688003361,45.0536497,,,,,,,
1,787,23,7.688003361,45.0536497,,,,,,,
1,788,5,7.694357114,45.0536497,,,,,,,
2,788,6,7.694357114,45.0536497,,,,,,,
1,788,8,7.694357114,45.0536497,,,,,,,
1,788,9,7.694357114,45.0536497,,,,,,,
2,788,10,7.694357114,45.0536497,,,,,,,
1,788,11,7.694357114,45.0536497,,,,,,,
2,788,14,7.694357114,45.0536497,,,,,,,
1,788,15,7.694357114,45.0536497,,,,,,,
1,788,16,7.694357114,45.0536497,,,,,,,
2,788,17,7.694357114,45.0536497,,,,,,,
1,788,18,7.694357114,45.0536497,,,,,,,
1,788,19,7.694357114,45.0536497,,,,,,,
1,788,20,7.694357114,45.0536497,,,,,,,
1,817,0,7.624465829,45.05814489,,,,,,,
1,817,8,7.624465829,45.05814489,,,,,,,
1,818,4,7.630819582,45.05814489,,,,,,,
1,818,10,7.630819582,45.05814489,,,,,,,
1,818,11,7.630819582,45.05814489,,,,,,,
1,818,16,7.630819582,45.05814489,,,,,,,
1,818,18,7.630819582,45.05814489,,,,,,,
1,819,0,7.637173335,45.05814489,,,,,,,
1,819,6,7.637173335,45.05814489,,,,,,,
1,819,7,7.637173335,45.05814489,,,,,,,
1,819,8,7.637173335,45.05814489,,,,,,,
1,819,9,7.637173335,45.05814489,,,,,,,
2,819,10,7.637173335,45.05814489,,,,,,,
1,819,14,7.637173335,45.05814489,,,,,,,
1,819,15,7.637173335,45.05814489,,,,,,,
1,819,18,7.637173335,45.05814489,,,,,,,
1,819,19,7.637173335,45.05814489,,,,,,,
1,819,21,7.637173335,45.05814489,,,,,,,
2,820,5,7.643527088,45.05814489,,,,,,,
3,820,8,7.643527088,45.05814489,,,,,,,
2,820,11,7.643527088,45.05814489,,,,,,,
1,820,12,7.643527088,45.05814489,,,,,,,
1,820,14,7.643527088,45.05814489,,,,,,,
1,820,15,7.643527088,45.05814489,,,,,,,
1,820,16,7.643527088,45.05814489,,,,,,,
1,820,18,7.643527088,45.05814489,,,,,,,
3,820,20,7.643527088,45.05814489,,,,,,,
4,820,21,7.643527088,45.05814489,,,,,,,
1,821,1,7.649880842,45.05814489,,,,,,,
1,821,4,7.649880842,45.05814489,,,,,,,
1,821,8,7.649880842,45.05814489,,,,,,,
1,821,9,7.649880842,45.05814489,,,,,,,
1,821,10,7.649880842,45.05814489,,,,,,,
2,821,11,7.649880842,45.05814489,,,,,,,
2,821,13,7.649880842,45.05814489,,,,,,,
1,821,14,7.649880842,45.05814489,,,,,,,
2,821,15,7.649880842,45.05814489,,,,,,,
2,821,17,7.649880842,45.05814489,,,,,,,
1,821,18,7.649880842,45.05814489,,,,,,,
2,821,19,7.649880842,45.05814489,,,,,,,
6,821,20,7.649880842,45.05814489,,,,,,,
1,821,21,7.649880842,45.05814489,,,,,,,
1,821,22,7.649880842,45.05814489,,,,,,,
1,822,3,7.656234595,45.05814489,,,,,,,
1,822,7,7.656234595,45.05814489,,,,,,,
3,822,8,7.656234595,45.05814489,,,,,,,
1,822,9,7.656234595,45.05814489,,,,,,,
1,822,10,7.656234595,45.05814489,,,,,,,
2,822,11,7.656234595,45.05814489,,,,,,,
1,822,12,7.656234595,45.05814489,,,,,,,
2,822,13,7.656234595,45.05814489,,,,,,,
1,822,16,7.656234595,45.05814489,,,,,,,
2,822,17,7.656234595,45.05814489,,,,,,,
2,822,18,7.656234595,45.05814489,,,,,,,
1,822,20,7.656234595,45.05814489,,,,,,,
2,822,21,7.656234595,45.05814489,,,,,,,
1,822,22,7.656234595,45.05814489,,,,,,,
1,822,23,7.656234595,45.05814489,,,,,,,
1,823,1,7.662588348,45.05814489,,,,,,,
4,823,8,7.662588348,45.05814489,,,,,,,
6,823,9,7.662588348,45.05814489,,,,,,,
9,823,10,7.662588348,45.05814489,,,,,,,
7,823,11,7.662588348,45.05814489,,,,,,,
4,823,12,7.662588348,45.05814489,,,,,,,
3,823,14,7.662588348,45.05814489,,,,,,,
4,823,16,7.662588348,45.05814489,,,,,,,
3,823,17,7.662588348,45.05814489,,,,,,,
1,823,18,7.662588348,45.05814489,,,,,,,
2,823,19,7.662588348,45.05814489,,,,,,,
2,823,21,7.662588348,45.05814489,,,,,,,
1,824,0,7.668942101,45.05814489,,,,,,,
1,824,1,7.668942101,45.05814489,,,,,,,
2,824,8,7.668942101,45.05814489,,,,,,,
4,824,9,7.668942101,45.05814489,,,,,,,
5,824,10,7.668942101,45.05814489,,,,,,,
1,824,11,7.668942101,45.05814489,,,,,,,
4,824,12,7.668942101,45.05814489,,,,,,,
2,824,13,7.668942101,45.05814489,,,,,,,
2,824,14,7.668942101,45.05814489,,,,,,,
1,824,15,7.668942101,45.05814489,,,,,,,
3,824,16,7.668942101,45.05814489,,,,,,,
2,824,17,7.668942101,45.05814489,,,,,,,
2,824,18,7.668942101,45.05814489,,,,,,,
2,824,20,7.668942101,45.05814489,,,,,,,
2,824,21,7.668942101,45.05814489,,,,,,,
1,824,22,7.668942101,45.05814489,,,,,,,
2,824,23,7.668942101,45.05814489,,,,,,,
1,825,0,7.675295855,45.05814489,,,,,,,
1,825,3,7.675295855,45.05814489,,,,,,,
1,825,5,7.675295855,45.05814489,,,,,,,
1,825,6,7.675295855,45.05814489,,,,,,,
3,825,7,7.675295855,45.05814489,,,,,,,
1,825,8,7.675295855,45.05814489,,,,,,,
5,825,9,7.675295855,45.05814489,,,,,,,
11,825,10,7.675295855,45.05814489,,,,,,,
10,825,11,7.675295855,45.05814489,,,,,,,
11,825,12,7.675295855,45.05814489,,,,,,,
2,825,13,7.675295855,45.05814489,,,,,,,
1,825,14,7.675295855,45.05814489,,,,,,,
4,825,15,7.675295855,45.05814489,,,,,,,
2,825,16,7.675295855,45.05814489,,,,,,,
2,825,17,7.675295855,45.05814489,,,,,,,
3,825,18,7.675295855,45.05814489,,,,,,,
2,825,19,7.675295855,45.05814489,,,,,,,
3,825,20,7.675295855,45.05814489,,,,,,,
3,825,21,7.675295855,45.05814489,,,,,,,
2,825,22,7.675295855,45.05814489,,,,,,,
3,826,0,7.681649608,45.05814489,,,,,,,
1,826,4,7.681649608,45.05814489,,,,,,,
3,826,5,7.681649608,45.05814489,,,,,,,
3,826,6,7.681649608,45.05814489,,,,,,,
4,826,7,7.681649608,45.05814489,,,,,,,
3,826,8,7.681649608,45.05814489,,,,,,,
7,826,9,7.681649608,45.05814489,,,,,,,
6,826,10,7.681649608,45.05814489,,,,,,,
8,826,11,7.681649608,45.05814489,,,,,,,
5,826,12,7.681649608,45.05814489,,,,,,,
2,826,13,7.681649608,45.05814489,,,,,,,
5,826,15,7.681649608,45.05814489,,,,,,,
7,826,17,7.681649608,45.05814489,,,,,,,
1,826,18,7.681649608,45.05814489,,,,,,,
2,826,19,7.681649608,45.05814489,,,,,,,
1,826,20,7.681649608,45.05814489,,,,,,,
3,826,21,7.681649608,45.05814489,,,,,,,
2,826,22,7.681649608,45.05814489,,,,,,,
4,826,23,7.681649608,45.05814489,,,,,,,
1,827,6,7.688003361,45.05814489,,,,,,,
1,827,7,7.688003361,45.05814489,,,,,,,
1,827,8,7.688003361,45.05814489,,,,,,,
2,827,9,7.688003361,45.05814489,,,,,,,
1,827,10,7.688003361,45.05814489,,,,,,,
1,827,11,7.688003361,45.05814489,,,,,,,
3,827,12,7.688003361,45.05814489,,,,,,,
4,827,13,7.688003361,45.05814489,,,,,,,
4,827,14,7.688003361,45.05814489,,,,,,,
4,827,16,7.688003361,45.05814489,,,,,,,
4,827,17,7.688003361,45.05814489,,,,,,,
3,827,18,7.688003361,45.05814489,,,,,,,
2,827,19,7.688003361,45.05814489,,,,,,,
1,827,20,7.688003361,45.05814489,,,,,,,
4,827,21,7.688003361,45.05814489,,,,,,,
1,827,22,7.688003361,45.05814489,,,,,,,
1,827,23,7.688003361,45.05814489,,,,,,,
3,828,8,7.694357114,45.05814489,,,,,,,
1,828,9,7.694357114,45.05814489,,,,,,,
2,828,10,7.694357114,45.05814489,,,,,,,
1,828,11,7.694357114,45.05814489,,,,,,,
2,828,14,7.694357114,45.05814489,,,,,,,
2,828,15,7.694357114,45.05814489,,,,,,,
2,828,16,7.694357114,45.05814489,,,,,,,
1,828,17,7.694357114,45.05814489,,,,,,,
2,828,18,7.694357114,45.05814489,,,,,,,
1,828,21,7.694357114,45.05814489,,,,,,,
1,828,22,7.694357114,45.05814489,,,,,,,
2,829,9,7.700710868,45.05814489,,,,,,,
1,829,13,7.700710868,45.05814489,,,,,,,
2,829,14,7.700710868,45.05814489,,,,,,,
1,829,15,7.700710868,45.05814489,,,,,,,
2,829,16,7.700710868,45.05814489,,,,,,,
1,829,17,7.700710868,45.05814489,,,,,,,
1,829,18,7.700710868,45.05814489,,,,,,,
1,829,20,7.700710868,45.05814489,,,,,,,
3,829,21,7.700710868,45.05814489,,,,,,,
1,829,22,7.700710868,45.05814489,,,,,,,
1,830,7,7.707064621,45.05814489,,,,,,,
3,830,8,7.707064621,45.05814489,,,,,,,
3,830,9,7.707064621,45.05814489,,,,,,,
3,830,10,7.707064621,45.05814489,,,,,,,
4,830,11,7.707064621,45.05814489,,,,,,,
2,830,12,7.707064621,45.05814489,,,,,,,
1,830,13,7.707064621,45.05814489,,,,,,,
2,830,14,7.707064621,45.05814489,,,,,,,
2,830,15,7.707064621,45.05814489,,,,,,,
2,830,16,7.707064621,45.05814489,,,,,,,
1,830,17,7.707064621,45.05814489,,,,,,,
1,830,18,7.707064621,45.05814489,,,,,,,
1,830,19,7.707064621,45.05814489,,,,,,,
1,830,20,7.707064621,45.05814489,,,,,,,
1,856,0,7.618112075,45.06264009,,,,,,,
1,856,2,7.618112075,45.06264009,,,,,,,
1,856,7,7.618112075,45.06264009,,,,,,,
2,856,8,7.618112075,45.06264009,,,,,,,
1,856,10,7.618112075,45.06264009,,,,,,,
1,856,11,7.618112075,45.06264009,,,,,,,
1,856,12,7.618112075,45.06264009,,,,,,,
1,856,16,7.618112075,45.06264009,,,,,,,
1,856,21,7.618112075,45.06264009,,,,,,,
1,857,0,7.624465829,45.06264009,,,,,,,
2,857,8,7.624465829,45.06264009,,,,,,,
1,857,9,7.624465829,45.06264009,,,,,,,
2,857,11,7.624465829,45.06264009,,,,,,,
1,857,12,7.624465829,45.06264009,,,,,,,
1,857,17,7.624465829,45.06264009,,,,,,,
1,858,0,7.630819582,45.06264009,,,,,,,
3,858,1,7.630819582,45.06264009,,,,,,,
1,858,7,7.630819582,45.06264009,,,,,,,
1,858,8,7.630819582,45.06264009,,,,,,,
1,858,9,7.630819582,45.06264009,,,,,,,
2,858,14,7.630819582,45.06264009,,,,,,,
1,858,15,7.630819582,45.06264009,,,,,,,
1,858,16,7.630819582,45.06264009,,,,,,,
3,858,21,7.630819582,45.06264009,,,,,,,
1,859,0,7.637173335,45.06264009,,,,,,,
1,859,1,7.637173335,45.06264009,,,,,,,
1,859,14,7.637173335,45.06264009,,,,,,,
1,859,16,7.637173335,45.06264009,,,,,,,
3,859,17,7.637173335,45.06264009,,,,,,,
2,859,19,7.637173335,45.06264009,,,,,,,
1,859,21,7.637173335,45.06264009,,,,,,,
1,860,0,7.643527088,45.06264009,,,,,,,
1,860,1,7.643527088,45.06264009,,,,,,,
1,860,4,7.643527088,45.06264009,,,,,,,
1,860,9,7.643527088,45.06264009,,,,,,,
1,860,17,7.643527088,45.06264009,,,,,,,
2,860,18,7.643527088,45.06264009,,,,,,,
3,860,19,7.643527088,45.06264009,,,,,,,
3,860,20,7.643527088,45.06264009,,,,,,,
2,860,21,7.643527088,45.06264009,,,,,,,
1,861,0,7.649880842,45.06264009,,,,,,,
2,861,1,7.649880842,45.06264009,,,,,,,
1,861,4,7.649880842,45.06264009,,,,,,,
1,861,5,7.649880842,45.06264009,,,,,,,
1,861,11,7.649880842,45.06264009,,,,,,,
1,861,15,7.649880842,45.06264009,,,,,,,
1,861,16,7.649880842,45.06264009,,,,,,,
5,861,19,7.649880842,45.06264009,,,,,,,
1,861,20,7.649880842,45.06264009,,,,,,,
6,861,21,7.649880842,45.06264009,,,,,,,
2,861,22,7.649880842,45.06264009,,,,,,,
2,862,0,7.656234595,45.06264009,,,,,,,
1,862,5,7.656234595,45.06264009,,,,,,,
2,862,7,7.656234595,45.06264009,,,,,,,
2,862,8,7.656234595,45.06264009,,,,,,,
3,862,10,7.656234595,45.06264009,,,,,,,
2,862,11,7.656234595,45.06264009,,,,,,,
2,862,12,7.656234595,45.06264009,,,,,,,
2,862,13,7.656234595,45.06264009,,,,,,,
1,862,14,7.656234595,45.06264009,,,,,,,
1,862,15,7.656234595,45.06264009,,,,,,,
4,862,19,7.656234595,45.06264009,,,,,,,
1,862,21,7.656234595,45.06264009,,,,,,,
2,862,22,7.656234595,45.06264009,,,,,,,
2,863,1,7.662588348,45.06264009,,,,,,,
1,863,6,7.662588348,45.06264009,,,,,,,
1,863,7,7.662588348,45.06264009,,,,,,,
2,863,8,7.662588348,45.06264009,,,,,,,
5,863,9,7.662588348,45.06264009,,,,,,,
7,863,10,7.662588348,45.06264009,,,,,,,
6,863,11,7.662588348,45.06264009,,,,,,,
8,863,12,7.662588348,45.06264009,,,,,,,
3,863,13,7.662588348,45.06264009,,,,,,,
2,863,14,7.662588348,45.06264009,,,,,,,
1,863,15,7.662588348,45.06264009,,,,,,,
2,863,17,7.662588348,45.06264009,,,,,,,
2,863,18,7.662588348,45.06264009,,,,,,,
1,863,21,7.662588348,45.06264009,,,,,,,
1,863,22,7.662588348,45.06264009,,,,,,,
2,863,23,7.662588348,45.06264009,,,,,,,
1,864,7,7.668942101,45.06264009,,,,,,,
2,864,8,7.668942101,45.06264009,,,,,,,
3,864,9,7.668942101,45.06264009,,,,,,,
6,864,10,7.668942101,45.06264009,,,,,,,
7,864,11,7.668942101,45.06264009,,,,,,,
8,864,12,7.668942101,45.06264009,,,,,,,
1,864,14,7.668942101,45.06264009,,,,,,,
1,864,15,7.668942101,45.06264009,,,,,,,
1,864,16,7.668942101,45.06264009,,,,,,,
2,864,17,7.668942101,45.06264009,,,,,,,
5,864,18,7.668942101,45.06264009,,,,,,,
1,864,19,7.668942101,45.06264009,,,,,,,
2,865,0,7.675295855,45.06264009,,,,,,,
1,865,5,7.675295855,45.06264009,,,,,,,
2,865,6,7.675295855,45.06264009,,,,,,,
1,865,7,7.675295855,45.06264009,,,,,,,
6,865,8,7.675295855,45.06264009,,,,,,,
7,865,9,7.675295855,45.06264009,,,,,,,
13,865,10,7.675295855,45.06264009,,,,,,,
16,865,11,7.675295855,45.06264009,,,,,,,
13,865,12,7.675295855,45.06264009,,,,,,,
4,865,13,7.675295855,45.06264009,,,,,,,
8,865,14,7.675295855,45.06264009,,,,,,,
6,865,15,7.675295855,45.06264009,,,,,,,
5,865,16,7.675295855,45.06264009,,,,,,,
8,865,17,7.675295855,45.06264009,,,,,,,
4,865,18,7.675295855,45.06264009,,,,,,,
1,865,19,7.675295855,45.06264009,,,,,,,
2,865,20,7.675295855,45.06264009,,,,,,,
1,865,21,7.675295855,45.06264009,,,,,,,
2,865,23,7.675295855,45.06264009,,,,,,,
1,866,7,7.681649608,45.06264009,,,,,,,
3,866,8,7.681649608,45.06264009,,,,,,,
2,866,9,7.681649608,45.06264009,,,,,,,
2,866,10,7.681649608,45.06264009,,,,,,,
4,866,11,7.681649608,45.06264009,,,,,,,
1,866,12,7.681649608,45.06264009,,,,,,,
8,866,13,7.681649608,45.06264009,,,,,,,
1,866,14,7.681649608,45.06264009,,,,,,,
2,866,15,7.681649608,45.06264009,,,,,,,
1,866,17,7.681649608,45.06264009,,,,,,,
3,866,18,7.681649608,45.06264009,,,,,,,
6,866,19,7.681649608,45.06264009,,,,,,,
2,866,20,7.681649608,45.06264009,,,,,,,
1,867,6,7.688003361,45.06264009,,,,,,,
3,867,7,7.688003361,45.06264009,,,,,,,
4,867,8,7.688003361,45.06264009,,,,,,,
3,867,9,7.688003361,45.06264009,,,,,,,
2,867,10,7.688003361,45.06264009,,,,,,,
2,867,11,7.688003361,45.06264009,,,,,,,
3,867,12,7.688003361,45.06264009,,,,,,,
5,867,13,7.688003361,45.06264009,,,,,,,
4,867,14,7.688003361,45.06264009,,,,,,,
2,867,15,7.688003361,45.06264009,,,,,,,
3,867,16,7.688003361,45.06264009,,,,,,,
2,867,17,7.688003361,45.06264009,,,,,,,
1,867,19,7.688003361,45.06264009,,,,,,,
1,867,20,7.688003361,45.06264009,,,,,,,
1,867,22,7.688003361,45.06264009,,,,,,,
1,868,0,7.694357114,45.06264009,,,,,,,
2,868,1,7.694357114,45.06264009,,,,,,,
2,868,5,7.694357114,45.06264009,,,,,,,
1,868,7,7.694357114,45.06264009,,,,,,,
3,868,8,7.694357114,45.06264009,,,,,,,
4,868,9,7.694357114,45.06264009,,,,,,,
1,868,10,7.694357114,45.06264009,,,,,,,
1,868,11,7.694357114,45.06264009,,,,,,,
2,868,12,7.694357114,45.06264009,,,,,,,
1,868,13,7.694357114,45.06264009,,,,,,,
2,868,14,7.694357114,45.06264009,,,,,,,
3,868,15,7.694357114,45.06264009,,,,,,,
4,868,16,7.694357114,45.06264009,,,,,,,
1,868,17,7.694357114,45.06264009,,,,,,,
2,868,18,7.694357114,45.06264009,,,,,,,
1,868,19,7.694357114,45.06264009,,,,,,,
4,868,20,7.694357114,45.06264009,,,,,,,
2,868,21,7.694357114,45.06264009,,,,,,,
1,868,22,7.694357114,45.06264009,,,,,,,
1,868,23,7.694357114,45.06264009,,,,,,,
3,869,10,7.700710868,45.06264009,,,,,,,
1,869,11,7.700710868,45.06264009,,,,,,,
2,869,12,7.700710868,45.06264009,,,,,,,
1,869,13,7.700710868,45.06264009,,,,,,,
1,869,16,7.700710868,45.06264009,,,,,,,
1,869,17,7.700710868,45.06264009,,,,,,,
3,869,18,7.700710868,45.06264009,,,,,,,
1,869,19,7.700710868,45.06264009,,,,,,,
1,869,21,7.700710868,45.06264009,,,,,,,
1,870,0,7.707064621,45.06264009,,,,,,,
1,870,3,7.707064621,45.06264009,,,,,,,
1,870,8,7.707064621,45.06264009,,,,,,,
1,870,10,7.707064621,45.06264009,,,,,,,
1,870,11,7.707064621,45.06264009,,,,,,,
2,870,13,7.707064621,45.06264009,,,,,,,
1,870,17,7.707064621,45.06264009,,,,,,,
1,870,18,7.707064621,45.06264009,,,,,,,
1,870,20,7.707064621,45.06264009,,,,,,,
1,870,21,7.707064621,45.06264009,,,,,,,
1,871,0,7.713418374,45.06264009,,,,,,,
3,871,1,7.713418374,45.06264009,,,,,,,
2,871,5,7.713418374,45.06264009,,,,,,,
2,871,6,7.713418374,45.06264009,,,,,,,
1,871,8,7.713418374,45.06264009,,,,,,,
3,871,10,7.713418374,45.06264009,,,,,,,
3,871,11,7.713418374,45.06264009,,,,,,,
4,871,12,7.713418374,45.06264009,,,,,,,
1,871,13,7.713418374,45.06264009,,,,,,,
2,871,17,7.713418374,45.06264009,,,,,,,
3,871,18,7.713418374,45.06264009,,,,,,,
1,871,19,7.713418374,45.06264009,,,,,,,
1,872,0,7.719772127,45.06264009,,,,,,,
1,872,4,7.719772127,45.06264009,,,,,,,
1,872,9,7.719772127,45.06264009,,,,,,,
2,872,10,7.719772127,45.06264009,,,,,,,
2,872,11,7.719772127,45.06264009,,,,,,,
3,872,12,7.719772127,45.06264009,,,,,,,
1,872,15,7.719772127,45.06264009,,,,,,,
