number,long,lat,total,,,
734,7.605404569,45.0491545,0,,,
735,7.611758322,45.0491545,390,,,
736,7.618112075,45.0491545,0,,,
737,7.624465829,45.0491545,72,,,
738,7.630819582,45.0491545,240,,,
739,7.637173335,45.0491545,266,,,
740,7.643527088,45.0491545,229,,,
741,7.649880842,45.0491545,510,,,
742,7.656234595,45.0491545,580,,,
743,7.662588348,45.0491545,773,,,
744,7.668942101,45.0491545,529,,,
745,7.675295855,45.0491545,675,,,
746,7.681649608,45.0491545,777,,,
747,7.688003361,45.0491545,59,,,
748,7.694357114,45.0491545,95,,,
749,7.700710868,45.0491545,0,,,
750,7.707064621,45.0491545,0,,,
751,7.713418374,45.0491545,0,,,
752,7.719772127,45.0491545,0,,,
753,7.726125881,45.0491545,0,,,
754,7.732479634,45.0491545,0,,,
755,7.738833387,45.0491545,0,,,
756,7.745187141,45.0491545,0,,,
757,7.751540894,45.0491545,0,,,
758,7.757894647,45.0491545,0,,,
759,7.7642484,45.0491545,0,,,
760,7.516452023,45.0536497,0,,,
761,7.522805776,45.0536497,0,,,
762,7.52915953,45.0536497,0,,,
763,7.535513283,45.0536497,0,,,
764,7.541867036,45.0536497,0,,,
765,7.548220789,45.0536497,0,,,
766,7.554574543,45.0536497,0,,,
767,7.560928296,45.0536497,0,,,
768,7.567282049,45.0536497,0,,,
769,7.573635802,45.0536497,0,,,
770,7.579989556,45.0536497,0,,,
771,7.586343309,45.0536497,0,,,
772,7.592697062,45.0536497,0,,,
773,7.599050816,45.0536497,0,,,
774,7.605404569,45.0536497,0,,,
775,7.611758322,45.0536497,0,,,
776,7.618112075,45.0536497,0,,,
777,7.624465829,45.0536497,0,,,
778,7.630819582,45.0536497,119,,,
779,7.637173335,45.0536497,224,,,
780,7.643527088,45.0536497,533,,,
781,7.649880842,45.0536497,508,,,
782,7.656234595,45.0536497,1012,,,
783,7.662588348,45.0536497,915,,,
784,7.668942101,45.0536497,836,,,
785,7.675295855,45.0536497,616,,,
786,7.681649608,45.0536497,1012,,,
787,7.688003361,45.0536497,325,,,
788,7.694357114,45.0536497,431,,,
789,7.700710868,45.0536497,11,,,
790,7.707064621,45.0536497,0,,,
791,7.713418374,45.0536497,0,,,
792,7.719772127,45.0536497,0,,,
793,7.726125881,45.0536497,0,,,
794,7.732479634,45.0536497,0,,,
795,7.738833387,45.0536497,0,,,
796,7.745187141,45.0536497,0,,,
797,7.751540894,45.0536497,0,,,
798,7.757894647,45.0536497,0,,,
799,7.7642484,45.0536497,0,,,
800,7.516452023,45.05814489,0,,,
801,7.522805776,45.05814489,0,,,
802,7.52915953,45.05814489,0,,,
803,7.535513283,45.05814489,0,,,
804,7.541867036,45.05814489,0,,,
805,7.548220789,45.05814489,0,,,
806,7.554574543,45.05814489,0,,,
807,7.560928296,45.05814489,0,,,
808,7.567282049,45.05814489,0,,,
809,7.573635802,45.05814489,0,,,
810,7.579989556,45.05814489,0,,,
811,7.586343309,45.05814489,0,,,
812,7.592697062,45.05814489,0,,,
813,7.599050816,45.05814489,0,,,
814,7.605404569,45.05814489,0,,,
815,7.611758322,45.05814489,0,,,
816,7.618112075,45.05814489,0,,,
817,7.624465829,45.05814489,146,,,
818,7.630819582,45.05814489,149,,,
819,7.637173335,45.05814489,304,,,
820,7.643527088,45.05814489,374,,,
821,7.649880842,45.05814489,604,,,
822,7.656234595,45.05814489,766,,,
823,7.662588348,45.05814489,683,,,
824,7.668942101,45.05814489,699,,,
825,7.675295855,45.05814489,1002,,,
826,7.681649608,45.05814489,1240,,,
827,7.688003361,45.05814489,925,,,
828,7.694357114,45.05814489,599,,,
829,7.700710868,45.05814489,528,,,
830,7.707064621,45.05814489,410,,,
831,7.713418374,45.05814489,22,,,
832,7.719772127,45.05814489,0,,,
833,7.726125881,45.05814489,0,,,
834,7.732479634,45.05814489,0,,,
835,7.738833387,45.05814489,0,,,
836,7.745187141,45.05814489,0,,,
837,7.751540894,45.05814489,0,,,
838,7.757894647,45.05814489,0,,,
839,7.7642484,45.05814489,0,,,
840,7.516452023,45.06264009,0,,,
841,7.522805776,45.06264009,0,,,
842,7.52915953,45.06264009,0,,,
843,7.535513283,45.06264009,0,,,
844,7.541867036,45.06264009,0,,,
845,7.548220789,45.06264009,0,,,
846,7.554574543,45.06264009,0,,,
847,7.560928296,45.06264009,0,,,
848,7.567282049,45.06264009,0,,,
849,7.573635802,45.06264009,0,,,
850,7.579989556,45.06264009,0,,,
851,7.586343309,45.06264009,0,,,
852,7.592697062,45.06264009,0,,,
853,7.599050816,45.06264009,0,,,
854,7.605404569,45.06264009,0,,,
855,7.611758322,45.06264009,19,,,
856,7.618112075,45.06264009,228,,,
857,7.624465829,45.06264009,199,,,
858,7.630819582,45.06264009,394,,,
859,7.637173335,45.06264009,283,,,
860,7.643527088,45.06264009,427,,,
861,7.649880842,45.06264009,670,,,
862,7.656234595,45.06264009,590,,,
863,7.662588348,45.06264009,665,,,
864,7.668942101,45.06264009,657,,,
865,7.675295855,45.06264009,1458,,,
866,7.681649608,45.06264009,684,,,
867,7.688003361,45.06264009,1178,,,
868,7.694357114,45.06264009,865,,,
869,7.700710868,45.06264009,312,,,
870,7.707064621,45.06264009,276,,,
871,7.713418374,45.06264009,381,,,
872,7.719772127,45.06264009,253,,,
873,7.726125881,45.06264009,0,,,
874,7.732479634,45.06264009,0,,,
875,7.738833387,45.06264009,0,,,
876,7.745187141,45.06264009,0,,,
877,7.751540894,45.06264009,0,,,
878,7.757894647,45.06264009,0,,,
879,7.7642484,45.06264009,0,,,
880,7.516452023,45.06713529,0,,,
881,7.522805776,45.06713529,0,,,
882,7.52915953,45.06713529,0,,,
883,7.535513283,45.06713529,0,,,
884,7.541867036,45.06713529,0,,,
885,7.548220789,45.06713529,0,,,
886,7.554574543,45.06713529,0,,,
887,7.560928296,45.06713529,0,,,
888,7.567282049,45.06713529,0,,,
889,7.573635802,45.06713529,0,,,
890,7.579989556,45.06713529,0,,,
891,7.586343309,45.06713529,0,,,
892,7.592697062,45.06713529,0,,,
893,7.599050816,45.06713529,0,,,
894,7.605404569,45.06713529,12,,,
895,7.611758322,45.06713529,363,,,
896,7.618112075,45.06713529,270,,,
897,7.624465829,45.06713529,198,,,
898,7.630819582,45.06713529,248,,,
899,7.637173335,45.06713529,460,,,
900,7.643527088,45.06713529,404,,,
901,7.649880842,45.06713529,510,,,
902,7.656234595,45.06713529,470,,,
903,7.662588348,45.06713529,1213,,,
904,7.668942101,45.06713529,1474,,,
905,7.675295855,45.06713529,1578,,,
906,7.681649608,45.06713529,464,,,
907,7.688003361,45.06713529,464,,,
908,7.694357114,45.06713529,837,,,
909,7.700710868,45.06713529,581,,,
910,7.707064621,45.06713529,352,,,
911,7.713418374,45.06713529,302,,,
912,7.719772127,45.06713529,295,,,
913,7.726125881,45.06713529,166,,,
914,7.732479634,45.06713529,0,,,
915,7.738833387,45.06713529,0,,,
916,7.745187141,45.06713529,0,,,
917,7.751540894,45.06713529,0,,,
918,7.757894647,45.06713529,0,,,
919,7.7642484,45.06713529,0,,,
920,7.516452023,45.07163048,0,,,
921,7.522805776,45.07163048,0,,,
922,7.52915953,45.07163048,0,,,
923,7.535513283,45.07163048,0,,,
924,7.541867036,45.07163048,0,,,
925,7.548220789,45.07163048,0,,,
926,7.554574543,45.07163048,0,,,
927,7.560928296,45.07163048,0,,,
928,7.567282049,45.07163048,0,,,
929,7.573635802,45.07163048,0,,,
930,7.579989556,45.07163048,0,,,
931,7.586343309,45.07163048,0,,,
932,7.592697062,45.07163048,0,,,
933,7.599050816,45.07163048,0,,,
934,7.605404569,45.07163048,142,,,
935,7.611758322,45.07163048,161,,,
936,7.618112075,45.07163048,255,,,
937,7.624465829,45.07163048,323,,,
938,7.630819582,45.07163048,270,,,
939,7.637173335,45.07163048,305,,,
940,7.643527088,45.07163048,489,,,
941,7.649880842,45.07163048,517,,,
942,7.656234595,45.07163048,448,,,
943,7.662588348,45.07163048,786,,,
944,7.668942101,45.07163048,1137,,,
945,7.675295855,45.07163048,1460,,,
946,7.681649608,45.07163048,527,,,
947,7.688003361,45.07163048,279,,,
948,7.694357114,45.07163048,654,,,
949,7.700710868,45.07163048,263,,,
950,7.707064621,45.07163048,192,,,
951,7.713418374,45.07163048,197,,,
952,7.719772127,45.07163048,200,,,
953,7.726125881,45.07163048,352,,,
954,7.732479634,45.07163048,0,,,
955,7.738833387,45.07163048,0,,,
956,7.745187141,45.07163048,0,,,
957,7.751540894,45.07163048,0,,,
958,7.757894647,45.07163048,0,,,
959,7.7642484,45.07163048,0,,,
960,7.516452023,45.07612568,0,,,
961,7.522805776,45.07612568,0,,,
962,7.52915953,45.07612568,0,,,
963,7.535513283,45.07612568,0,,,
964,7.541867036,45.07612568,0,,,
965,7.548220789,45.07612568,0,,,
966,7.554574543,45.07612568,0,,,
967,7.560928296,45.07612568,0,,,
968,7.567282049,45.07612568,0,,,
969,7.573635802,45.07612568,0,,,
970,7.579989556,45.07612568,0,,,
971,7.586343309,45.07612568,0,,,
972,7.592697062,45.07612568,0,,,
973,7.599050816,45.07612568,0,,,
974,7.605404569,45.07612568,0,,,
975,7.611758322,45.07612568,0,,,
976,7.618112075,45.07612568,133,,,
977,7.624465829,45.07612568,206,,,
978,7.630819582,45.07612568,178,,,
979,7.637173335,45.07612568,220,,,
980,7.643527088,45.07612568,264,,,
981,7.649880842,45.07612568,345,,,
982,7.656234595,45.07612568,453,,,
983,7.662588348,45.07612568,539,,,
984,7.668942101,45.07612568,662,,,
985,7.675295855,45.07612568,722,,,
986,7.681649608,45.07612568,439,,,
987,7.688003361,45.07612568,338,,,
988,7.694357114,45.07612568,311,,,
989,7.700710868,45.07612568,227,,,
990,7.707064621,45.07612568,10,,,
991,7.713418374,45.07612568,56,,,
992,7.719772127,45.07612568,1,,,
993,7.726125881,45.07612568,2,,,
994,7.732479634,45.07612568,0,,,
995,7.738833387,45.07612568,0,,,
996,7.745187141,45.07612568,0,,,
997,7.751540894,45.07612568,0,,,
998,7.757894647,45.07612568,0,,,
999,7.7642484,45.07612568,0,,,
1000,7.516452023,45.08062088,0,,,
1001,7.522805776,45.08062088,0,,,
1002,7.52915953,45.08062088,0,,,
1003,7.535513283,45.08062088,0,,,
1004,7.541867036,45.08062088,0,,,
1005,7.548220789,45.08062088,0,,,
1006,7.554574543,45.08062088,0,,,
1007,7.560928296,45.08062088,0,,,
1008,7.567282049,45.08062088,0,,,
1009,7.573635802,45.08062088,0,,,
1010,7.579989556,45.08062088,0,,,
1011,7.586343309,45.08062088,0,,,
1012,7.592697062,45.08062088,0,,,
1013,7.599050816,45.08062088,0,,,
1014,7.605404569,45.08062088,0,,,
1015,7.611758322,45.08062088,0,,,
1016,7.618112075,45.08062088,164,,,
1017,7.624465829,45.08062088,133,,,
1018,7.630819582,45.08062088,157,,,
1019,7.637173335,45.08062088,136,,,
1020,7.643527088,45.08062088,96,,,
1021,7.649880842,45.08062088,270,,,
1022,7.656234595,45.08062088,430,,,
1023,7.662588348,45.08062088,416,,,
1024,7.668942101,45.08062088,331,,,
1025,7.675295855,45.08062088,406,,,
1026,7.681649608,45.08062088,248,,,
1027,7.688003361,45.08062088,268,,,
1028,7.694357114,45.08062088,288,,,
1029,7.700710868,45.08062088,147,,,
1030,7.707064621,45.08062088,0,,,
1031,7.713418374,45.08062088,0,,,
1032,7.719772127,45.08062088,0,,,
1033,7.726125881,45.08062088,0,,,
1034,7.732479634,45.08062088,0,,,
1035,7.738833387,45.08062088,0,,,
1036,7.745187141,45.08062088,0,,,
1037,7.751540894,45.08062088,0,,,
1038,7.757894647,45.08062088,0,,,
1039,7.7642484,45.08062088,0,,,
1040,7.516452023,45.08511607,0,,,
1041,7.522805776,45.08511607,0,,,
1042,7.52915953,45.08511607,0,,,
1043,7.535513283,45.08511607,0,,,
1044,7.541867036,45.08511607,0,,,
1045,7.548220789,45.08511607,0,,,
1046,7.554574543,45.08511607,0,,,
1047,7.560928296,45.08511607,0,,,
1048,7.567282049,45.08511607,0,,,
1049,7.573635802,45.08511607,0,,,
1050,7.579989556,45.08511607,0,,,
1051,7.586343309,45.08511607,0,,,
1052,7.592697062,45.08511607,0,,,
1053,7.599050816,45.08511607,0,,,
1054,7.605404569,45.08511607,0,,,
1055,7.611758322,45.08511607,0,,,
1056,7.618112075,45.08511607,0,,,
1057,7.624465829,45.08511607,0,,,
1058,7.630819582,45.08511607,0,,,
1059,7.637173335,45.08511607,0,,,
1060,7.643527088,45.08511607,0,,,
1061,7.649880842,45.08511607,178,,,
1062,7.656234595,45.08511607,280,,,
1063,7.662588348,45.08511607,193,,,
1064,7.668942101,45.08511607,351,,,
1065,7.675295855,45.08511607,251,,,
1066,7.681649608,45.08511607,363,,,
1067,7.688003361,45.08511607,271,,,
1068,7.694357114,45.08511607,211,,,
1069,7.700710868,45.08511607,264,,,
1070,7.707064621,45.08511607,180,,,
1071,7.713418374,45.08511607,99,,,
1072,7.719772127,45.08511607,0,,,
1073,7.726125881,45.08511607,0,,,
1074,7.732479634,45.08511607,0,,,
1075,7.738833387,45.08511607,0,,,
1076,7.745187141,45.08511607,0,,,
1077,7.751540894,45.08511607,0,,,
1078,7.757894647,45.08511607,0,,,
1079,7.7642484,45.08511607,0,,,
1080,7.516452023,45.08961127,0,,,
1081,7.522805776,45.08961127,0,,,
1082,7.52915953,45.08961127,0,,,
1083,7.535513283,45.08961127,0,,,
1084,7.541867036,45.08961127,0,,,
1085,7.548220789,45.08961127,0,,,
1086,7.554574543,45.08961127,0,,,
1087,7.560928296,45.08961127,0,,,
1088,7.567282049,45.08961127,0,,,
1089,7.573635802,45.08961127,0,,,
1090,7.579989556,45.08961127,0,,,
1091,7.586343309,45.08961127,0,,,
1092,7.592697062,45.08961127,0,,,
1093,7.599050816,45.08961127,0,,,
1094,7.605404569,45.08961127,0,,,
1095,7.611758322,45.08961127,0,,,
1096,7.618112075,45.08961127,0,,,
1097,7.624465829,45.08961127,0,,,
1098,7.630819582,45.08961127,0,,,
1099,7.637173335,45.08961127,0,,,
1100,7.643527088,45.08961127,0,,,
1101,7.649880842,45.08961127,0,,,
1102,7.656234595,45.08961127,368,,,
1103,7.662588348,45.08961127,127,,,
1104,7.668942101,45.08961127,110,,,
1105,7.675295855,45.08961127,170,,,
1106,7.681649608,45.08961127,354,,,
1107,7.688003361,45.08961127,155,,,
1108,7.694357114,45.08961127,164,,,
1109,7.700710868,45.08961127,155,,,
1110,7.707064621,45.08961127,76,,,
1111,7.713418374,45.08961127,320,,,
1112,7.719772127,45.08961127,31,,,
1113,7.726125881,45.08961127,0,,,
1114,7.732479634,45.08961127,0,,,
1115,7.738833387,45.08961127,0,,,
1116,7.745187141,45.08961127,0,,,
1117,7.751540894,45.08961127,0,,,
1118,7.757894647,45.08961127,0,,,
1119,7.7642484,45.08961127,0,,,
1120,7.516452023,45.09410647,0,,,
1121,7.522805776,45.09410647,0,,,
1122,7.52915953,45.09410647,0,,,
1123,7.535513283,45.09410647,0,,,
1124,7.541867036,45.09410647,0,,,
1125,7.548220789,45.09410647,0,,,
1126,7.554574543,45.09410647,0,,,
1127,7.560928296,45.09410647,0,,,
1128,7.567282049,45.09410647,0,,,
1129,7.573635802,45.09410647,0,,,
1130,7.579989556,45.09410647,0,,,
1131,7.586343309,45.09410647,0,,,
1132,7.592697062,45.09410647,0,,,
1133,7.599050816,45.09410647,0,,,
1134,7.605404569,45.09410647,0,,,
1135,7.611758322,45.09410647,0,,,
1136,7.618112075,45.09410647,0,,,
1137,7.624465829,45.09410647,0,,,
1138,7.630819582,45.09410647,0,,,
1139,7.637173335,45.09410647,0,,,
1140,7.643527088,45.09410647,0,,,
1141,7.649880842,45.09410647,59,,,
1142,7.656234595,45.09410647,194,,,
1143,7.662588348,45.09410647,208,,,
1144,7.668942101,45.09410647,182,,,
1145,7.675295855,45.09410647,240,,,
1146,7.681649608,45.09410647,181,,,
1147,7.688003361,45.09410647,132,,,
1148,7.694357114,45.09410647,222,,,
1149,7.700710868,45.09410647,198,,,
1150,7.707064621,45.09410647,117,,,
1151,7.713418374,45.09410647,79,,,
1152,7.719772127,45.09410647,37,,,
1153,7.726125881,45.09410647,0,,,
1154,7.732479634,45.09410647,0,,,
1155,7.738833387,45.09410647,0,,,
1156,7.745187141,45.09410647,0,,,
1157,7.751540894,45.09410647,0,,,
1158,7.757894647,45.09410647,0,,,
1159,7.7642484,45.09410647,0,,,
1160,7.516452023,45.09860166,0,,,
1161,7.522805776,45.09860166,0,,,
1162,7.52915953,45.09860166,0,,,
1163,7.535513283,45.09860166,0,,,
1164,7.541867036,45.09860166,0,,,
1165,7.548220789,45.09860166,0,,,
1166,7.554574543,45.09860166,0,,,
1167,7.560928296,45.09860166,0,,,
1168,7.567282049,45.09860166,0,,,
1169,7.573635802,45.09860166,0,,,
1170,7.579989556,45.09860166,0,,,
1171,7.586343309,45.09860166,0,,,
1172,7.592697062,45.09860166,0,,,
1173,7.599050816,45.09860166,0,,,
1174,7.605404569,45.09860166,0,,,
1175,7.611758322,45.09860166,0,,,
1176,7.618112075,45.09860166,0,,,
1177,7.624465829,45.09860166,0,,,
1178,7.630819582,45.09860166,0,,,
1179,7.637173335,45.09860166,161,,,
1180,7.643527088,45.09860166,284,,,
1181,7.649880842,45.09860166,162,,,
1182,7.656234595,45.09860166,158,,,
1183,7.662588348,45.09860166,202,,,
1184,7.668942101,45.09860166,250,,,
1185,7.675295855,45.09860166,303,,,
1186,7.681649608,45.09860166,191,,,
1187,7.688003361,45.09860166,147,,,
1188,7.694357114,45.09860166,185,,,
1189,7.700710868,45.09860166,229,,,
1190,7.707064621,45.09860166,13,,,
1191,7.713418374,45.09860166,0,,,
1192,7.719772127,45.09860166,0,,,
1193,7.726125881,45.09860166,0,,,
1194,7.732479634,45.09860166,0,,,
1195,7.738833387,45.09860166,0,,,
1196,7.745187141,45.09860166,0,,,
1197,7.751540894,45.09860166,0,,,
1198,7.757894647,45.09860166,0,,,
1199,7.7642484,45.09860166,0,,,
1200,7.516452023,45.10309686,0,,,
1201,7.522805776,45.10309686,0,,,
1202,7.52915953,45.10309686,0,,,
1203,7.535513283,45.10309686,0,,,
1204,7.541867036,45.10309686,0,,,
1205,7.548220789,45.10309686,0,,,
1206,7.554574543,45.10309686,0,,,
1207,7.560928296,45.10309686,0,,,
1208,7.567282049,45.10309686,0,,,
1209,7.573635802,45.10309686,0,,,
1210,7.579989556,45.10309686,0,,,
1211,7.586343309,45.10309686,0,,,
1212,7.592697062,45.10309686,0,,,
1213,7.599050816,45.10309686,0,,,
1214,7.605404569,45.10309686,0,,,
1215,7.611758322,45.10309686,0,,,
1216,7.618112075,45.10309686,0,,,
1217,7.624465829,45.10309686,0,,,
1218,7.630819582,45.10309686,0,,,
1219,7.637173335,45.10309686,141,,,
1220,7.643527088,45.10309686,307,,,
1221,7.649880842,45.10309686,462,,,
1222,7.656234595,45.10309686,242,,,
1223,7.662588348,45.10309686,272,,,
1224,7.668942101,45.10309686,187,,,
1225,7.675295855,45.10309686,113,,,
1226,7.681649608,45.10309686,162,,,
1227,7.688003361,45.10309686,6,,,
1228,7.694357114,45.10309686,103,,,
1229,7.700710868,45.10309686,349,,,
1230,7.707064621,45.10309686,0,,,
1231,7.713418374,45.10309686,0,,,
1232,7.719772127,45.10309686,0,,,
1233,7.726125881,45.10309686,0,,,
1234,7.732479634,45.10309686,0,,,
1235,7.738833387,45.10309686,0,,,
1236,7.745187141,45.10309686,0,,,
1237,7.751540894,45.10309686,0,,,
1238,7.757894647,45.10309686,0,,,
1239,7.7642484,45.10309686,0,,,
1240,7.516452023,45.10759206,0,,,
1241,7.522805776,45.10759206,0,,,
1242,7.52915953,45.10759206,0,,,
1243,7.535513283,45.10759206,0,,,
1244,7.541867036,45.10759206,0,,,
1245,7.548220789,45.10759206,0,,,
1246,7.554574543,45.10759206,0,,,
1247,7.560928296,45.10759206,0,,,
1248,7.567282049,45.10759206,0,,,
1249,7.573635802,45.10759206,0,,,
1250,7.579989556,45.10759206,0,,,
1251,7.586343309,45.10759206,0,,,
1252,7.592697062,45.10759206,0,,,
1253,7.599050816,45.10759206,0,,,
1254,7.605404569,45.10759206,0,,,
1255,7.611758322,45.10759206,0,,,
1256,7.618112075,45.10759206,0,,,
1257,7.624465829,45.10759206,0,,,
1258,7.630819582,45.10759206,0,,,
1259,7.637173335,45.10759206,0,,,
1260,7.643527088,45.10759206,233,,,
1261,7.649880842,45.10759206,342,,,
1262,7.656234595,45.10759206,545,,,
1263,7.662588348,45.10759206,0,,,
1264,7.668942101,45.10759206,0,,,
1265,7.675295855,45.10759206,0,,,
1266,7.681649608,45.10759206,0,,,
1267,7.688003361,45.10759206,0,,,
1268,7.694357114,45.10759206,0,,,
1269,7.700710868,45.10759206,0,,,
1270,7.707064621,45.10759206,0,,,
1271,7.713418374,45.10759206,0,,,
1272,7.719772127,45.10759206,0,,,
1273,7.726125881,45.10759206,0,,,
1274,7.732479634,45.10759206,0,,,
1275,7.738833387,45.10759206,0,,,
1276,7.745187141,45.10759206,0,,,
1277,7.751540894,45.10759206,0,,,
1278,7.757894647,45.10759206,0,,,
1279,7.7642484,45.10759206,0,,,
1280,7.516452023,45.11208726,0,,,
1281,7.522805776,45.11208726,0,,,
1282,7.52915953,45.11208726,0,,,
1283,7.535513283,45.11208726,0,,,
1284,7.541867036,45.11208726,0,,,
1285,7.548220789,45.11208726,0,,,
1286,7.554574543,45.11208726,0,,,
1287,7.560928296,45.11208726,0,,,
1288,7.567282049,45.11208726,0,,,
1289,7.573635802,45.11208726,0,,,
1290,7.579989556,45.11208726,0,,,
1291,7.586343309,45.11208726,0,,,
1292,7.592697062,45.11208726,0,,,
1293,7.599050816,45.11208726,0,,,
1294,7.605404569,45.11208726,0,,,
1295,7.611758322,45.11208726,0,,,
1296,7.618112075,45.11208726,0,,,
1297,7.624465829,45.11208726,0,,,
1298,7.630819582,45.11208726,0,,,
1299,7.637173335,45.11208726,0,,,
1300,7.643527088,45.11208726,0,,,
1301,7.649880842,45.11208726,0,,,
1302,7.656234595,45.11208726,0,,,
1303,7.662588348,45.11208726,0,,,
1304,7.668942101,45.11208726,0,,,
1305,7.675295855,45.11208726,0,,,
1306,7.681649608,45.11208726,0,,,
1307,7.688003361,45.11208726,0,,,
1308,7.694357114,45.11208726,0,,,
1309,7.700710868,45.11208726,0,,,
1310,7.707064621,45.11208726,0,,,
1311,7.713418374,45.11208726,0,,,
1312,7.719772127,45.11208726,0,,,
1313,7.726125881,45.11208726,0,,,
1314,7.732479634,45.11208726,0,,,
1315,7.738833387,45.11208726,0,,,
1316,7.745187141,45.11208726,0,,,
1317,7.751540894,45.11208726,0,,,
1318,7.757894647,45.11208726,0,,,
1319,7.7642484,45.11208726,0,,,
1320,7.516452023,45.11658245,0,,,
1321,7.522805776,45.11658245,0,,,
1322,7.52915953,45.11658245,0,,,
1323,7.535513283,45.11658245,0,,,
1324,7.541867036,45.11658245,0,,,
1325,7.548220789,45.11658245,0,,,
1326,7.554574543,45.11658245,0,,,
1327,7.560928296,45.11658245,0,,,
1328,7.567282049,45.11658245,0,,,
1329,7.573635802,45.11658245,0,,,
1330,7.579989556,45.11658245,0,,,
1331,7.586343309,45.11658245,0,,,
1332,7.592697062,45.11658245,0,,,
1333,7.599050816,45.11658245,0,,,
1334,7.605404569,45.11658245,0,,,
1335,7.611758322,45.11658245,0,,,
1336,7.618112075,45.11658245,0,,,
1337,7.624465829,45.11658245,0,,,
1338,7.630819582,45.11658245,0,,,
1339,7.637173335,45.11658245,0,,,
1340,7.643527088,45.11658245,0,,,
1341,7.649880842,45.11658245,0,,,
1342,7.656234595,45.11658245,0,,,
1343,7.662588348,45.11658245,0,,,
1344,7.668942101,45.11658245,0,,,
1345,7.675295855,45.11658245,0,,,
1346,7.681649608,45.11658245,0,,,
1347,7.688003361,45.11658245,0,,,
1348,7.694357114,45.11658245,0,,,
1349,7.700710868,45.11658245,0,,,
1350,7.707064621,45.11658245,0,,,
1351,7.713418374,45.11658245,0,,,
1352,7.719772127,45.11658245,0,,,
1353,7.726125881,45.11658245,0,,,
1354,7.732479634,45.11658245,0,,,
1355,7.738833387,45.11658245,0,,,
1356,7.745187141,45.11658245,0,,,
1357,7.751540894,45.11658245,0,,,
1358,7.757894647,45.11658245,0,,,
1359,7.7642484,45.11658245,0,,,
1360,7.516452023,45.12107765,0,,,
1361,7.522805776,45.12107765,0,,,
1362,7.52915953,45.12107765,0,,,
1363,7.535513283,45.12107765,0,,,
1364,7.541867036,45.12107765,0,,,
1365,7.548220789,45.12107765,0,,,
1366,7.554574543,45.12107765,0,,,
1367,7.560928296,45.12107765,0,,,
1368,7.567282049,45.12107765,0,,,
1369,7.573635802,45.12107765,0,,,
1370,7.579989556,45.12107765,0,,,
1371,7.586343309,45.12107765,0,,,
1372,7.592697062,45.12107765,0,,,
1373,7.599050816,45.12107765,0,,,
1374,7.605404569,45.12107765,0,,,
1375,7.611758322,45.12107765,0,,,
1376,7.618112075,45.12107765,0,,,
1377,7.624465829,45.12107765,0,,,
1378,7.630819582,45.12107765,0,,,
1379,7.637173335,45.12107765,0,,,
1380,7.643527088,45.12107765,0,,,
1381,7.649880842,45.12107765,0,,,
1382,7.656234595,45.12107765,0,,,
1383,7.662588348,45.12107765,0,,,
1384,7.668942101,45.12107765,0,,,
1385,7.675295855,45.12107765,0,,,
1386,7.681649608,45.12107765,0,,,
1387,7.688003361,45.12107765,0,,,
1388,7.694357114,45.12107765,0,,,
1389,7.700710868,45.12107765,0,,,
1390,7.707064621,45.12107765,0,,,
1391,7.713418374,45.12107765,0,,,
1392,7.719772127,45.12107765,0,,,
1393,7.726125881,45.12107765,0,,,
1394,7.732479634,45.12107765,0,,,
1395,7.738833387,45.12107765,0,,,
1396,7.745187141,45.12107765,0,,,
1397,7.751540894,45.12107765,0,,,
1398,7.757894647,45.12107765,0,,,
1399,7.7642484,45.12107765,0,,,
1400,7.516452023,45.12557285,0,,,
1401,7.522805776,45.12557285,0,,,
1402,7.52915953,45.12557285,0,,,
1403,7.535513283,45.12557285,0,,,
1404,7.541867036,45.12557285,0,,,
1405,7.548220789,45.12557285,0,,,
1406,7.554574543,45.12557285,0,,,
1407,7.560928296,45.12557285,0,,,
1408,7.567282049,45.12557285,0,,,
1409,7.573635802,45.12557285,0,,,
1410,7.579989556,45.12557285,0,,,
1411,7.586343309,45.12557285,0,,,
1412,7.592697062,45.12557285,0,,,
1413,7.599050816,45.12557285,0,,,
1414,7.605404569,45.12557285,0,,,
1415,7.611758322,45.12557285,0,,,
1416,7.618112075,45.12557285,0,,,
1417,7.624465829,45.12557285,0,,,
1418,7.630819582,45.12557285,0,,,
1419,7.637173335,45.12557285,0,,,
1420,7.643527088,45.12557285,0,,,
1421,7.649880842,45.12557285,0,,,
1422,7.656234595,45.12557285,0,,,
1423,7.662588348,45.12557285,0,,,
1424,7.668942101,45.12557285,0,,,
1425,7.675295855,45.12557285,0,,,
1426,7.681649608,45.12557285,0,,,
1427,7.688003361,45.12557285,0,,,
1428,7.694357114,45.12557285,0,,,
1429,7.700710868,45.12557285,0,,,
1430,7.707064621,45.12557285,0,,,
1431,7.713418374,45.12557285,0,,,
1432,7.719772127,45.12557285,0,,,
1433,7.726125881,45.12557285,0,,,
1434,7.732479634,45.12557285,0,,,
1435,7.738833387,45.12557285,0,,,
1436,7.745187141,45.12557285,0,,,
1437,7.751540894,45.12557285,0,,,
1438,7.757894647,45.12557285,0,,,
1439,7.7642484,45.12557285,0,,,
1440,7.516452023,45.13006804,0,,,
1441,7.522805776,45.13006804,0,,,
1442,7.52915953,45.13006804,0,,,
1443,7.535513283,45.13006804,0,,,
1444,7.541867036,45.13006804,0,,,
1445,7.548220789,45.13006804,0,,,
