number,long,lat,total,,,
250,7.579989556,44.99521214,0,,,
251,7.586343309,44.99521214,0,,,
252,7.592697062,44.99521214,0,,,
253,7.599050816,44.99521214,0,,,
254,7.605404569,44.99521214,0,,,
255,7.611758322,44.99521214,0,,,
256,7.618112075,44.99521214,0,,,
257,7.624465829,44.99521214,0,,,
258,7.630819582,44.99521214,0,,,
259,7.637173335,44.99521214,0,,,
260,7.643527088,44.99521214,0,,,
261,7.649880842,44.99521214,0,,,
262,7.656234595,44.99521214,0,,,
263,7.662588348,44.99521214,0,,,
264,7.668942101,44.99521214,0,,,
265,7.675295855,44.99521214,0,,,
266,7.681649608,44.99521214,0,,,
267,7.688003361,44.99521214,0,,,
268,7.694357114,44.99521214,0,,,
269,7.700710868,44.99521214,0,,,
270,7.707064621,44.99521214,0,,,
271,7.713418374,44.99521214,0,,,
272,7.719772127,44.99521214,0,,,
273,7.726125881,44.99521214,0,,,
274,7.732479634,44.99521214,0,,,
275,7.738833387,44.99521214,0,,,
276,7.745187141,44.99521214,0,,,
277,7.751540894,44.99521214,0,,,
278,7.757894647,44.99521214,0,,,
279,7.7642484,44.99521214,0,,,
280,7.516452023,44.99970733,0,,,
281,7.522805776,44.99970733,0,,,
282,7.52915953,44.99970733,0,,,
283,7.535513283,44.99970733,0,,,
284,7.541867036,44.99970733,0,,,
285,7.548220789,44.99970733,0,,,
286,7.554574543,44.99970733,0,,,
287,7.560928296,44.99970733,0,,,
288,7.567282049,44.99970733,0,,,
289,7.573635802,44.99970733,0,,,
290,7.579989556,44.99970733,0,,,
291,7.586343309,44.99970733,0,,,
292,7.592697062,44.99970733,0,,,
293,7.599050816,44.99970733,0,,,
294,7.605404569,44.99970733,0,,,
295,7.611758322,44.99970733,0,,,
296,7.618112075,44.99970733,0,,,
297,7.624465829,44.99970733,0,,,
298,7.630819582,44.99970733,0,,,
299,7.637173335,44.99970733,0,,,
300,7.643527088,44.99970733,0,,,
301,7.649880842,44.99970733,0,,,
302,7.656234595,44.99970733,0,,,
303,7.662588348,44.99970733,0,,,
304,7.668942101,44.99970733,0,,,
305,7.675295855,44.99970733,0,,,
306,7.681649608,44.99970733,0,,,
307,7.688003361,44.99970733,0,,,
308,7.694357114,44.99970733,0,,,
309,7.700710868,44.99970733,0,,,
310,7.707064621,44.99970733,0,,,
311,7.713418374,44.99970733,0,,,
312,7.719772127,44.99970733,0,,,
313,7.726125881,44.99970733,0,,,
314,7.732479634,44.99970733,0,,,
315,7.738833387,44.99970733,0,,,
316,7.745187141,44.99970733,0,,,
317,7.751540894,44.99970733,0,,,
318,7.757894647,44.99970733,0,,,
319,7.7642484,44.99970733,0,,,
320,7.516452023,45.00420253,0,,,
321,7.522805776,45.00420253,0,,,
322,7.52915953,45.00420253,0,,,
323,7.535513283,45.00420253,0,,,
324,7.541867036,45.00420253,0,,,
325,7.548220789,45.00420253,0,,,
326,7.554574543,45.00420253,0,,,
327,7.560928296,45.00420253,0,,,
328,7.567282049,45.00420253,0,,,
329,7.573635802,45.00420253,0,,,
330,7.579989556,45.00420253,0,,,
331,7.586343309,45.00420253,0,,,
332,7.592697062,45.00420253,0,,,
333,7.599050816,45.00420253,0,,,
334,7.605404569,45.00420253,0,,,
335,7.611758322,45.00420253,0,,,
336,7.618112075,45.00420253,0,,,
337,7.624465829,45.00420253,0,,,
338,7.630819582,45.00420253,0,,,
339,7.637173335,45.00420253,0,,,
340,7.643527088,45.00420253,0,,,
341,7.649880842,45.00420253,0,,,
342,7.656234595,45.00420253,0,,,
343,7.662588348,45.00420253,0,,,
344,7.668942101,45.00420253,0,,,
345,7.675295855,45.00420253,0,,,
346,7.681649608,45.00420253,0,,,
347,7.688003361,45.00420253,0,,,
348,7.694357114,45.00420253,0,,,
349,7.700710868,45.00420253,0,,,
350,7.707064621,45.00420253,0,,,
351,7.713418374,45.00420253,0,,,
352,7.719772127,45.00420253,0,,,
353,7.726125881,45.00420253,0,,,
354,7.732479634,45.00420253,0,,,
355,7.738833387,45.00420253,0,,,
356,7.745187141,45.00420253,0,,,
357,7.751540894,45.00420253,0,,,
358,7.757894647,45.00420253,0,,,
359,7.7642484,45.00420253,0,,,
360,7.516452023,45.00869773,0,,,
361,7.522805776,45.00869773,0,,,
362,7.52915953,45.00869773,0,,,
363,7.535513283,45.00869773,0,,,
364,7.541867036,45.00869773,0,,,
365,7.548220789,45.00869773,0,,,
366,7.554574543,45.00869773,0,,,
367,7.560928296,45.00869773,0,,,
368,7.567282049,45.00869773,0,,,
369,7.573635802,45.00869773,0,,,
370,7.579989556,45.00869773,0,,,
371,7.586343309,45.00869773,0,,,
372,7.592697062,45.00869773,0,,,
373,7.599050816,45.00869773,0,,,
374,7.605404569,45.00869773,0,,,
375,7.611758322,45.00869773,0,,,
376,7.618112075,45.00869773,2,,,
377,7.624465829,45.00869773,80,,,
378,7.630819582,45.00869773,50,,,
379,7.637173335,45.00869773,22,,,
380,7.643527088,45.00869773,0,,,
381,7.649880842,45.00869773,71,,,
382,7.656234595,45.00869773,209,,,
383,7.662588348,45.00869773,0,,,
384,7.668942101,45.00869773,0,,,
385,7.675295855,45.00869773,0,,,
386,7.681649608,45.00869773,0,,,
387,7.688003361,45.00869773,0,,,
388,7.694357114,45.00869773,0,,,
389,7.700710868,45.00869773,0,,,
390,7.707064621,45.00869773,0,,,
391,7.713418374,45.00869773,0,,,
392,7.719772127,45.00869773,0,,,
393,7.726125881,45.00869773,0,,,
394,7.732479634,45.00869773,0,,,
395,7.738833387,45.00869773,0,,,
396,7.745187141,45.00869773,0,,,
397,7.751540894,45.00869773,0,,,
398,7.757894647,45.00869773,0,,,
399,7.7642484,45.00869773,0,,,
400,7.516452023,45.01319292,0,,,
401,7.522805776,45.01319292,0,,,
402,7.52915953,45.01319292,0,,,
403,7.535513283,45.01319292,0,,,
404,7.541867036,45.01319292,0,,,
405,7.548220789,45.01319292,0,,,
406,7.554574543,45.01319292,0,,,
407,7.560928296,45.01319292,0,,,
408,7.567282049,45.01319292,0,,,
409,7.573635802,45.01319292,0,,,
410,7.579989556,45.01319292,0,,,
411,7.586343309,45.01319292,0,,,
412,7.592697062,45.01319292,0,,,
413,7.599050816,45.01319292,0,,,
414,7.605404569,45.01319292,1,,,
415,7.611758322,45.01319292,45,,,
416,7.618112075,45.01319292,92,,,
417,7.624465829,45.01319292,157,,,
418,7.630819582,45.01319292,108,,,
419,7.637173335,45.01319292,194,,,
420,7.643527088,45.01319292,7,,,
421,7.649880842,45.01319292,167,,,
422,7.656234595,45.01319292,186,,,
423,7.662588348,45.01319292,305,,,
424,7.668942101,45.01319292,0,,,
425,7.675295855,45.01319292,0,,,
426,7.681649608,45.01319292,0,,,
427,7.688003361,45.01319292,0,,,
428,7.694357114,45.01319292,0,,,
429,7.700710868,45.01319292,0,,,
430,7.707064621,45.01319292,0,,,
431,7.713418374,45.01319292,0,,,
432,7.719772127,45.01319292,0,,,
433,7.726125881,45.01319292,0,,,
434,7.732479634,45.01319292,0,,,
435,7.738833387,45.01319292,0,,,
436,7.745187141,45.01319292,0,,,
437,7.751540894,45.01319292,0,,,
438,7.757894647,45.01319292,0,,,
439,7.7642484,45.01319292,0,,,
440,7.516452023,45.01768812,0,,,
441,7.522805776,45.01768812,0,,,
442,7.52915953,45.01768812,0,,,
443,7.535513283,45.01768812,0,,,
444,7.541867036,45.01768812,0,,,
445,7.548220789,45.01768812,0,,,
446,7.554574543,45.01768812,0,,,
447,7.560928296,45.01768812,0,,,
448,7.567282049,45.01768812,0,,,
449,7.573635802,45.01768812,0,,,
450,7.579989556,45.01768812,0,,,
451,7.586343309,45.01768812,0,,,
452,7.592697062,45.01768812,0,,,
453,7.599050816,45.01768812,0,,,
454,7.605404569,45.01768812,0,,,
455,7.611758322,45.01768812,198,,,
456,7.618112075,45.01768812,106,,,
457,7.624465829,45.01768812,82,,,
458,7.630819582,45.01768812,87,,,
459,7.637173335,45.01768812,166,,,
460,7.643527088,45.01768812,211,,,
461,7.649880842,45.01768812,187,,,
462,7.656234595,45.01768812,192,,,
463,7.662588348,45.01768812,183,,,
464,7.668942101,45.01768812,82,,,
465,7.675295855,45.01768812,0,,,
466,7.681649608,45.01768812,0,,,
467,7.688003361,45.01768812,0,,,
468,7.694357114,45.01768812,0,,,
469,7.700710868,45.01768812,0,,,
470,7.707064621,45.01768812,0,,,
471,7.713418374,45.01768812,0,,,
472,7.719772127,45.01768812,0,,,
473,7.726125881,45.01768812,0,,,
474,7.732479634,45.01768812,0,,,
475,7.738833387,45.01768812,0,,,
476,7.745187141,45.01768812,0,,,
477,7.751540894,45.01768812,0,,,
478,7.757894647,45.01768812,0,,,
479,7.7642484,45.01768812,0,,,
480,7.516452023,45.02218332,0,,,
481,7.522805776,45.02218332,0,,,
482,7.52915953,45.02218332,0,,,
483,7.535513283,45.02218332,0,,,
484,7.541867036,45.02218332,0,,,
485,7.548220789,45.02218332,0,,,
486,7.554574543,45.02218332,0,,,
487,7.560928296,45.02218332,0,,,
488,7.567282049,45.02218332,0,,,
489,7.573635802,45.02218332,0,,,
490,7.579989556,45.02218332,0,,,
491,7.586343309,45.02218332,0,,,
492,7.592697062,45.02218332,0,,,
493,7.599050816,45.02218332,0,,,
494,7.605404569,45.02218332,0,,,
495,7.611758322,45.02218332,0,,,
496,7.618112075,45.02218332,0,,,
497,7.624465829,45.02218332,0,,,
498,7.630819582,45.02218332,0,,,
499,7.637173335,45.02218332,257,,,
500,7.643527088,45.02218332,327,,,
501,7.649880842,45.02218332,73,,,
502,7.656234595,45.02218332,239,,,
503,7.662588348,45.02218332,39,,,
504,7.668942101,45.02218332,120,,,
505,7.675295855,45.02218332,0,,,
506,7.681649608,45.02218332,0,,,
507,7.688003361,45.02218332,0,,,
508,7.694357114,45.02218332,0,,,
509,7.700710868,45.02218332,0,,,
510,7.707064621,45.02218332,0,,,
511,7.713418374,45.02218332,0,,,
512,7.719772127,45.02218332,0,,,
513,7.726125881,45.02218332,0,,,
514,7.732479634,45.02218332,0,,,
515,7.738833387,45.02218332,0,,,
516,7.745187141,45.02218332,0,,,
517,7.751540894,45.02218332,0,,,
518,7.757894647,45.02218332,0,,,
519,7.7642484,45.02218332,0,,,
520,7.516452023,45.02667851,0,,,
521,7.522805776,45.02667851,0,,,
522,7.52915953,45.02667851,0,,,
523,7.535513283,45.02667851,0,,,
524,7.541867036,45.02667851,0,,,
525,7.548220789,45.02667851,0,,,
526,7.554574543,45.02667851,0,,,
527,7.560928296,45.02667851,0,,,
528,7.567282049,45.02667851,0,,,
529,7.573635802,45.02667851,0,,,
530,7.579989556,45.02667851,0,,,
531,7.586343309,45.02667851,0,,,
532,7.592697062,45.02667851,0,,,
533,7.599050816,45.02667851,0,,,
534,7.605404569,45.02667851,0,,,
535,7.611758322,45.02667851,0,,,
536,7.618112075,45.02667851,0,,,
537,7.624465829,45.02667851,0,,,
538,7.630819582,45.02667851,0,,,
539,7.637173335,45.02667851,156,,,
540,7.643527088,45.02667851,131,,,
541,7.649880842,45.02667851,153,,,
542,7.656234595,45.02667851,105,,,
543,7.662588348,45.02667851,5,,,
544,7.668942101,45.02667851,349,,,
545,7.675295855,45.02667851,213,,,
546,7.681649608,45.02667851,38,,,
547,7.688003361,45.02667851,0,,,
548,7.694357114,45.02667851,0,,,
549,7.700710868,45.02667851,0,,,
550,7.707064621,45.02667851,0,,,
551,7.713418374,45.02667851,0,,,
552,7.719772127,45.02667851,0,,,
553,7.726125881,45.02667851,0,,,
554,7.732479634,45.02667851,0,,,
555,7.738833387,45.02667851,0,,,
556,7.745187141,45.02667851,0,,,
557,7.751540894,45.02667851,0,,,
558,7.757894647,45.02667851,0,,,
559,7.7642484,45.02667851,0,,,
560,7.516452023,45.03117371,0,,,
561,7.522805776,45.03117371,0,,,
562,7.52915953,45.03117371,0,,,
563,7.535513283,45.03117371,0,,,
564,7.541867036,45.03117371,0,,,
565,7.548220789,45.03117371,0,,,
566,7.554574543,45.03117371,0,,,
567,7.560928296,45.03117371,0,,,
568,7.567282049,45.03117371,0,,,
569,7.573635802,45.03117371,0,,,
570,7.579989556,45.03117371,0,,,
571,7.586343309,45.03117371,0,,,
572,7.592697062,45.03117371,0,,,
573,7.599050816,45.03117371,0,,,
574,7.605404569,45.03117371,0,,,
575,7.611758322,45.03117371,0,,,
576,7.618112075,45.03117371,16,,,
577,7.624465829,45.03117371,217,,,
578,7.630819582,45.03117371,55,,,
579,7.637173335,45.03117371,156,,,
580,7.643527088,45.03117371,231,,,
581,7.649880842,45.03117371,297,,,
582,7.656234595,45.03117371,309,,,
583,7.662588348,45.03117371,2,,,
584,7.668942101,45.03117371,551,,,
585,7.675295855,45.03117371,129,,,
586,7.681649608,45.03117371,102,,,
587,7.688003361,45.03117371,0,,,
588,7.694357114,45.03117371,0,,,
589,7.700710868,45.03117371,0,,,
590,7.707064621,45.03117371,0,,,
591,7.713418374,45.03117371,0,,,
592,7.719772127,45.03117371,0,,,
593,7.726125881,45.03117371,0,,,
594,7.732479634,45.03117371,0,,,
595,7.738833387,45.03117371,0,,,
596,7.745187141,45.03117371,0,,,
597,7.751540894,45.03117371,0,,,
598,7.757894647,45.03117371,0,,,
599,7.7642484,45.03117371,0,,,
600,7.516452023,45.03566891,0,,,
601,7.522805776,45.03566891,0,,,
602,7.52915953,45.03566891,0,,,
603,7.535513283,45.03566891,0,,,
604,7.541867036,45.03566891,0,,,
605,7.548220789,45.03566891,0,,,
606,7.554574543,45.03566891,0,,,
607,7.560928296,45.03566891,0,,,
608,7.567282049,45.03566891,0,,,
609,7.573635802,45.03566891,0,,,
610,7.579989556,45.03566891,0,,,
611,7.586343309,45.03566891,0,,,
612,7.592697062,45.03566891,0,,,
613,7.599050816,45.03566891,0,,,
614,7.605404569,45.03566891,0,,,
615,7.611758322,45.03566891,0,,,
616,7.618112075,45.03566891,153,,,
617,7.624465829,45.03566891,195,,,
618,7.630819582,45.03566891,137,,,
619,7.637173335,45.03566891,199,,,
620,7.643527088,45.03566891,358,,,
621,7.649880842,45.03566891,196,,,
622,7.656234595,45.03566891,346,,,
623,7.662588348,45.03566891,114,,,
624,7.668942101,45.03566891,158,,,
625,7.675295855,45.03566891,95,,,
626,7.681649608,45.03566891,266,,,
627,7.688003361,45.03566891,0,,,
628,7.694357114,45.03566891,0,,,
629,7.700710868,45.03566891,0,,,
630,7.707064621,45.03566891,0,,,
631,7.713418374,45.03566891,0,,,
632,7.719772127,45.03566891,0,,,
633,7.726125881,45.03566891,0,,,
634,7.732479634,45.03566891,0,,,
635,7.738833387,45.03566891,0,,,
636,7.745187141,45.03566891,0,,,
637,7.751540894,45.03566891,0,,,
638,7.757894647,45.03566891,0,,,
639,7.7642484,45.03566891,0,,,
640,7.516452023,45.0401641,0,,,
641,7.522805776,45.0401641,0,,,
642,7.52915953,45.0401641,0,,,
643,7.535513283,45.0401641,0,,,
644,7.541867036,45.0401641,0,,,
645,7.548220789,45.0401641,0,,,
646,7.554574543,45.0401641,0,,,
647,7.560928296,45.0401641,0,,,
648,7.567282049,45.0401641,0,,,
649,7.573635802,45.0401641,0,,,
650,7.579989556,45.0401641,0,,,
651,7.586343309,45.0401641,0,,,
652,7.592697062,45.0401641,0,,,
653,7.599050816,45.0401641,0,,,
654,7.605404569,45.0401641,0,,,
655,7.611758322,45.0401641,0,,,
656,7.618112075,45.0401641,0,,,
657,7.624465829,45.0401641,130,,,
658,7.630819582,45.0401641,207,,,
659,7.637173335,45.0401641,150,,,
660,7.643527088,45.0401641,260,,,
661,7.649880842,45.0401641,213,,,
662,7.656234595,45.0401641,185,,,
663,7.662588348,45.0401641,171,,,
664,7.668942101,45.0401641,301,,,
665,7.675295855,45.0401641,576,,,
666,7.681649608,45.0401641,235,,,
667,7.688003361,45.0401641,10,,,
668,7.694357114,45.0401641,0,,,
669,7.700710868,45.0401641,0,,,
670,7.707064621,45.0401641,0,,,
671,7.713418374,45.0401641,0,,,
672,7.719772127,45.0401641,0,,,
673,7.726125881,45.0401641,0,,,
674,7.732479634,45.0401641,0,,,
675,7.738833387,45.0401641,0,,,
676,7.745187141,45.0401641,0,,,
677,7.751540894,45.0401641,0,,,
678,7.757894647,45.0401641,0,,,
679,7.7642484,45.0401641,0,,,
680,7.516452023,45.0446593,0,,,
681,7.522805776,45.0446593,0,,,
682,7.52915953,45.0446593,0,,,
683,7.535513283,45.0446593,0,,,
684,7.541867036,45.0446593,0,,,
685,7.548220789,45.0446593,0,,,
686,7.554574543,45.0446593,0,,,
687,7.560928296,45.0446593,0,,,
688,7.567282049,45.0446593,0,,,
689,7.573635802,45.0446593,0,,,
690,7.579989556,45.0446593,0,,,
691,7.586343309,45.0446593,0,,,
692,7.592697062,45.0446593,0,,,
693,7.599050816,45.0446593,0,,,
694,7.605404569,45.0446593,0,,,
695,7.611758322,45.0446593,0,,,
696,7.618112075,45.0446593,0,,,
697,7.624465829,45.0446593,67,,,
698,7.630819582,45.0446593,192,,,
699,7.637173335,45.0446593,236,,,
700,7.643527088,45.0446593,300,,,
701,7.649880842,45.0446593,241,,,
702,7.656234595,45.0446593,98,,,
703,7.662588348,45.0446593,517,,,
704,7.668942101,45.0446593,371,,,
705,7.675295855,45.0446593,568,,,
706,7.681649608,45.0446593,461,,,
707,7.688003361,45.0446593,0,,,
708,7.694357114,45.0446593,0,,,
709,7.700710868,45.0446593,0,,,
710,7.707064621,45.0446593,0,,,
711,7.713418374,45.0446593,0,,,
712,7.719772127,45.0446593,0,,,
713,7.726125881,45.0446593,0,,,
714,7.732479634,45.0446593,0,,,
715,7.738833387,45.0446593,0,,,
716,7.745187141,45.0446593,0,,,
717,7.751540894,45.0446593,0,,,
718,7.757894647,45.0446593,0,,,
719,7.7642484,45.0446593,0,,,
720,7.516452023,45.0491545,0,,,
721,7.522805776,45.0491545,0,,,
722,7.52915953,45.0491545,0,,,
723,7.535513283,45.0491545,0,,,
724,7.541867036,45.0491545,0,,,
725,7.548220789,45.0491545,0,,,
726,7.554574543,45.0491545,0,,,
727,7.560928296,45.0491545,0,,,
728,7.567282049,45.0491545,0,,,
729,7.573635802,45.0491545,0,,,
730,7.579989556,45.0491545,0,,,
731,7.586343309,45.0491545,0,,,
732,7.592697062,45.0491545,0,,,
733,7.599050816,45.0491545,0,,,
