MongoDB shell version: 3.2.18
connecting to: bigdatadb.polito.it/carsharing
2018-02-02T18:09:52.249+0100 W NETWORK  [thread1] SSL peer certificate validation failed: self signed certificate
0 , 0 , 753
0 , 1 , 198
0 , 2 , 414
0 , 3 , 51
0 , 4 , 222
0 , 5 , 129
0 , 6 , 117
0 , 7 , 168
0 , 8 , 110
0 , 9 , 92
0 , 10 , 32
0 , 11 , 83
0 , 12 , 33
0 , 13 , 42
0 , 14 , 29
0 , 15 , 38
0 , 16 , 36
0 , 17 , 20
0 , 18 , 14
0 , 19 , 47
0 , 20 , 144
0 , 21 , 17
0 , 22 , 61
1 , 0 , 272
1 , 1 , 27
1 , 2 , 89
1 , 3 , 14
1 , 4 , 35
1 , 5 , 13
1 , 6 , 27
1 , 7 , 33
1 , 8 , 25
1 , 9 , 33
1 , 10 , 13
1 , 11 , 14
1 , 12 , 8
1 , 13 , 7
1 , 14 , 1
1 , 15 , 3
1 , 16 , 1
1 , 17 , 1
1 , 18 , 1
1 , 19 , 11
1 , 20 , 38
1 , 21 , 4
1 , 22 , 30
2 , 0 , 771
2 , 1 , 137
2 , 2 , 170
2 , 3 , 52
2 , 4 , 196
2 , 5 , 53
2 , 6 , 50
2 , 7 , 30
2 , 8 , 109
2 , 9 , 48
2 , 10 , 28
2 , 11 , 28
2 , 12 , 31
2 , 13 , 29
2 , 14 , 8
2 , 15 , 6
2 , 16 , 5
2 , 17 , 4
2 , 18 , 3
2 , 19 , 8
2 , 20 , 27
2 , 21 , 4
2 , 22 , 33
3 , 0 , 281
3 , 1 , 69
3 , 2 , 162
3 , 3 , 36
3 , 4 , 178
3 , 5 , 63
3 , 6 , 41
3 , 7 , 12
3 , 8 , 44
3 , 9 , 17
3 , 10 , 41
3 , 11 , 23
3 , 12 , 50
3 , 13 , 26
3 , 14 , 3
3 , 15 , 9
3 , 16 , 14
3 , 17 , 6
3 , 18 , 7
3 , 19 , 1
3 , 20 , 4
3 , 21 , 1
3 , 22 , 32
4 , 0 , 526
4 , 1 , 92
4 , 2 , 143
4 , 3 , 96
4 , 4 , 209
4 , 5 , 102
4 , 6 , 100
4 , 7 , 67
4 , 8 , 36
4 , 9 , 32
4 , 10 , 22
4 , 11 , 23
4 , 12 , 40
4 , 13 , 40
4 , 14 , 23
4 , 15 , 18
4 , 16 , 21
4 , 17 , 12
4 , 18 , 4
4 , 19 , 10
4 , 20 , 34
4 , 21 , 8
4 , 22 , 48
5 , 0 , 390
5 , 1 , 20
5 , 2 , 112
5 , 3 , 54
5 , 4 , 195
5 , 5 , 130
5 , 6 , 62
5 , 7 , 48
5 , 8 , 16
5 , 9 , 19
5 , 10 , 4
5 , 11 , 15
5 , 12 , 56
5 , 13 , 36
5 , 14 , 38
5 , 15 , 31
5 , 16 , 34
5 , 17 , 29
5 , 18 , 6
5 , 19 , 7
5 , 20 , 2
5 , 21 , 2
5 , 22 , 18
6 , 0 , 320
6 , 1 , 23
6 , 2 , 51
6 , 3 , 23
6 , 4 , 98
6 , 5 , 82
6 , 6 , 85
6 , 7 , 112
6 , 8 , 14
6 , 9 , 8
6 , 10 , 13
6 , 11 , 15
6 , 12 , 14
6 , 13 , 25
6 , 14 , 5
6 , 15 , 25
6 , 16 , 15
6 , 17 , 31
6 , 18 , 7
6 , 19 , 25
6 , 20 , 22
6 , 21 , 52
6 , 22 , 12
7 , 0 , 311
7 , 1 , 29
7 , 2 , 47
7 , 3 , 10
7 , 4 , 50
7 , 5 , 75
7 , 6 , 75
7 , 7 , 54
7 , 8 , 18
7 , 9 , 0
7 , 10 , 2
7 , 11 , 5
7 , 12 , 3
7 , 13 , 5
7 , 14 , 8
7 , 15 , 16
7 , 16 , 10
7 , 17 , 21
7 , 18 , 0
7 , 19 , 14
7 , 20 , 20
7 , 21 , 25
7 , 22 , 9
8 , 0 , 150
8 , 1 , 36
8 , 2 , 71
8 , 3 , 15
8 , 4 , 32
8 , 5 , 8
8 , 6 , 18
8 , 7 , 16
8 , 8 , 56
8 , 9 , 51
8 , 10 , 11
8 , 11 , 13
8 , 12 , 7
8 , 13 , 5
8 , 14 , 2
8 , 15 , 1
8 , 16 , 21
8 , 17 , 1
8 , 18 , 11
8 , 19 , 4
8 , 20 , 16
8 , 21 , 1
8 , 22 , 90
9 , 0 , 236
9 , 1 , 54
9 , 2 , 104
