TOTAL,AREA,HOUR,LONG,LAT
2,824,13,7.668942101,45.05814489
2,824,15,7.668942101,45.05814489
5,824,17,7.668942101,45.05814489
1,824,18,7.668942101,45.05814489
3,824,19,7.668942101,45.05814489
3,824,20,7.668942101,45.05814489
1,824,21,7.668942101,45.05814489
2,825,0,7.675295855,45.05814489
1,825,2,7.675295855,45.05814489
1,825,4,7.675295855,45.05814489
2,825,7,7.675295855,45.05814489
4,825,9,7.675295855,45.05814489
6,825,10,7.675295855,45.05814489
5,825,11,7.675295855,45.05814489
2,825,12,7.675295855,45.05814489
1,825,14,7.675295855,45.05814489
2,825,15,7.675295855,45.05814489
7,825,16,7.675295855,45.05814489
3,825,17,7.675295855,45.05814489
7,825,18,7.675295855,45.05814489
3,825,19,7.675295855,45.05814489
2,825,20,7.675295855,45.05814489
5,825,21,7.675295855,45.05814489
4,825,22,7.675295855,45.05814489
2,825,23,7.675295855,45.05814489
3,826,0,7.681649608,45.05814489
2,826,1,7.681649608,45.05814489
2,826,2,7.681649608,45.05814489
1,826,4,7.681649608,45.05814489
2,826,5,7.681649608,45.05814489
3,826,8,7.681649608,45.05814489
4,826,9,7.681649608,45.05814489
6,826,10,7.681649608,45.05814489
1,826,11,7.681649608,45.05814489
3,826,12,7.681649608,45.05814489
3,826,13,7.681649608,45.05814489
7,826,15,7.681649608,45.05814489
2,826,16,7.681649608,45.05814489
11,826,17,7.681649608,45.05814489
7,826,18,7.681649608,45.05814489
2,826,19,7.681649608,45.05814489
1,826,20,7.681649608,45.05814489
4,826,21,7.681649608,45.05814489
1,826,22,7.681649608,45.05814489
5,826,23,7.681649608,45.05814489
1,827,0,7.688003361,45.05814489
2,827,3,7.688003361,45.05814489
1,827,8,7.688003361,45.05814489
2,827,10,7.688003361,45.05814489
1,827,11,7.688003361,45.05814489
3,827,12,7.688003361,45.05814489
2,827,13,7.688003361,45.05814489
1,827,14,7.688003361,45.05814489
2,827,15,7.688003361,45.05814489
2,827,16,7.688003361,45.05814489
2,827,18,7.688003361,45.05814489
3,827,19,7.688003361,45.05814489
1,827,20,7.688003361,45.05814489
1,827,21,7.688003361,45.05814489
1,827,23,7.688003361,45.05814489
1,828,0,7.694357114,45.05814489
1,828,1,7.694357114,45.05814489
2,828,2,7.694357114,45.05814489
1,828,5,7.694357114,45.05814489
1,828,9,7.694357114,45.05814489
1,828,10,7.694357114,45.05814489
2,828,11,7.694357114,45.05814489
1,828,13,7.694357114,45.05814489
2,828,15,7.694357114,45.05814489
4,828,16,7.694357114,45.05814489
1,828,17,7.694357114,45.05814489
3,828,18,7.694357114,45.05814489
1,828,19,7.694357114,45.05814489
1,828,20,7.694357114,45.05814489
2,828,21,7.694357114,45.05814489
2,828,22,7.694357114,45.05814489
3,828,23,7.694357114,45.05814489
2,829,11,7.700710868,45.05814489
1,829,13,7.700710868,45.05814489
1,829,14,7.700710868,45.05814489
1,829,15,7.700710868,45.05814489
3,829,16,7.700710868,45.05814489
2,829,18,7.700710868,45.05814489
3,829,19,7.700710868,45.05814489
1,829,20,7.700710868,45.05814489
1,829,22,7.700710868,45.05814489
2,830,0,7.707064621,45.05814489
4,830,1,7.707064621,45.05814489
4,830,2,7.707064621,45.05814489
2,830,4,7.707064621,45.05814489
2,830,7,7.707064621,45.05814489
1,830,13,7.707064621,45.05814489
3,830,15,7.707064621,45.05814489
1,831,13,7.713418374,45.05814489
1,855,10,7.611758322,45.06264009
1,856,5,7.618112075,45.06264009
2,856,13,7.618112075,45.06264009
1,856,14,7.618112075,45.06264009
2,856,15,7.618112075,45.06264009
1,856,17,7.618112075,45.06264009
2,857,12,7.624465829,45.06264009
1,857,15,7.624465829,45.06264009
1,857,16,7.624465829,45.06264009
1,858,0,7.630819582,45.06264009
1,858,1,7.630819582,45.06264009
1,858,4,7.630819582,45.06264009
1,858,7,7.630819582,45.06264009
2,858,9,7.630819582,45.06264009
2,858,10,7.630819582,45.06264009
1,858,11,7.630819582,45.06264009
2,858,12,7.630819582,45.06264009
1,858,13,7.630819582,45.06264009
2,858,14,7.630819582,45.06264009
2,858,17,7.630819582,45.06264009
5,858,20,7.630819582,45.06264009
2,858,21,7.630819582,45.06264009
1,859,6,7.637173335,45.06264009
3,859,11,7.637173335,45.06264009
1,859,12,7.637173335,45.06264009
1,859,19,7.637173335,45.06264009
2,859,20,7.637173335,45.06264009
1,860,0,7.643527088,45.06264009
2,860,1,7.643527088,45.06264009
4,860,2,7.643527088,45.06264009
1,860,3,7.643527088,45.06264009
1,860,6,7.643527088,45.06264009
1,860,8,7.643527088,45.06264009
1,860,11,7.643527088,45.06264009
1,860,12,7.643527088,45.06264009
1,860,17,7.643527088,45.06264009
1,860,19,7.643527088,45.06264009
1,860,21,7.643527088,45.06264009
1,860,23,7.643527088,45.06264009
5,861,0,7.649880842,45.06264009
1,861,5,7.649880842,45.06264009
1,861,9,7.649880842,45.06264009
1,861,10,7.649880842,45.06264009
1,861,12,7.649880842,45.06264009
1,861,13,7.649880842,45.06264009
4,861,14,7.649880842,45.06264009
1,861,16,7.649880842,45.06264009
2,861,18,7.649880842,45.06264009
3,861,19,7.649880842,45.06264009
4,861,20,7.649880842,45.06264009
7,861,21,7.649880842,45.06264009
1,861,22,7.649880842,45.06264009
3,861,23,7.649880842,45.06264009
1,862,0,7.656234595,45.06264009
1,862,2,7.656234595,45.06264009
1,862,4,7.656234595,45.06264009
1,862,6,7.656234595,45.06264009
2,862,11,7.656234595,45.06264009
2,862,13,7.656234595,45.06264009
4,862,18,7.656234595,45.06264009
1,862,19,7.656234595,45.06264009
2,862,20,7.656234595,45.06264009
1,862,21,7.656234595,45.06264009
2,862,22,7.656234595,45.06264009
1,862,23,7.656234595,45.06264009
1,863,1,7.662588348,45.06264009
2,863,2,7.662588348,45.06264009
1,863,3,7.662588348,45.06264009
2,863,4,7.662588348,45.06264009
3,863,8,7.662588348,45.06264009
4,863,11,7.662588348,45.06264009
1,863,12,7.662588348,45.06264009
1,863,14,7.662588348,45.06264009
3,863,16,7.662588348,45.06264009
2,863,17,7.662588348,45.06264009
1,863,18,7.662588348,45.06264009
2,863,19,7.662588348,45.06264009
2,863,20,7.662588348,45.06264009
2,863,21,7.662588348,45.06264009
1,863,22,7.662588348,45.06264009
1,863,23,7.662588348,45.06264009
1,864,3,7.668942101,45.06264009
1,864,7,7.668942101,45.06264009
1,864,10,7.668942101,45.06264009
3,864,11,7.668942101,45.06264009
2,864,12,7.668942101,45.06264009
2,864,13,7.668942101,45.06264009
3,864,15,7.668942101,45.06264009
4,864,16,7.668942101,45.06264009
7,864,17,7.668942101,45.06264009
2,864,18,7.668942101,45.06264009
3,864,20,7.668942101,45.06264009
2,864,21,7.668942101,45.06264009
1,864,23,7.668942101,45.06264009
3,865,0,7.675295855,45.06264009
1,865,1,7.675295855,45.06264009
2,865,2,7.675295855,45.06264009
1,865,5,7.675295855,45.06264009
1,865,6,7.675295855,45.06264009
1,865,7,7.675295855,45.06264009
1,865,8,7.675295855,45.06264009
6,865,9,7.675295855,45.06264009
5,865,10,7.675295855,45.06264009
5,865,11,7.675295855,45.06264009
3,865,12,7.675295855,45.06264009
3,865,13,7.675295855,45.06264009
1,865,14,7.675295855,45.06264009
4,865,15,7.675295855,45.06264009
2,865,16,7.675295855,45.06264009
3,865,17,7.675295855,45.06264009
5,865,18,7.675295855,45.06264009
2,865,19,7.675295855,45.06264009
3,865,20,7.675295855,45.06264009
2,865,21,7.675295855,45.06264009
2,865,22,7.675295855,45.06264009
3,865,23,7.675295855,45.06264009
1,866,5,7.681649608,45.06264009
1,866,6,7.681649608,45.06264009
1,866,8,7.681649608,45.06264009
2,866,9,7.681649608,45.06264009
2,866,11,7.681649608,45.06264009
4,866,13,7.681649608,45.06264009
1,866,14,7.681649608,45.06264009
1,866,15,7.681649608,45.06264009
