AREA,HOUR,TOTAL,LONG,LAT
860,11,1,7.643527088,45.06264009
860,12,1,7.643527088,45.06264009
860,17,1,7.643527088,45.06264009
860,19,1,7.643527088,45.06264009
860,21,1,7.643527088,45.06264009
860,23,1,7.643527088,45.06264009
861,0,5,7.649880842,45.06264009
861,5,1,7.649880842,45.06264009
861,9,1,7.649880842,45.06264009
861,10,1,7.649880842,45.06264009
861,12,1,7.649880842,45.06264009
861,13,1,7.649880842,45.06264009
861,14,4,7.649880842,45.06264009
861,16,1,7.649880842,45.06264009
861,18,2,7.649880842,45.06264009
861,19,3,7.649880842,45.06264009
861,20,4,7.649880842,45.06264009
861,21,7,7.649880842,45.06264009
861,22,1,7.649880842,45.06264009
861,23,3,7.649880842,45.06264009
862,0,1,7.656234595,45.06264009
862,2,1,7.656234595,45.06264009
862,4,1,7.656234595,45.06264009
862,6,1,7.656234595,45.06264009
862,11,2,7.656234595,45.06264009
862,13,2,7.656234595,45.06264009
862,18,4,7.656234595,45.06264009
862,19,1,7.656234595,45.06264009
862,20,2,7.656234595,45.06264009
862,21,1,7.656234595,45.06264009
862,22,2,7.656234595,45.06264009
862,23,1,7.656234595,45.06264009
863,1,1,7.662588348,45.06264009
863,2,2,7.662588348,45.06264009
863,3,1,7.662588348,45.06264009
863,4,2,7.662588348,45.06264009
863,8,3,7.662588348,45.06264009
863,11,4,7.662588348,45.06264009
863,12,1,7.662588348,45.06264009
863,14,1,7.662588348,45.06264009
863,16,3,7.662588348,45.06264009
863,17,2,7.662588348,45.06264009
863,18,1,7.662588348,45.06264009
863,19,2,7.662588348,45.06264009
863,20,2,7.662588348,45.06264009
863,21,2,7.662588348,45.06264009
863,22,1,7.662588348,45.06264009
863,23,1,7.662588348,45.06264009
864,3,1,7.668942101,45.06264009
864,7,1,7.668942101,45.06264009
864,10,1,7.668942101,45.06264009
864,11,3,7.668942101,45.06264009
864,12,2,7.668942101,45.06264009
864,13,2,7.668942101,45.06264009
864,15,3,7.668942101,45.06264009
864,16,4,7.668942101,45.06264009
864,17,7,7.668942101,45.06264009
864,18,2,7.668942101,45.06264009
864,20,3,7.668942101,45.06264009
864,21,2,7.668942101,45.06264009
864,23,1,7.668942101,45.06264009
865,0,3,7.675295855,45.06264009
865,1,1,7.675295855,45.06264009
865,2,2,7.675295855,45.06264009
865,5,1,7.675295855,45.06264009
865,6,1,7.675295855,45.06264009
865,7,1,7.675295855,45.06264009
865,8,1,7.675295855,45.06264009
865,9,6,7.675295855,45.06264009
865,10,5,7.675295855,45.06264009
865,11,5,7.675295855,45.06264009
865,12,3,7.675295855,45.06264009
865,13,3,7.675295855,45.06264009
865,14,1,7.675295855,45.06264009
865,15,4,7.675295855,45.06264009
865,16,2,7.675295855,45.06264009
865,17,3,7.675295855,45.06264009
865,18,5,7.675295855,45.06264009
865,19,2,7.675295855,45.06264009
865,20,3,7.675295855,45.06264009
865,21,2,7.675295855,45.06264009
865,22,2,7.675295855,45.06264009
865,23,3,7.675295855,45.06264009
866,5,1,7.681649608,45.06264009
866,6,1,7.681649608,45.06264009
866,8,1,7.681649608,45.06264009
866,9,2,7.681649608,45.06264009
866,11,2,7.681649608,45.06264009
866,13,4,7.681649608,45.06264009
866,14,1,7.681649608,45.06264009
866,15,1,7.681649608,45.06264009
866,17,1,7.681649608,45.06264009
866,19,2,7.681649608,45.06264009
866,20,1,7.681649608,45.06264009
866,21,3,7.681649608,45.06264009
866,22,2,7.681649608,45.06264009
866,23,3,7.681649608,45.06264009
867,6,1,7.688003361,45.06264009
867,7,1,7.688003361,45.06264009
867,9,1,7.688003361,45.06264009
867,10,6,7.688003361,45.06264009
867,11,1,7.688003361,45.06264009
867,12,2,7.688003361,45.06264009
867,14,4,7.688003361,45.06264009
867,15,3,7.688003361,45.06264009
867,16,1,7.688003361,45.06264009
867,17,6,7.688003361,45.06264009
867,18,1,7.688003361,45.06264009
867,20,5,7.688003361,45.06264009
867,21,2,7.688003361,45.06264009
867,22,2,7.688003361,45.06264009
867,23,1,7.688003361,45.06264009
868,0,1,7.694357114,45.06264009
868,1,2,7.694357114,45.06264009
868,8,1,7.694357114,45.06264009
868,9,1,7.694357114,45.06264009
868,10,3,7.694357114,45.06264009
868,11,2,7.694357114,45.06264009
868,12,1,7.694357114,45.06264009
868,13,4,7.694357114,45.06264009
868,14,1,7.694357114,45.06264009
868,15,1,7.694357114,45.06264009
868,16,1,7.694357114,45.06264009
868,17,3,7.694357114,45.06264009
868,18,5,7.694357114,45.06264009
868,19,1,7.694357114,45.06264009
868,20,1,7.694357114,45.06264009
868,21,4,7.694357114,45.06264009
869,5,1,7.700710868,45.06264009
869,12,2,7.700710868,45.06264009
869,13,2,7.700710868,45.06264009
869,14,1,7.700710868,45.06264009
869,15,2,7.700710868,45.06264009
869,16,3,7.700710868,45.06264009
869,18,2,7.700710868,45.06264009
869,19,1,7.700710868,45.06264009
869,20,1,7.700710868,45.06264009
869,22,2,7.700710868,45.06264009
870,14,1,7.707064621,45.06264009
870,15,1,7.707064621,45.06264009
870,16,1,7.707064621,45.06264009
870,17,2,7.707064621,45.06264009
870,18,2,7.707064621,45.06264009
870,20,2,7.707064621,45.06264009
871,0,2,7.713418374,45.06264009
871,12,1,7.713418374,45.06264009
871,17,1,7.713418374,45.06264009
871,18,3,7.713418374,45.06264009
871,20,1,7.713418374,45.06264009
871,22,1,7.713418374,45.06264009
871,23,2,7.713418374,45.06264009
872,2,1,7.719772127,45.06264009
872,12,2,7.719772127,45.06264009
872,14,1,7.719772127,45.06264009
872,18,1,7.719772127,45.06264009
872,19,1,7.719772127,45.06264009
872,21,1,7.719772127,45.06264009
872,22,1,7.719772127,45.06264009
872,23,1,7.719772127,45.06264009
895,0,1,7.611758322,45.06713529
895,6,1,7.611758322,45.06713529
895,9,1,7.611758322,45.06713529
895,10,1,7.611758322,45.06713529
895,11,1,7.611758322,45.06713529
895,12,1,7.611758322,45.06713529
895,13,1,7.611758322,45.06713529
895,14,1,7.611758322,45.06713529
895,16,2,7.611758322,45.06713529
895,17,1,7.611758322,45.06713529
895,20,3,7.611758322,45.06713529
895,23,1,7.611758322,45.06713529
896,8,1,7.618112075,45.06713529
896,10,2,7.618112075,45.06713529
896,11,1,7.618112075,45.06713529
896,13,1,7.618112075,45.06713529
896,16,1,7.618112075,45.06713529
896,18,1,7.618112075,45.06713529
896,19,1,7.618112075,45.06713529
896,21,3,7.618112075,45.06713529
897,9,1,7.624465829,45.06713529
897,17,2,7.624465829,45.06713529
897,18,2,7.624465829,45.06713529
898,10,1,7.630819582,45.06713529
898,16,2,7.630819582,45.06713529
898,20,1,7.630819582,45.06713529
898,21,1,7.630819582,45.06713529
898,23,1,7.630819582,45.06713529
899,0,1,7.637173335,45.06713529
899,11,1,7.637173335,45.06713529
899,12,1,7.637173335,45.06713529
899,13,2,7.637173335,45.06713529
899,15,1,7.637173335,45.06713529
899,17,3,7.637173335,45.06713529
899,18,1,7.637173335,45.06713529
899,19,1,7.637173335,45.06713529
899,20,2,7.637173335,45.06713529
899,23,1,7.637173335,45.06713529
900,3,1,7.643527088,45.06713529
900,5,1,7.643527088,45.06713529
900,8,1,7.643527088,45.06713529
900,10,1,7.643527088,45.06713529
900,12,2,7.643527088,45.06713529
900,15,1,7.643527088,45.06713529
900,19,2,7.643527088,45.06713529
900,20,3,7.643527088,45.06713529
900,23,2,7.643527088,45.06713529
901,0,1,7.649880842,45.06713529
901,2,1,7.649880842,45.06713529
901,5,1,7.649880842,45.06713529
901,8,1,7.649880842,45.06713529
901,10,1,7.649880842,45.06713529
901,12,1,7.649880842,45.06713529
901,15,1,7.649880842,45.06713529
901,16,1,7.649880842,45.06713529
901,18,1,7.649880842,45.06713529
901,20,2,7.649880842,45.06713529
901,21,1,7.649880842,45.06713529
901,23,3,7.649880842,45.06713529
902,0,2,7.656234595,45.06713529
902,2,1,7.656234595,45.06713529
902,3,1,7.656234595,45.06713529
902,9,1,7.656234595,45.06713529
902,11,1,7.656234595,45.06713529
902,14,2,7.656234595,45.06713529
902,15,1,7.656234595,45.06713529
902,17,1,7.656234595,45.06713529
902,19,2,7.656234595,45.06713529
902,20,1,7.656234595,45.06713529
902,22,1,7.656234595,45.06713529
903,0,1,7.662588348,45.06713529
903,1,3,7.662588348,45.06713529
903,4,2,7.662588348,45.06713529
903,5,1,7.662588348,45.06713529
903,6,2,7.662588348,45.06713529
903,7,4,7.662588348,45.06713529
903,8,3,7.662588348,45.06713529
903,9,3,7.662588348,45.06713529
903,10,2,7.662588348,45.06713529
903,11,2,7.662588348,45.06713529
903,12,6,7.662588348,45.06713529
903,13,1,7.662588348,45.06713529
903,14,3,7.662588348,45.06713529
903,15,3,7.662588348,45.06713529
903,16,4,7.662588348,45.06713529
903,18,6,7.662588348,45.06713529
903,19,2,7.662588348,45.06713529
903,21,1,7.662588348,45.06713529
903,23,1,7.662588348,45.06713529
904,1,2,7.668942101,45.06713529
904,2,2,7.668942101,45.06713529
904,5,1,7.668942101,45.06713529
904,6,3,7.668942101,45.06713529
904,8,1,7.668942101,45.06713529
904,9,3,7.668942101,45.06713529
904,10,1,7.668942101,45.06713529
904,11,2,7.668942101,45.06713529
904,12,4,7.668942101,45.06713529
904,13,1,7.668942101,45.06713529
904,14,4,7.668942101,45.06713529
904,15,1,7.668942101,45.06713529
904,16,7,7.668942101,45.06713529
904,17,1,7.668942101,45.06713529
904,18,4,7.668942101,45.06713529
904,19,7,7.668942101,45.06713529
904,20,1,7.668942101,45.06713529
904,22,2,7.668942101,45.06713529
905,8,2,7.675295855,45.06713529
905,9,3,7.675295855,45.06713529
905,10,2,7.675295855,45.06713529
905,11,6,7.675295855,45.06713529
905,12,2,7.675295855,45.06713529
905,13,2,7.675295855,45.06713529
905,14,1,7.675295855,45.06713529
905,15,2,7.675295855,45.06713529
905,16,1,7.675295855,45.06713529
905,17,2,7.675295855,45.06713529
905,18,5,7.675295855,45.06713529
905,20,3,7.675295855,45.06713529
905,21,3,7.675295855,45.06713529
905,22,2,7.675295855,45.06713529
906,5,1,7.681649608,45.06713529
906,8,1,7.681649608,45.06713529
906,9,2,7.681649608,45.06713529
906,10,1,7.681649608,45.06713529
906,12,2,7.681649608,45.06713529
906,13,2,7.681649608,45.06713529
906,14,1,7.681649608,45.06713529
906,16,1,7.681649608,45.06713529
906,20,1,7.681649608,45.06713529
907,4,1,7.688003361,45.06713529
907,6,1,7.688003361,45.06713529
907,8,1,7.688003361,45.06713529
907,9,5,7.688003361,45.06713529
907,11,1,7.688003361,45.06713529
907,14,1,7.688003361,45.06713529
907,15,2,7.688003361,45.06713529
907,22,1,7.688003361,45.06713529
907,23,3,7.688003361,45.06713529
908,0,2,7.694357114,45.06713529
908,1,2,7.694357114,45.06713529
908,3,1,7.694357114,45.06713529
908,8,1,7.694357114,45.06713529
908,11,2,7.694357114,45.06713529
908,12,2,7.694357114,45.06713529
908,14,4,7.694357114,45.06713529
908,15,2,7.694357114,45.06713529
908,16,3,7.694357114,45.06713529
908,17,7,7.694357114,45.06713529
908,18,3,7.694357114,45.06713529
908,19,2,7.694357114,45.06713529
908,20,1,7.694357114,45.06713529
908,23,2,7.694357114,45.06713529
909,0,1,7.700710868,45.06713529
909,1,4,7.700710868,45.06713529
909,10,2,7.700710868,45.06713529
909,11,1,7.700710868,45.06713529
909,12,2,7.700710868,45.06713529
909,14,1,7.700710868,45.06713529
909,18,2,7.700710868,45.06713529
909,19,2,7.700710868,45.06713529
909,20,4,7.700710868,45.06713529
909,21,2,7.700710868,45.06713529
909,22,2,7.700710868,45.06713529
910,1,1,7.707064621,45.06713529
910,6,1,7.707064621,45.06713529
910,8,2,7.707064621,45.06713529
910,12,1,7.707064621,45.06713529
910,18,2,7.707064621,45.06713529
910,19,2,7.707064621,45.06713529
910,20,2,7.707064621,45.06713529
911,1,1,7.713418374,45.06713529
911,2,1,7.713418374,45.06713529
911,8,1,7.713418374,45.06713529
911,13,1,7.713418374,45.06713529
911,17,1,7.713418374,45.06713529
912,7,1,7.719772127,45.06713529
912,10,1,7.719772127,45.06713529
912,11,4,7.719772127,45.06713529
912,13,2,7.719772127,45.06713529
912,14,1,7.719772127,45.06713529
912,16,2,7.719772127,45.06713529
912,17,2,7.719772127,45.06713529
912,18,1,7.719772127,45.06713529
912,19,1,7.719772127,45.06713529
913,9,1,7.726125881,45.06713529
913,12,1,7.726125881,45.06713529
913,16,1,7.726125881,45.06713529
913,17,2,7.726125881,45.06713529
934,12,2,7.605404569,45.07163048
934,13,1,7.605404569,45.07163048
934,14,1,7.605404569,45.07163048
934,15,2,7.605404569,45.07163048
934,16,4,7.605404569,45.07163048
934,17,1,7.605404569,45.07163048
934,18,2,7.605404569,45.07163048
934,19,1,7.605404569,45.07163048
934,20,1,7.605404569,45.07163048
934,21,2,7.605404569,45.07163048
934,22,1,7.605404569,45.07163048
935,2,1,7.611758322,45.07163048
935,11,2,7.611758322,45.07163048
935,16,1,7.611758322,45.07163048
935,18,2,7.611758322,45.07163048
935,19,2,7.611758322,45.07163048
936,0,1,7.618112075,45.07163048
936,1,1,7.618112075,45.07163048
936,2,1,7.618112075,45.07163048
936,9,1,7.618112075,45.07163048
936,11,1,7.618112075,45.07163048
936,13,2,7.618112075,45.07163048
936,15,2,7.618112075,45.07163048
936,16,2,7.618112075,45.07163048
936,18,1,7.618112075,45.07163048
936,20,4,7.618112075,45.07163048
936,21,2,7.618112075,45.07163048
937,10,1,7.624465829,45.07163048
937,11,1,7.624465829,45.07163048
937,14,3,7.624465829,45.07163048
937,15,2,7.624465829,45.07163048
937,17,1,7.624465829,45.07163048
937,19,1,7.624465829,45.07163048
937,20,2,7.624465829,45.07163048
938,1,1,7.630819582,45.07163048
938,11,1,7.630819582,45.07163048
938,16,1,7.630819582,45.07163048
938,18,3,7.630819582,45.07163048
938,19,1,7.630819582,45.07163048
938,22,1,7.630819582,45.07163048
939,2,1,7.637173335,45.07163048
939,10,1,7.637173335,45.07163048
939,11,1,7.637173335,45.07163048
939,13,2,7.637173335,45.07163048
939,14,1,7.637173335,45.07163048
939,15,5,7.637173335,45.07163048
939,16,2,7.637173335,45.07163048
939,17,1,7.637173335,45.07163048
939,18,2,7.637173335,45.07163048
939,20,1,7.637173335,45.07163048
939,21,1,7.637173335,45.07163048
939,22,1,7.637173335,45.07163048
939,23,2,7.637173335,45.07163048
940,1,1,7.643527088,45.07163048
940,2,1,7.643527088,45.07163048
940,3,1,7.643527088,45.07163048
940,9,1,7.643527088,45.07163048
940,10,2,7.643527088,45.07163048
940,12,4,7.643527088,45.07163048
940,15,1,7.643527088,45.07163048
940,16,5,7.643527088,45.07163048
940,17,1,7.643527088,45.07163048
940,18,5,7.643527088,45.07163048
940,19,2,7.643527088,45.07163048
940,20,3,7.643527088,45.07163048
940,21,3,7.643527088,45.07163048
940,23,1,7.643527088,45.07163048
941,0,1,7.649880842,45.07163048
941,2,2,7.649880842,45.07163048
941,3,1,7.649880842,45.07163048
941,4,1,7.649880842,45.07163048
941,7,1,7.649880842,45.07163048
941,9,1,7.649880842,45.07163048
941,12,1,7.649880842,45.07163048
941,15,1,7.649880842,45.07163048
941,16,3,7.649880842,45.07163048
941,17,1,7.649880842,45.07163048
941,20,5,7.649880842,45.07163048
941,22,1,7.649880842,45.07163048
942,2,1,7.656234595,45.07163048
942,4,1,7.656234595,45.07163048
942,10,2,7.656234595,45.07163048
942,11,2,7.656234595,45.07163048
942,13,1,7.656234595,45.07163048
942,15,1,7.656234595,45.07163048
942,16,1,7.656234595,45.07163048
942,18,1,7.656234595,45.07163048
942,19,2,7.656234595,45.07163048
942,23,3,7.656234595,45.07163048
943,0,4,7.662588348,45.07163048
943,1,2,7.662588348,45.07163048
943,5,1,7.662588348,45.07163048
943,6,1,7.662588348,45.07163048
943,8,1,7.662588348,45.07163048
943,9,1,7.662588348,45.07163048
943,10,2,7.662588348,45.07163048
943,11,1,7.662588348,45.07163048
943,12,1,7.662588348,45.07163048
943,13,1,7.662588348,45.07163048
943,14,3,7.662588348,45.07163048
943,16,4,7.662588348,45.07163048
943,17,3,7.662588348,45.07163048
943,18,4,7.662588348,45.07163048
943,20,2,7.662588348,45.07163048
943,21,2,7.662588348,45.07163048
943,22,1,7.662588348,45.07163048
944,0,2,7.668942101,45.07163048
944,1,2,7.668942101,45.07163048
944,3,1,7.668942101,45.07163048
944,4,1,7.668942101,45.07163048
944,6,2,7.668942101,45.07163048
944,7,4,7.668942101,45.07163048
944,8,2,7.668942101,45.07163048
944,9,1,7.668942101,45.07163048
944,10,3,7.668942101,45.07163048
944,11,1,7.668942101,45.07163048
944,12,1,7.668942101,45.07163048
944,13,1,7.668942101,45.07163048
944,14,1,7.668942101,45.07163048
944,16,6,7.668942101,45.07163048
944,17,5,7.668942101,45.07163048
944,18,1,7.668942101,45.07163048
944,19,4,7.668942101,45.07163048
944,21,4,7.668942101,45.07163048
944,22,2,7.668942101,45.07163048
944,23,2,7.668942101,45.07163048
945,0,2,7.675295855,45.07163048
945,7,1,7.675295855,45.07163048
945,8,3,7.675295855,45.07163048
945,9,4,7.675295855,45.07163048
945,10,1,7.675295855,45.07163048
945,11,5,7.675295855,45.07163048
945,12,5,7.675295855,45.07163048
945,13,3,7.675295855,45.07163048
945,14,3,7.675295855,45.07163048
945,15,3,7.675295855,45.07163048
945,16,1,7.675295855,45.07163048
945,17,4,7.675295855,45.07163048
945,18,2,7.675295855,45.07163048
945,19,3,7.675295855,45.07163048
945,20,5,7.675295855,45.07163048
945,21,6,7.675295855,45.07163048
945,23,2,7.675295855,45.07163048
946,0,1,7.681649608,45.07163048
946,8,1,7.681649608,45.07163048
946,9,1,7.681649608,45.07163048
946,10,1,7.681649608,45.07163048
946,11,4,7.681649608,45.07163048
946,17,2,7.681649608,45.07163048
946,19,1,7.681649608,45.07163048
946,20,3,7.681649608,45.07163048
946,21,1,7.681649608,45.07163048
947,9,1,7.688003361,45.07163048
947,11,2,7.688003361,45.07163048
947,12,1,7.688003361,45.07163048
947,13,1,7.688003361,45.07163048
947,14,2,7.688003361,45.07163048
947,15,1,7.688003361,45.07163048
947,17,1,7.688003361,45.07163048
947,20,3,7.688003361,45.07163048
947,21,2,7.688003361,45.07163048
947,22,1,7.688003361,45.07163048
948,2,1,7.694357114,45.07163048
948,4,1,7.694357114,45.07163048
948,5,1,7.694357114,45.07163048
948,6,1,7.694357114,45.07163048
948,10,2,7.694357114,45.07163048
948,11,1,7.694357114,45.07163048
948,14,2,7.694357114,45.07163048
948,16,5,7.694357114,45.07163048
948,18,3,7.694357114,45.07163048
948,19,3,7.694357114,45.07163048
949,1,1,7.700710868,45.07163048
949,11,1,7.700710868,45.07163048
949,13,1,7.700710868,45.07163048
949,15,1,7.700710868,45.07163048
949,16,1,7.700710868,45.07163048
949,20,2,7.700710868,45.07163048
950,13,1,7.707064621,45.07163048
950,19,1,7.707064621,45.07163048
951,12,1,7.713418374,45.07163048
951,13,1,7.713418374,45.07163048
951,20,2,7.713418374,45.07163048
952,0,1,7.719772127,45.07163048
952,9,1,7.719772127,45.07163048
952,11,1,7.719772127,45.07163048
953,0,1,7.726125881,45.07163048
953,10,1,7.726125881,45.07163048
953,12,1,7.726125881,45.07163048
953,13,1,7.726125881,45.07163048
953,19,1,7.726125881,45.07163048
976,18,1,7.618112075,45.07612568
977,3,1,7.624465829,45.07612568
977,10,1,7.624465829,45.07612568
977,13,1,7.624465829,45.07612568
977,18,1,7.624465829,45.07612568
978,15,2,7.630819582,45.07612568
978,16,1,7.630819582,45.07612568
978,17,1,7.630819582,45.07612568
978,19,1,7.630819582,45.07612568
978,20,1,7.630819582,45.07612568
979,2,1,7.637173335,45.07612568
979,9,1,7.637173335,45.07612568
979,15,1,7.637173335,45.07612568
979,19,3,7.637173335,45.07612568
979,20,1,7.637173335,45.07612568
979,23,1,7.637173335,45.07612568
980,0,1,7.643527088,45.07612568
980,4,1,7.643527088,45.07612568
980,10,1,7.643527088,45.07612568
980,11,1,7.643527088,45.07612568
980,16,1,7.643527088,45.07612568
980,18,3,7.643527088,45.07612568
980,20,1,7.643527088,45.07612568
981,0,2,7.649880842,45.07612568
981,1,1,7.649880842,45.07612568
981,3,1,7.649880842,45.07612568
981,9,1,7.649880842,45.07612568
981,10,1,7.649880842,45.07612568
981,11,1,7.649880842,45.07612568
981,13,1,7.649880842,45.07612568
981,15,1,7.649880842,45.07612568
981,16,1,7.649880842,45.07612568
981,17,2,7.649880842,45.07612568
981,18,2,7.649880842,45.07612568
981,19,1,7.649880842,45.07612568
981,20,4,7.649880842,45.07612568
982,0,1,7.656234595,45.07612568
982,2,1,7.656234595,45.07612568
982,11,1,7.656234595,45.07612568
982,13,2,7.656234595,45.07612568
982,16,2,7.656234595,45.07612568
982,18,5,7.656234595,45.07612568
982,19,1,7.656234595,45.07612568
982,20,1,7.656234595,45.07612568
982,22,1,7.656234595,45.07612568
982,23,1,7.656234595,45.07612568
983,0,1,7.662588348,45.07612568
983,9,1,7.662588348,45.07612568
983,11,1,7.662588348,45.07612568
983,13,1,7.662588348,45.07612568
983,15,3,7.662588348,45.07612568
983,16,2,7.662588348,45.07612568
983,17,3,7.662588348,45.07612568
983,18,2,7.662588348,45.07612568
983,19,3,7.662588348,45.07612568
983,21,1,7.662588348,45.07612568
984,2,1,7.668942101,45.07612568
984,4,1,7.668942101,45.07612568
984,5,1,7.668942101,45.07612568
984,9,1,7.668942101,45.07612568
984,11,1,7.668942101,45.07612568
984,12,2,7.668942101,45.07612568
984,14,1,7.668942101,45.07612568
984,15,2,7.668942101,45.07612568
984,16,1,7.668942101,45.07612568
984,17,2,7.668942101,45.07612568
984,18,1,7.668942101,45.07612568
984,20,3,7.668942101,45.07612568
984,21,2,7.668942101,45.07612568
984,22,1,7.668942101,45.07612568
985,0,1,7.675295855,45.07612568
985,1,1,7.675295855,45.07612568
985,9,2,7.675295855,45.07612568
985,10,4,7.675295855,45.07612568
985,11,6,7.675295855,45.07612568
985,12,3,7.675295855,45.07612568
985,14,2,7.675295855,45.07612568
985,15,1,7.675295855,45.07612568
985,17,3,7.675295855,45.07612568
985,18,3,7.675295855,45.07612568
985,19,2,7.675295855,45.07612568
985,20,1,7.675295855,45.07612568
985,22,1,7.675295855,45.07612568
985,23,2,7.675295855,45.07612568
986,3,1,7.681649608,45.07612568
986,8,1,7.681649608,45.07612568
986,9,1,7.681649608,45.07612568
986,10,2,7.681649608,45.07612568
986,12,1,7.681649608,45.07612568
986,13,2,7.681649608,45.07612568
986,16,2,7.681649608,45.07612568
986,17,2,7.681649608,45.07612568
986,18,3,7.681649608,45.07612568
986,22,1,7.681649608,45.07612568
986,23,3,7.681649608,45.07612568
987,1,3,7.688003361,45.07612568
987,2,1,7.688003361,45.07612568
987,6,1,7.688003361,45.07612568
987,8,2,7.688003361,45.07612568
987,12,2,7.688003361,45.07612568
987,14,1,7.688003361,45.07612568
987,17,1,7.688003361,45.07612568
987,19,1,7.688003361,45.07612568
988,2,1,7.694357114,45.07612568
988,11,1,7.694357114,45.07612568
988,13,1,7.694357114,45.07612568
988,15,1,7.694357114,45.07612568
988,17,1,7.694357114,45.07612568
988,20,1,7.694357114,45.07612568
988,21,2,7.694357114,45.07612568
989,4,1,7.700710868,45.07612568
989,14,3,7.700710868,45.07612568
991,12,1,7.713418374,45.07612568
1016,3,1,7.618112075,45.08062088
1016,12,1,7.618112075,45.08062088
1016,13,1,7.618112075,45.08062088
1016,18,1,7.618112075,45.08062088
1017,3,1,7.624465829,45.08062088
1017,10,1,7.624465829,45.08062088
1017,16,2,7.624465829,45.08062088
1017,17,1,7.624465829,45.08062088
1017,19,1,7.624465829,45.08062088
1018,11,2,7.630819582,45.08062088
1018,14,1,7.630819582,45.08062088
1018,15,1,7.630819582,45.08062088
1018,16,2,7.630819582,45.08062088
1018,19,1,7.630819582,45.08062088
1019,4,3,7.637173335,45.08062088
1019,10,1,7.637173335,45.08062088
1019,12,1,7.637173335,45.08062088
1019,17,2,7.637173335,45.08062088
1019,21,1,7.637173335,45.08062088
1020,14,1,7.643527088,45.08062088
1020,15,1,7.643527088,45.08062088
1020,16,1,7.643527088,45.08062088
1020,19,1,7.643527088,45.08062088
1020,22,2,7.643527088,45.08062088
1021,10,1,7.649880842,45.08062088
1021,17,2,7.649880842,45.08062088
1021,18,2,7.649880842,45.08062088
1021,19,1,7.649880842,45.08062088
1021,21,1,7.649880842,45.08062088
1022,2,1,7.656234595,45.08062088
1022,6,1,7.656234595,45.08062088
1022,12,1,7.656234595,45.08062088
1022,14,1,7.656234595,45.08062088
1022,16,1,7.656234595,45.08062088
1022,17,1,7.656234595,45.08062088
1022,18,1,7.656234595,45.08062088
1022,20,1,7.656234595,45.08062088
1022,21,1,7.656234595,45.08062088
1022,22,1,7.656234595,45.08062088
1023,0,1,7.662588348,45.08062088
1023,2,1,7.662588348,45.08062088
1023,3,1,7.662588348,45.08062088
1023,6,3,7.662588348,45.08062088
1023,7,1,7.662588348,45.08062088
1023,10,1,7.662588348,45.08062088
1023,11,1,7.662588348,45.08062088
1023,13,1,7.662588348,45.08062088
1023,14,1,7.662588348,45.08062088
1023,15,1,7.662588348,45.08062088
1023,16,2,7.662588348,45.08062088
1023,17,2,7.662588348,45.08062088
1023,18,1,7.662588348,45.08062088
1023,19,2,7.662588348,45.08062088
1023,20,3,7.662588348,45.08062088
1023,21,1,7.662588348,45.08062088
1023,22,1,7.662588348,45.08062088
1023,23,2,7.662588348,45.08062088
1024,0,2,7.668942101,45.08062088
1024,1,2,7.668942101,45.08062088
1024,10,1,7.668942101,45.08062088
1024,11,2,7.668942101,45.08062088
1024,12,3,7.668942101,45.08062088
1024,13,2,7.668942101,45.08062088
1024,14,1,7.668942101,45.08062088
1024,15,1,7.668942101,45.08062088
1024,16,1,7.668942101,45.08062088
1024,17,1,7.668942101,45.08062088
1024,19,1,7.668942101,45.08062088
1024,20,1,7.668942101,45.08062088
1024,21,1,7.668942101,45.08062088
1025,1,2,7.675295855,45.08062088
1025,4,1,7.675295855,45.08062088
1025,11,1,7.675295855,45.08062088
1025,18,1,7.675295855,45.08062088
1025,19,1,7.675295855,45.08062088
1025,20,2,7.675295855,45.08062088
1026,3,1,7.681649608,45.08062088
1026,10,2,7.681649608,45.08062088
1026,11,1,7.681649608,45.08062088
1026,13,2,7.681649608,45.08062088
1026,14,1,7.681649608,45.08062088
1026,16,1,7.681649608,45.08062088
1026,19,1,7.681649608,45.08062088
1026,21,1,7.681649608,45.08062088
1026,22,1,7.681649608,45.08062088
1027,0,1,7.688003361,45.08062088
1027,2,2,7.688003361,45.08062088
1027,4,1,7.688003361,45.08062088
1027,15,3,7.688003361,45.08062088
1027,17,1,7.688003361,45.08062088
1027,19,2,7.688003361,45.08062088
1028,0,3,7.694357114,45.08062088
1028,3,1,7.694357114,45.08062088
1028,9,2,7.694357114,45.08062088
1028,13,4,7.694357114,45.08062088
1028,18,1,7.694357114,45.08062088
1029,10,1,7.700710868,45.08062088
1029,12,1,7.700710868,45.08062088
1061,14,1,7.649880842,45.08511607
1061,16,1,7.649880842,45.08511607
1062,7,1,7.656234595,45.08511607
1062,9,1,7.656234595,45.08511607
1062,13,1,7.656234595,45.08511607
1063,7,1,7.662588348,45.08511607
1063,12,1,7.662588348,45.08511607
1063,14,1,7.662588348,45.08511607
1063,17,2,7.662588348,45.08511607
1064,7,1,7.668942101,45.08511607
1064,11,1,7.668942101,45.08511607
1064,12,1,7.668942101,45.08511607
1064,14,1,7.668942101,45.08511607
1064,16,1,7.668942101,45.08511607
1064,18,1,7.668942101,45.08511607
1064,19,1,7.668942101,45.08511607
1064,21,2,7.668942101,45.08511607
1064,22,1,7.668942101,45.08511607
1065,10,1,7.675295855,45.08511607
