Days,Hours,latitude,longitude
12,22,45.08261,7.65226
12,22,45.05204,7.66089
12,22,45.09829,7.70103
12,22,45.06928,7.68815
12,22,45.05591,7.65572
12,22,45.04937,7.63321
12,22,45.0568,7.64777
12,22,45.05625,7.67696
12,22,45.09912,7.65761
12,22,45.06098,7.66194
12,22,45.06215,7.68976
12,22,45.04167,7.64781
12,22,45.06343,7.70065
12,22,45.01727,7.65132
12,22,45.0572,7.6378
12,22,45.04886,7.67339
12,22,45.04885,7.62932
12,22,45.0605,7.68025
12,22,45.07554,7.64612
12,22,45.06735,7.72086
12,22,45.05687,7.68315
12,22,45.07381,7.67606
12,22,45.06541,7.64789
12,22,45.07488,7.6314
12,22,45.0359,7.62252
12,22,45.10143,7.64147
12,22,45.06048,7.65826
12,22,45.07442,7.67155
12,22,45.01486,7.63777
12,22,45.07713,7.68639
12,22,45.07945,7.65868
12,22,45.05243,7.66261
12,22,45.05443,7.6485
12,22,45.07345,7.68175
12,22,45.08612,7.67645
12,22,45.10623,7.65212
12,22,45.0692,7.72396
12,22,45.0661,7.63355
12,22,45.0608,7.67098
12,22,45.07597,7.72221
12,22,45.06701,7.66217
12,22,45.06562,7.66716
12,22,45.04135,7.62407
12,22,45.07024,7.70721
12,22,45.05243,7.65828
12,22,45.07002,7.64814
12,22,45.0189,7.64616
12,22,45.04418,7.64869
12,22,45.05473,7.67588
12,22,45.05802,7.65702
12,22,45.03416,7.64768
12,22,45.0609,7.70596
12,22,45.01908,7.66435
12,22,45.07177,7.67697
12,22,45.09441,7.67884
12,22,45.02895,7.64392
12,22,45.06666,7.62222
12,22,45.05923,7.66019
12,22,45.07252,7.62292
12,22,45.07866,7.65645
12,22,45.05972,7.69536
12,22,45.06119,7.7066
12,22,45.07373,7.63104
12,22,45.07948,7.62353
12,22,45.10588,7.65075
12,22,45.04083,7.66977
12,22,45.08178,7.67445
12,22,45.05449,7.66308
12,22,45.04061,7.62896
12,22,45.06924,7.63906
12,22,45.05495,7.63157
12,22,45.06384,7.70248
12,22,45.02036,7.64472
12,22,45.04073,7.64061
12,22,45.09829,7.70103
12,22,45.08723,7.69674
12,22,45.05779,7.65915
12,22,45.04755,7.66282
12,22,45.04166,7.68252
12,22,45.07559,7.72301
12,22,45.10321,7.6707
12,22,45.0676,7.71372
12,22,45.05494,7.66218
12,22,45.04486,7.64368
12,22,45.07978,7.64998
12,22,45.05779,7.65915
12,22,45.10057,7.67843
12,22,45.05935,7.67791
12,22,45.10236,7.69761
12,22,45.08227,7.68118
12,22,45.059,7.68381
12,22,45.10116,7.66573
12,22,45.08538,7.69161
12,22,45.05243,7.65828
12,22,45.07352,7.68176
12,22,45.01226,7.65717
12,22,45.10293,7.65916
12,22,45.07247,7.66358
12,23,45.05033,7.67993
12,23,45.06896,7.66682
12,23,45.07493,7.62749
12,23,45.07206,7.71143
12,23,45.07643,7.67418
