Days,Hours,latitude,longitude
12,0,45.06982,7.69175
12,0,45.08483,7.67514
12,0,45.06521,7.6522
12,0,45.1109,7.64808
12,0,45.06581,7.64949
12,0,45.07051,7.69747
12,0,45.02705,7.64772
12,0,45.04444,7.67337
12,0,45.02078,7.65939
12,0,45.07155,7.661
12,0,45.06919,7.70776
12,0,45.07281,7.71891
12,0,45.05852,7.66502
12,0,45.07511,7.61918
12,0,45.07933,7.63786
12,0,45.0713,7.69599
12,0,45.05844,7.66783
12,0,45.07078,7.66208
12,0,45.10436,7.673
12,0,45.07093,7.69314
12,0,45.05556,7.65651
12,0,45.0809,7.65771
12,0,45.0793,7.69324
12,0,45.06129,7.6826
12,0,45.06058,7.66188
12,0,45.06102,7.66211
12,0,45.0801,7.66902
12,0,45.07637,7.67515
12,0,45.07437,7.66627
12,0,45.10281,7.65346
12,0,45.0636,7.66382
12,0,45.07002,7.61037
12,0,45.10623,7.65212
12,0,45.08141,7.65291
12,0,45.05682,7.66985
12,0,45.08436,7.66692
12,0,45.07287,7.69238
12,0,45.07247,7.71582
12,0,45.07398,7.67562
12,0,45.05329,7.66731
12,0,45.06857,7.62302
12,0,45.07637,7.67787
12,0,45.07558,7.69428
12,0,45.08208,7.65595
12,0,45.07493,7.72495
12,0,45.08422,7.65215
12,0,45.07511,7.61918
12,0,45.01869,7.63926
12,0,45.0788,7.65837
12,0,45.1109,7.64808
12,0,45.02954,7.66697
12,0,45.03962,7.6681
12,0,45.07239,7.63775
12,0,45.06396,7.65407
12,0,45.10549,7.69858
12,0,45.0729,7.6946
12,0,45.05698,7.6652
12,0,45.04885,7.6801
12,0,45.08762,7.68481
12,0,45.07754,7.70928
12,0,45.05463,7.65662
12,0,45.07177,7.66185
12,0,45.06626,7.69073
12,0,45.03716,7.61908
12,1,45.05461,7.65978
12,1,45.09223,7.69386
12,1,45.03731,7.66976
12,1,45.09858,7.66592
12,1,45.0657,7.68574
12,1,45.05302,7.67797
12,1,45.06654,7.69763
12,1,45.01622,7.62422
12,1,45.06902,7.66367
12,1,45.0742,7.67137
12,1,45.06007,7.66691
12,1,45.06923,7.69601
12,1,45.06857,7.64667
12,1,45.09928,7.70414
12,1,45.07281,7.71891
12,1,45.06979,7.6642
12,1,45.07362,7.67593
12,1,45.10278,7.67465
12,1,45.07722,7.67708
12,1,45.07667,7.6397
12,1,45.10265,7.69898
12,1,45.10623,7.65212
12,1,45.10527,7.66249
12,1,45.1109,7.64808
12,1,45.06683,7.67104
12,1,45.07823,7.69776
12,1,45.1109,7.64808
12,1,45.08261,7.67415
12,1,45.10623,7.65212
12,1,45.05017,7.66213
12,1,45.07051,7.65521
12,1,45.09398,7.65634
12,1,45.06888,7.66349
12,1,45.08837,7.66772
12,1,45.07616,7.72298
12,2,45.0647,7.6421
12,2,45.1109,7.64808
12,2,45.04444,7.67337
12,2,45.03956,7.64681
12,2,45.08074,7.66842
12,2,45.1109,7.64808
12,2,45.1109,7.64808
12,2,45.05018,7.68213
12,2,45.10564,7.66001
12,2,45.05575,7.66343
12,2,45.07777,7.64633
12,2,45.06494,7.65612
12,2,45.10623,7.65212
12,2,45.10588,7.65075
12,2,45.02384,7.64065
12,2,45.10623,7.65212
12,2,45.1109,7.64808
12,2,45.04209,7.67484
12,2,45.07738,7.66644
12,2,45.05961,7.65141
12,2,45.05953,7.68505
12,2,45.0531,7.67789
12,2,45.06516,7.64903
12,2,45.05266,7.64796
12,2,45.05912,7.6414
12,3,45.06603,7.71534
12,3,45.1109,7.64808
12,3,45.06644,7.67667
12,3,45.10623,7.65212
12,3,45.06208,7.62505
12,3,45.06249,7.64909
12,3,45.05574,7.64349
12,3,45.0889,7.69948
12,3,45.10588,7.65075
12,3,45.06832,7.63802
12,3,45.06249,7.64909
12,3,45.10623,7.65212
12,3,45.08083,7.61994
12,3,45.06558,7.71195
12,3,45.10969,7.65295
12,3,45.04416,7.68109
12,3,45.1109,7.64808
12,4,45.06756,7.64616
12,4,45.09673,7.69845
12,4,45.02078,7.65939
12,4,45.0689,7.66461
12,4,45.07477,7.66862
12,4,45.06177,7.63883
12,4,45.05164,7.66173
12,4,45.1109,7.64808
12,4,45.08681,7.68046
12,4,45.0454,7.6313
12,4,45.07089,7.67621
12,4,45.0695,7.66534
12,4,45.10969,7.65295
12,4,45.10623,7.65212
12,4,45.18843,7.6435
12,5,45.07358,7.66584
12,5,45.06218,7.6763
12,5,45.06126,7.6758
12,5,45.10588,7.65075
12,5,45.18843,7.6435
12,5,45.10088,7.68191
12,5,45.10969,7.65295
12,5,45.06482,7.68506
12,5,45.07401,7.61971
12,5,45.10969,7.65295
