Madrid 9 1 0 201 417838
Madrid 9 1 1 140 417839
Madrid 9 1 2 73 417840
Madrid 9 1 3 86 417841
Madrid 9 1 4 61 417842
Madrid 9 1 5 76 417843
Madrid 9 1 6 58 417844
Madrid 9 1 7 205 417845
Madrid 9 1 8 400 417846
Madrid 9 1 9 357 417847
Madrid 9 1 10 219 417848
Madrid 9 1 11 219 417849
Madrid 9 1 12 232 417850
Madrid 9 1 13 271 417851
Madrid 9 1 14 407 417852
Madrid 9 1 15 424 417853
Madrid 9 1 16 374 417854
Madrid 9 1 17 346 417855
Madrid 9 1 18 294 417856
Madrid 9 1 19 347 417857
Madrid 9 1 20 332 417858
Madrid 9 1 21 361 417859
Madrid 9 1 22 346 417860
Madrid 9 1 23 298 417861
Madrid 9 2 0 229 417862
Madrid 9 2 1 149 417863
Madrid 9 2 2 104 417864
Madrid 9 2 3 60 417865
Madrid 9 2 4 36 417866
Madrid 9 2 5 2 417867
Madrid 9 5 11 287 417945
Madrid 9 5 12 251 417946
Madrid 9 5 13 315 417947
Madrid 9 5 14 345 417948
Madrid 9 5 15 390 417949
Madrid 9 5 16 368 417950
Madrid 9 5 17 308 417951
Madrid 9 5 18 339 417952
Madrid 9 5 19 357 417953
Madrid 9 5 20 315 417954
Madrid 9 5 21 293 417955
Madrid 9 5 22 254 417956
Madrid 9 5 23 195 417957
Madrid 9 6 0 200 417958
Madrid 9 6 1 106 417959
Madrid 9 6 2 66 417960
Madrid 9 6 3 58 417961
Madrid 9 6 4 65 417962
Madrid 9 6 5 59 417963
Madrid 9 6 6 61 417964
Madrid 9 6 7 191 417965
Madrid 9 6 8 346 417966
Madrid 9 6 9 382 417967
Madrid 9 6 10 248 417968
Madrid 9 6 11 466 417969
Madrid 9 6 12 234 417970
Madrid 9 6 13 297 417971
Madrid 9 6 14 392 417972
Madrid 9 6 15 353 417973
Madrid 9 6 16 357 417974
Madrid 9 6 17 321 417975
Madrid 9 6 18 286 417976
Madrid 9 6 19 397 417977
Madrid 9 6 20 308 417978
Madrid 9 6 21 265 417979
Madrid 9 6 22 227 417980
Madrid 9 6 23 169 417981
Madrid 9 7 0 232 417982
Madrid 9 7 1 180 417983
Madrid 9 7 2 170 417984
Madrid 9 7 3 120 417985
Madrid 9 7 4 106 417986
Madrid 9 7 5 61 417987
Madrid 9 7 6 62 417988
Madrid 9 7 7 174 417989
Madrid 9 7 8 341 417990
Madrid 9 7 9 405 417991
Madrid 9 7 10 274 417992
