Torino 0 3188
Torino 1 1329
Torino 2 863
Torino 3 568
Torino 4 706
Torino 5 935
Torino 6 1146
Torino 7 2561
Torino 8 4738
Torino 9 3806
Torino 10 3193
Torino 11 3244
Torino 12 4027
Torino 13 3826
Torino 14 3975
Torino 15 3829
Torino 16 4233
Torino 17 4733
Torino 18 5502
Torino 19 4832
Torino 20 4156
Torino 21 3034
Torino 22 3052
Torino 23 3381
