MongoDB shell version: 3.2.18
connecting to: bigdatadb.polito.it/carsharing
2018-02-02T18:21:49.466+0100 W NETWORK  [thread1] SSL peer certificate validation failed: self signed certificate
0 , 0 , 3182
0 , 1 , 1198
0 , 2 , 2576
0 , 3 , 681
0 , 4 , 1425
0 , 5 , 1224
0 , 6 , 1066
0 , 7 , 1058
0 , 8 , 525
0 , 9 , 586
0 , 10 , 414
0 , 11 , 407
0 , 12 , 389
0 , 13 , 386
0 , 14 , 115
0 , 15 , 236
0 , 16 , 278
0 , 17 , 178
0 , 18 , 93
0 , 19 , 499
0 , 20 , 859
0 , 21 , 80
0 , 22 , 218
1 , 0 , 1138
1 , 1 , 339
1 , 2 , 738
1 , 3 , 213
1 , 4 , 357
1 , 5 , 182
1 , 6 , 224
1 , 7 , 332
1 , 8 , 243
1 , 9 , 279
1 , 10 , 120
1 , 11 , 93
1 , 12 , 126
1 , 13 , 70
1 , 14 , 36
1 , 15 , 26
1 , 16 , 32
1 , 17 , 33
1 , 18 , 15
1 , 19 , 110
1 , 20 , 285
1 , 21 , 24
1 , 22 , 96
2 , 0 , 2449
2 , 1 , 752
2 , 2 , 944
2 , 3 , 471
2 , 4 , 896
2 , 5 , 483
2 , 6 , 311
2 , 7 , 257
2 , 8 , 413
2 , 9 , 397
2 , 10 , 310
2 , 11 , 267
2 , 12 , 253
2 , 13 , 191
2 , 14 , 44
2 , 15 , 42
2 , 16 , 53
2 , 17 , 37
2 , 18 , 19
2 , 19 , 73
2 , 20 , 239
2 , 21 , 21
2 , 22 , 133
3 , 0 , 714
3 , 1 , 226
3 , 2 , 577
3 , 3 , 246
3 , 4 , 599
3 , 5 , 333
3 , 6 , 139
3 , 7 , 73
3 , 8 , 137
3 , 9 , 114
3 , 10 , 189
3 , 11 , 149
3 , 12 , 237
3 , 13 , 141
3 , 14 , 24
3 , 15 , 31
3 , 16 , 55
3 , 17 , 17
3 , 18 , 27
3 , 19 , 25
3 , 20 , 35
3 , 21 , 2
3 , 22 , 89
4 , 0 , 1554
4 , 1 , 386
4 , 2 , 866
4 , 3 , 649
4 , 4 , 785
4 , 5 , 721
4 , 6 , 459
4 , 7 , 294
4 , 8 , 161
4 , 9 , 199
4 , 10 , 254
4 , 11 , 182
4 , 12 , 395
4 , 13 , 281
4 , 14 , 97
4 , 15 , 138
4 , 16 , 105
4 , 17 , 74
4 , 18 , 34
4 , 19 , 75
4 , 20 , 135
4 , 21 , 28
4 , 22 , 117
5 , 0 , 1276
5 , 1 , 187
5 , 2 , 525
5 , 3 , 342
5 , 4 , 710
5 , 5 , 768
5 , 6 , 501
5 , 7 , 332
5 , 8 , 96
5 , 9 , 108
5 , 10 , 103
5 , 11 , 103
5 , 12 , 298
5 , 13 , 368
5 , 14 , 158
5 , 15 , 187
5 , 16 , 220
5 , 17 , 140
5 , 18 , 51
5 , 19 , 69
5 , 20 , 69
5 , 21 , 42
5 , 22 , 44
6 , 0 , 1077
6 , 1 , 225
6 , 2 , 266
6 , 3 , 143
6 , 4 , 468
6 , 5 , 554
6 , 6 , 650
6 , 7 , 580
6 , 8 , 86
6 , 9 , 69
6 , 10 , 72
6 , 11 , 55
6 , 12 , 127
6 , 13 , 148
6 , 14 , 70
6 , 15 , 129
6 , 16 , 157
6 , 17 , 180
6 , 18 , 71
6 , 19 , 171
6 , 20 , 133
6 , 21 , 132
6 , 22 , 33
7 , 0 , 1027
7 , 1 , 298
7 , 2 , 253
7 , 3 , 101
7 , 4 , 289
7 , 5 , 375
7 , 6 , 516
7 , 7 , 417
7 , 8 , 98
7 , 9 , 68
7 , 10 , 42
7 , 11 , 39
7 , 12 , 70
7 , 13 , 66
7 , 14 , 31
7 , 15 , 63
7 , 16 , 107
7 , 17 , 116
7 , 18 , 38
7 , 19 , 249
7 , 20 , 190
7 , 21 , 73
7 , 22 , 40
8 , 0 , 520
8 , 1 , 261
8 , 2 , 342
8 , 3 , 103
8 , 4 , 163
8 , 5 , 93
8 , 6 , 81
8 , 7 , 93
8 , 8 , 290
8 , 9 , 324
8 , 10 , 96
8 , 11 , 98
8 , 12 , 84
8 , 13 , 41
8 , 14 , 12
8 , 15 , 7
8 , 16 , 54
8 , 17 , 12
8 , 18 , 13
8 , 19 , 45
8 , 20 , 115
8 , 21 , 9
8 , 22 , 200
9 , 0 , 630
9 , 1 , 316
9 , 2 , 431
9 , 3 , 116
9 , 4 , 175
9 , 5 , 108
9 , 6 , 48
9 , 7 , 61
9 , 8 , 268
9 , 9 , 359
9 , 10 , 117
9 , 11 , 160
9 , 12 , 81
9 , 13 , 57
9 , 14 , 8
9 , 15 , 24
9 , 16 , 16
9 , 17 , 1
9 , 18 , 6
9 , 19 , 11
9 , 20 , 54
9 , 21 , 3
9 , 22 , 251
10 , 0 , 470
10 , 1 , 137
10 , 2 , 268
10 , 3 , 170
10 , 4 , 257
10 , 5 , 102
10 , 6 , 53
10 , 7 , 33
10 , 8 , 101
10 , 9 , 150
10 , 10 , 71
10 , 11 , 139
10 , 12 , 96
10 , 13 , 56
10 , 14 , 17
10 , 15 , 15
10 , 16 , 28
10 , 17 , 9
10 , 18 , 4
10 , 19 , 15
10 , 20 , 33
10 , 21 , 3
10 , 22 , 89
11 , 0 , 338
11 , 1 , 90
11 , 2 , 293
11 , 3 , 171
11 , 4 , 229
11 , 5 , 79
11 , 6 , 60
11 , 7 , 35
11 , 8 , 110
11 , 9 , 186
11 , 10 , 125
11 , 11 , 195
11 , 12 , 86
11 , 13 , 75
11 , 14 , 21
11 , 15 , 10
11 , 16 , 31
11 , 17 , 7
11 , 18 , 11
11 , 19 , 9
11 , 20 , 26
11 , 21 , 0
11 , 22 , 133
12 , 0 , 444
12 , 1 , 100
12 , 2 , 246
12 , 3 , 198
12 , 4 , 384
12 , 5 , 260
12 , 6 , 178
12 , 7 , 65
12 , 8 , 67
12 , 9 , 65
12 , 10 , 109
12 , 11 , 109
12 , 12 , 347
12 , 13 , 337
12 , 14 , 58
12 , 15 , 108
12 , 16 , 53
12 , 17 , 32
12 , 18 , 14
12 , 19 , 7
12 , 20 , 20
12 , 21 , 6
12 , 22 , 40
13 , 0 , 408
13 , 1 , 66
13 , 2 , 179
13 , 3 , 187
13 , 4 , 296
13 , 5 , 339
13 , 6 , 167
13 , 7 , 94
13 , 8 , 46
13 , 9 , 63
13 , 10 , 46
13 , 11 , 86
13 , 12 , 310
13 , 13 , 442
13 , 14 , 105
13 , 15 , 127
13 , 16 , 92
13 , 17 , 22
13 , 18 , 15
13 , 19 , 14
13 , 20 , 19
13 , 21 , 5
13 , 22 , 45
14 , 0 , 136
14 , 1 , 53
14 , 2 , 38
14 , 3 , 16
14 , 4 , 100
14 , 5 , 118
14 , 6 , 94
14 , 7 , 32
14 , 8 , 8
14 , 9 , 15
14 , 10 , 26
14 , 11 , 20
14 , 12 , 79
14 , 13 , 98
14 , 14 , 68
14 , 15 , 51
14 , 16 , 91
14 , 17 , 23
14 , 18 , 21
14 , 19 , 15
14 , 20 , 1
14 , 21 , 3
14 , 22 , 17
15 , 0 , 210
15 , 1 , 28
15 , 2 , 50
15 , 3 , 47
15 , 4 , 170
15 , 5 , 210
15 , 6 , 194
15 , 7 , 71
15 , 8 , 6
15 , 9 , 16
15 , 10 , 20
15 , 11 , 28
15 , 12 , 98
15 , 13 , 117
15 , 14 , 78
15 , 15 , 63
15 , 16 , 122
15 , 17 , 41
15 , 18 , 18
15 , 19 , 16
15 , 20 , 5
15 , 21 , 23
15 , 22 , 12
16 , 0 , 263
16 , 1 , 45
16 , 2 , 52
16 , 3 , 58
16 , 4 , 165
16 , 5 , 212
16 , 6 , 184
16 , 7 , 94
16 , 8 , 19
16 , 9 , 17
16 , 10 , 35
16 , 11 , 20
16 , 12 , 41
16 , 13 , 110
16 , 14 , 95
16 , 15 , 142
16 , 16 , 142
16 , 17 , 94
16 , 18 , 53
16 , 19 , 21
16 , 20 , 8
16 , 21 , 35
16 , 22 , 5
17 , 0 , 164
17 , 1 , 30
17 , 2 , 19
17 , 3 , 17
17 , 4 , 67
17 , 5 , 150
17 , 6 , 184
17 , 7 , 133
17 , 8 , 17
17 , 9 , 8
17 , 10 , 8
17 , 11 , 12
17 , 12 , 20
17 , 13 , 32
17 , 14 , 20
17 , 15 , 28
17 , 16 , 89
17 , 17 , 43
17 , 18 , 38
17 , 19 , 20
17 , 20 , 17
17 , 21 , 37
17 , 22 , 11
18 , 0 , 109
18 , 1 , 16
18 , 2 , 19
18 , 3 , 19
18 , 4 , 34
18 , 5 , 46
18 , 6 , 91
18 , 7 , 74
18 , 8 , 15
18 , 9 , 2
18 , 10 , 2
18 , 11 , 4
18 , 12 , 16
18 , 13 , 17
18 , 14 , 17
18 , 15 , 18
18 , 16 , 49
18 , 17 , 33
18 , 18 , 10
18 , 19 , 10
18 , 20 , 6
18 , 21 , 16
18 , 22 , 3
19 , 0 , 557
19 , 1 , 114
19 , 2 , 64
19 , 3 , 18
19 , 4 , 103
19 , 5 , 82
19 , 6 , 170
19 , 7 , 202
19 , 8 , 44
19 , 9 , 10
19 , 10 , 11
19 , 11 , 7
19 , 12 , 9
19 , 13 , 10
19 , 14 , 13
19 , 15 , 9
19 , 16 , 24
19 , 17 , 23
19 , 18 , 7
19 , 19 , 162
19 , 20 , 93
19 , 21 , 13
19 , 22 , 10
20 , 0 , 794
20 , 1 , 252
20 , 2 , 202
20 , 3 , 24
20 , 4 , 113
20 , 5 , 67
20 , 6 , 113
20 , 7 , 190
20 , 8 , 104
20 , 9 , 67
20 , 10 , 26
20 , 11 , 31
20 , 12 , 18
20 , 13 , 30
20 , 14 , 13
20 , 15 , 39
20 , 16 , 14
20 , 17 , 15
20 , 18 , 15
20 , 19 , 110
20 , 20 , 179
20 , 21 , 21
20 , 22 , 26
21 , 0 , 121
21 , 1 , 19
21 , 2 , 29
21 , 3 , 4
21 , 4 , 37
21 , 5 , 43
21 , 6 , 96
21 , 7 , 72
21 , 8 , 6
21 , 9 , 1
21 , 10 , 3
21 , 11 , 3
21 , 12 , 7
21 , 13 , 5
21 , 14 , 5
21 , 15 , 12
21 , 16 , 27
21 , 17 , 44
21 , 18 , 18
21 , 19 , 16
21 , 20 , 13
21 , 21 , 3
21 , 22 , 1
22 , 0 , 245
22 , 1 , 113
22 , 2 , 159
22 , 3 , 80
22 , 4 , 113
22 , 5 , 57
22 , 6 , 38
22 , 7 , 37
22 , 8 , 182
22 , 9 , 229
22 , 10 , 84
22 , 11 , 103
22 , 12 , 66
22 , 13 , 48
22 , 14 , 13
22 , 15 , 6
22 , 16 , 8
22 , 17 , 6
22 , 18 , 5
22 , 19 , 5
22 , 20 , 16
22 , 21 , 0
22 , 22 , 275
